38,0.78,5.38,0.46,0.97,4.39,0.13,0.46,0.97,0.46,30,30.0,360.00,900.00,900.00,900.00,900.00,30.00,900.00,900.00,900.00,900.00,3630.00,720.00,990.00,900.00,900.00,3300.00,900.00,810.00,4830.00,900.00,870.00,630.00,900.00,3660.00,180.00,900.00,900.00,3480.00,3840.00,3630.00
39,0.79,5.38,0.46,0.97,4.39,0.13,0.46,0.97,0.46,30,30.0,870.00,900.00,1050.00,840.00,870.00,3840.00,900.00,900.00,870.00,660.00,600.00,900.00,2970.00,900.00,900.00,900.00,870.00,3720.00,900.00,900.00,900.00,900.00,90.00,840.00,900.00,900.00,900.00,750.00,900.00,870.00
40,0.79,37.63,3.22,3.46,8.51,3.94,3.22,3.46,3.22,29,29.0,870.00,870.00,870.00,3538.00,783.00,348.00,870.00,870.00,870.00,870.00,870.00,3393.00,58.00,870.00,1798.00,870.00,783.00,870.00,870.00,870.00,522.00,841.00,870.00,3422.00,2407.00,58.00,870.00,870.00,2726.00
41,0.79,37.63,3.22,3.46,8.51,3.94,3.22,3.46,3.22,29,29.0,812.00,58.00,870.00,841.00,870.00,870.00,2755.00,870.00,2929.00,2668.00,754.00,3335.00,870.00,29.00,145.00,870.00,638.00,870.00,870.00,870.00,870.00,870.00,870.00,725.00,870.00,203.00,841.00,783.00,2668.00
42,0.79,37.63,3.22,3.46,8.51,3.94,3.22,3.46,3.22,29,29.0,3509.00,2233.00,812.00,870.00,319.00,841.00,870.00,2668.00,5278.00,2697.00,870.00,2610.00,870.00,348.00,870.00,870.00,116.00,2262.00,841.00,290.00,203.00,3596.00,870.00,754.00,29.00,754.00,870.00,3306.00,841.00
43,0.79,37.63,3.22,3.46,8.51,3.94,3.22,3.46,3.22,29,29.0,841.00,667.00,870.00,870.00,1972.00,232.00,522.00,3683.00,870.00,870.00,870.00,841.00,812.00,696.00,870.00,870.00,2871.00,2697.00,870.00,870.00,290.00,3596.00,522.00,870.00,2001.00,1508.00,1015.00,3161.00,3480.00
44,0.80,37.63,3.22,3.46,8.51,3.94,3.22,3.46,3.22,29,29.0,870.00,870.00,2349.00,754.00,870.00,870.00,870.00,870.00,870.00,870.00,870.00,870.00,841.00,29.00,870.00,3306.00,145.00,290.00,522.00,870.00,1015.00,1015.00,3219.00,870.00,203.00,609.00,841.00,1856.00,3393.00
45,0.80,37.63,3.22,3.46,8.51,3.94,3.22,3.46,3.22,29,29.0,3654.00,754.00,3306.00,870.00,870.00,3422.00,1015.00,3219.00,870.00,870.00,870.00,870.00,2842.00,870.00,870.00,145.00,464.00,319.00,3625.00,870.00,870.00,870.00,3451.00,3654.00,638.00,870.00,203.00,870.00,870.00
46,0.80,37.63,3.22,3.46,8.51,3.94,3.22,3.46,3.22,29,29.0,2784.00,2900.00,870.00,870.00,2001.00,870.00,870.00,841.00,3393.00,3480.00,232.00,870.00,870.00,319.00,841.00,870.00,870.00,870.00,145.00,377.00,812.00,2639.00,870.00,3219.00,870.00,870.00,609.00,522.00,754.00
47,0.80,37.63,3.22,3.46,8.51,3.94,3.22,3.46,3.22,29,29.0,812.00,812.00,870.00,870.00,3393.00,870.00,870.00,232.00,870.00,870.00,145.00,870.00,870.00,435.00,145.00,870.00,870.00,464.00,580.00,870.00,870.00,3277.00,2871.00,2929.00,870.00,145.00,870.00,870.00,870.00
48,0.80,263.38,22.52,0.31,0.37,0.27,22.52,0.31,22.56,30,30.0,900.00,3540.00,900.00,900.00,870.00,810.00,870.00,450.00,900.00,6150.00,840.00,870.00,390.00,1050.00,840.00,840.00,900.00,900.00,270.00,900.00,3300.00,60.00,900.00,390.00,180.00,900.00,900.00,780.00,900.00,900.00
49,0.80,263.38,22.52,0.31,0.37,0.27,22.52,0.31,22.56,30,30.0,30.00,3690.00,3330.00,3570.00,3480.00,900.00,900.00,900.00,900.00,900.00,3420.00,180.00,900.00,660.00,900.00,480.00,3390.00,2880.00,900.00,3930.00,810.00,240.00,870.00,900.00,900.00,900.00,900.00,3600.00,90.00,210.00
50,0.80,263.38,22.52,0.31,0.37,0.27,22.52,0.31,22.56,30,30.0,870.00,900.00,900.00,2550.00,2610.00,900.00,840.00,3630.00,7500.00,3420.00,3720.00,900.00,900.00,900.00,2850.00,3510.00,900.00,900.00,30.00,1080.00,900.00,60.00,6780.00,2910.00,840.00,300.00,960.00,900.00,900.00,900.00
51,0.81,263.38,22.52,0.31,0.37,0.27,22.52,0.31,22.56,30,30.0,900.00,3330.00,2700.00,900.00,900.00,900.00,810.00,780.00,810.00,900.00,2850.00,870.00,900.00,900.00,900.00,30.00,3600.00,900.00,900.00,720.00,30.00,900.00,900.00,180.00,810.00,780.00,600.00,3780.00,690.00,3390.00
52,0.81,263.38,22.52,0.31,0.37,0.27,22.52,0.31,22.56,30,30.0,900.00,900.00,900.00,750.00,3390.00,150.00,810.00,900.00,810.00,870.00,540.00,750.00,810.00,750.00,2310.00,60.00,330.00,660.00,900.00,900.00,2970.00,870.00,3420.00,3570.00,900.00,840.00,870.00,600.00,300.00,900.00
53,0.81,263.38,22.52,0.31,0.37,0.27,22.52,0.31,22.56,30,30.0,2820.00,900.00,870.00,870.00,900.00,60.00,900.00,900.00,3030.00,3720.00,900.00,2790.00,900.00,900.00,2970.00,750.00,870.00,870.00,3630.00,870.00,2820.00,900.00,900.00,900.00,720.00,870.00,720.00,3720.00,900.00,870.00
54,0.81,263.38,22.52,0.31,0.37,0.27,22.52,0.31,22.56,30,30.0,870.00,210.00,900.00,3510.00,150.00,900.00,900.00,3600.00,3510.00,360.00,900.00,3420.00,900.00,3570.00,900.00,150.00,30.00,3210.00,900.00,2760.00,390.00,2880.00,570.00,1050.00,420.00,900.00,210.00,30.00,30.00,900.00
55,0.82,263.38,22.52,0.31,0.37,0.27,22.52,0.31,22.56,30,30.0,900.00,900.00,30.00,900.00,900.00,900.00,210.00,900.00,3300.00,870.00,300.00,690.00,900.00,3420.00,900.00,900.00,960.00,900.00,2910.00,900.00,900.00,870.00,870.00,2550.00,270.00,990.00,180.00,900.00,480.00,660.00
