1,0.12,1000000000.00,1000000000.00,1000000000.00,1000000000.00,1000000000.00,1000000000.00,1000000000.00,1000000000.00,20,20.0,2140.00,580.00,1980.00,600.00,20.00,560.00,140.00,600.00,600.00,1880.00,600.00,600.00,320.00,240.00,500.00,2420.00,200.00,600.00,600.00,600.00
2,0.21,1000000000.00,1000000000.00,1000000000.00,1000000000.00,1000000000.00,1000000000.00,1000000000.00,1000000000.00,20,20.0,600.00,580.00,600.00,560.00,120.00,2220.00,600.00,300.00,600.00,120.00,540.00,580.00,140.00,2020.00,600.00,2560.00,2020.00,600.00,600.00,580.00
3,0.25,7000000000.00,7000000000.00,0.26,0.20,0.27,7000000000.00,0.26,7000000000.00,21,21.0,336.00,630.00,630.00,525.00,105.00,630.00,630.00,441.00,273.00,609.00,357.00,546.00,168.00,630.00,126.00,735.00,2268.00,483.00,2541.00,630.00,630.00
4,0.35,6.21,8.03,1.79,1.38,1.87,8.03,1.79,8.74,22,22.0,2508.00,572.00,660.00,660.00,2596.00,2090.00,1716.00,638.00,660.00,2574.00,660.00,22.00,198.00,330.00,572.00,198.00,660.00,2684.00,2618.00,2442.00,286.00,1760.00
5,0.40,0.99,1.03,1.79,1.38,1.87,1.03,1.79,0.96,23,23.0,23.00,690.00,690.00,690.00,690.00,322.00,690.00,644.00,690.00,690.00,2277.00,2530.00,598.00,644.00,621.00,2277.00,138.00,667.00,644.00,690.00,644.00,690.00,667.00
6,0.44,0.81,0.82,12.52,9.69,13.09,0.82,12.52,0.96,22,22.0,2112.00,660.00,2090.00,660.00,638.00,2244.00,660.00,2288.00,660.00,550.00,2200.00,22.00,154.00,638.00,352.00,660.00,550.00,660.00,660.00,616.00,2178.00,660.00
7,0.47,5.64,5.74,0.95,0.16,0.06,5.74,0.95,6.74,23,23.0,414.00,805.00,644.00,644.00,690.00,690.00,161.00,437.00,552.00,138.00,690.00,690.00,483.00,2254.00,621.00,667.00,345.00,690.00,552.00,253.00,598.00,2553.00,690.00
8,0.52,25.84,4.58,6.62,1.11,0.40,4.58,6.62,7.69,24,24.0,696.00,720.00,720.00,24.00,720.00,552.00,600.00,24.00,144.00,720.00,720.00,720.00,816.00,360.00,720.00,720.00,48.00,840.00,2976.00,144.00,2568.00,672.00,720.00,2808.00
9,0.50,0.92,1.33,6.62,1.11,0.40,1.33,6.62,1.18,23,23.0,69.00,1564.00,667.00,46.00,690.00,2783.00,2231.00,690.00,69.00,2231.00,23.00,690.00,138.00,322.00,690.00,2277.00,690.00,7268.00,2392.00,598.00,667.00,529.00,690.00
10,0.54,0.92,1.33,6.62,1.11,0.40,1.33,6.62,1.18,23,23.0,552.00,46.00,690.00,46.00,805.00,207.00,575.00,115.00,667.00,138.00,2530.00,2737.00,598.00,690.00,69.00,690.00,690.00,644.00,23.00,667.00,368.00,690.00,690.00
11,0.58,6.44,9.34,5.07,2.94,7.88,9.34,5.07,8.25,24,24.0,720.00,720.00,720.00,696.00,2352.00,120.00,720.00,720.00,2472.00,480.00,720.00,720.00,576.00,192.00,48.00,720.00,720.00,696.00,720.00,2112.00,720.00,2976.00,744.00,1944.00
12,0.61,0.89,0.79,5.07,2.94,7.88,0.79,5.07,0.78,23,23.0,690.00,23.00,690.00,690.00,690.00,345.00,667.00,138.00,690.00,2806.00,69.00,690.00,690.00,690.00,2530.00,506.00,2346.00,575.00,1127.00,690.00,690.00,276.00,1909.00
13,0.62,6.25,5.55,0.00,0.09,0.03,5.55,0.00,5.46,24,24.0,720.00,408.00,720.00,720.00,720.00,720.00,720.00,816.00,2640.00,696.00,336.00,672.00,720.00,48.00,312.00,720.00,720.00,672.00,720.00,384.00,24.00,744.00,720.00,192.00
14,0.64,8.34,5.85,0.00,0.60,0.21,5.85,0.00,8.96,25,25.0,325.00,1675.00,750.00,2250.00,2750.00,750.00,2750.00,750.00,725.00,3150.00,4550.00,3250.00,2950.00,575.00,750.00,725.00,750.00,75.00,750.00,600.00,750.00,700.00,650.00,750.00,750.00
15,0.66,0.63,0.62,0.00,0.60,0.21,0.62,0.00,0.52,26,26.0,780.00,3094.00,780.00,754.00,780.00,208.00,780.00,442.00,910.00,702.00,572.00,182.00,728.00,780.00,468.00,2340.00,780.00,780.00,780.00,78.00,182.00,182.00,3146.00,26.00,858.00,728.00
16,0.67,0.58,0.74,0.00,0.60,0.21,0.74,0.00,1.03,27,27.0,783.00,486.00,810.00,810.00,2322.00,810.00,27.00,567.00,1836.00,2160.00,810.00,945.00,783.00,810.00,810.00,810.00,810.00,648.00,81.00,27.00,3105.00,405.00,243.00,810.00,3375.00,810.00,648.00
17,0.68,0.58,0.74,0.00,0.60,0.21,0.74,0.00,1.03,27,27.0,3348.00,648.00,2187.00,810.00,891.00,810.00,27.00,3348.00,783.00,3294.00,810.00,810.00,810.00,810.00,621.00,216.00,756.00,810.00,810.00,810.00,810.00,810.00,3429.00,3321.00,810.00,729.00,783.00
18,0.68,4.94,2.44,0.00,4.19,1.47,2.44,0.00,2.38,28,28.0,616.00,3640.00,840.00,672.00,672.00,840.00,3332.00,28.00,56.00,812.00,840.00,840.00,3080.00,644.00,840.00,840.00,840.00,2968.00,840.00,812.00,3472.00,700.00,504.00,56.00,840.00,924.00,2800.00,840.00
19,0.70,4.94,2.44,0.00,4.19,1.47,2.44,0.00,2.38,28,28.0,840.00,840.00,840.00,840.00,840.00,840.00,3248.00,2660.00,3528.00,924.00,840.00,2772.00,840.00,3444.00,840.00,840.00,840.00,840.00,812.00,840.00,840.00,840.00,3360.00,840.00,2856.00,728.00,308.00,364.00
20,0.70,0.75,0.67,0.02,29.33,10.32,0.67,0.02,0.75,29,29.0,2668.00,203.00,3509.00,783.00,2871.00,783.00,783.00,3306.00,116.00,1015.00,870.00,870.00,870.00,783.00,870.00,870.00,870.00,870.00,870.00,870.00,870.00,870.00,290.00,1015.00,29.00,551.00,812.00,870.00,145.00
21,0.71,0.75,0.67,0.02,29.33,10.32,0.67,0.02,0.75,29,29.0,1015.00,870.00,667.00,870.00,870.00,870.00,29.00,841.00,29.00,1015.00,29.00,870.00,870.00,870.00,870.00,841.00,377.00,522.00,870.00,3422.00,870.00,58.00,1015.00,3364.00,203.00,232.00,3190.00,870.00,870.00
22,0.72,0.86,1.27,0.17,205.32,72.26,1.27,0.17,1.30,30,30.0,3330.00,150.00,870.00,3300.00,480.00,30.00,300.00,90.00,3600.00,840.00,900.00,900.00,900.00,900.00,630.00,30.00,480.00,390.00,870.00,900.00,300.00,900.00,4320.00,420.00,900.00,2760.00,900.00,3510.00,3690.00,780.00
23,0.73,0.86,1.27,0.17,205.32,72.26,1.27,0.17,1.30,30,30.0,3180.00,900.00,900.00,900.00,3690.00,2940.00,720.00,2850.00,60.00,120.00,990.00,360.00,900.00,3300.00,60.00,840.00,870.00,210.00,540.00,900.00,900.00,180.00,900.00,6660.00,900.00,870.00,750.00,870.00,360.00,900.00
24,0.72,4.62,0.59,1.22,1437.26,505.79,0.59,1.22,0.69,29,29.0,754.00,580.00,841.00,870.00,812.00,319.00,870.00,522.00,145.00,3190.00,29.00,870.00,493.00,870.00,986.00,58.00,435.00,841.00,696.00,870.00,348.00,754.00,841.00,435.00,232.00,870.00,2668.00,870.00,58.00
25,0.74,4.62,0.59,1.22,1437.26,505.79,0.59,1.22,0.69,29,29.0,725.00,609.00,870.00,841.00,3016.00,29.00,2842.00,870.00,58.00,3683.00,2349.00,841.00,841.00,87.00,87.00,870.00,870.00,870.00,870.00,870.00,1015.00,3480.00,870.00,3161.00,870.00,870.00,3567.00,870.00,3625.00
26,0.74,4.62,0.59,1.22,1437.26,505.79,0.59,1.22,0.69,29,29.0,522.00,870.00,870.00,3335.00,377.00,870.00,29.00,522.00,870.00,870.00,870.00,580.00,2958.00,812.00,870.00,870.00,841.00,870.00,348.00,870.00,232.00,203.00,870.00,870.00,870.00,3219.00,841.00,870.00,3799.00
27,0.74,32.36,4.10,0.97,4.39,0.13,4.10,0.97,4.80,30,30.0,900.00,900.00,900.00,2970.00,900.00,3660.00,3630.00,3180.00,900.00,570.00,840.00,900.00,870.00,870.00,900.00,3000.00,150.00,540.00,900.00,3900.00,3030.00,2520.00,660.00,3390.00,780.00,900.00,780.00,900.00,360.00,900.00
28,0.75,32.36,4.10,0.97,4.39,0.13,4.10,0.97,4.80,30,30.0,3780.00,1080.00,810.00,1050.00,150.00,900.00,660.00,6660.00,3000.00,870.00,4830.00,870.00,3570.00,900.00,870.00,1050.00,900.00,3060.00,900.00,900.00,900.00,900.00,3120.00,870.00,2970.00,3510.00,3540.00,900.00,750.00,420.00
29,0.76,1.36,0.97,0.97,4.39,0.13,0.97,0.97,0.97,31,31.0,4402.00,837.00,403.00,930.00,868.00,31.00,930.00,930.00,3658.00,899.00,3627.00,930.00,868.00,3813.00,3534.00,2852.00,930.00,496.00,2046.00,217.00,930.00,930.00,248.00,930.00,899.00,713.00,558.00,930.00,124.00,651.00,713.00
30,0.77,1.36,0.97,0.97,4.39,0.13,0.97,0.97,0.97,31,31.0,155.00,155.00,124.00,682.00,3069.00,930.00,589.00,31.00,930.00,682.00,186.00,930.00,930.00,930.00,930.00,837.00,930.00,930.00,4030.00,186.00,930.00,930.00,248.00,930.00,713.00,930.00,899.00,930.00,775.00,3534.00,620.00
31,0.77,5.38,0.46,0.97,4.39,0.13,0.46,0.97,0.46,30,30.0,630.00,60.00,360.00,900.00,900.00,390.00,900.00,2760.00,3840.00,870.00,900.00,900.00,900.00,900.00,2970.00,900.00,900.00,2970.00,900.00,3690.00,3720.00,540.00,870.00,1050.00,120.00,90.00,3900.00,900.00,900.00,3420.00
32,0.77,5.38,0.46,0.97,4.39,0.13,0.46,0.97,0.46,30,30.0,900.00,3330.00,870.00,300.00,840.00,870.00,900.00,750.00,3570.00,900.00,750.00,30.00,60.00,4260.00,900.00,900.00,840.00,960.00,780.00,2910.00,870.00,390.00,900.00,750.00,870.00,270.00,900.00,3480.00,900.00,900.00
33,0.78,5.38,0.46,0.97,4.39,0.13,0.46,0.97,0.46,30,30.0,900.00,210.00,870.00,390.00,900.00,900.00,900.00,870.00,270.00,900.00,840.00,60.00,900.00,1020.00,870.00,900.00,3510.00,3690.00,900.00,900.00,900.00,570.00,900.00,900.00,420.00,900.00,900.00,870.00,3000.00,900.00
34,0.77,5.38,0.46,0.97,4.39,0.13,0.46,0.97,0.46,30,30.0,3780.00,900.00,870.00,870.00,450.00,900.00,900.00,870.00,900.00,30.00,900.00,900.00,870.00,300.00,870.00,1050.00,780.00,900.00,3210.00,870.00,870.00,900.00,2670.00,3780.00,300.00,2760.00,3540.00,3030.00,870.00,870.00
35,0.77,5.38,0.46,0.97,4.39,0.13,0.46,0.97,0.46,30,30.0,330.00,870.00,690.00,870.00,150.00,3000.00,480.00,900.00,810.00,900.00,900.00,840.00,480.00,1800.00,3270.00,900.00,3150.00,900.00,3300.00,900.00,2880.00,900.00,720.00,900.00,690.00,90.00,900.00,810.00,3330.00,870.00
36,0.77,5.38,0.46,0.97,4.39,0.13,0.46,0.97,0.46,30,30.0,900.00,870.00,510.00,900.00,900.00,900.00,3720.00,5460.00,870.00,780.00,540.00,2880.00,690.00,900.00,60.00,900.00,3630.00,900.00,900.00,900.00,750.00,3660.00,870.00,2970.00,900.00,3150.00,900.00,3060.00,180.00,900.00
37,0.78,5.38,0.46,0.97,4.39,0.13,0.46,0.97,0.46,30,30.0,870.00,870.00,3300.00,900.00,30.00,60.00,3690.00,690.00,3360.00,900.00,60.00,2850.00,480.00,360.00,60.00,900.00,900.00,900.00,900.00,120.00,900.00,900.00,900.00,900.00,720.00,900.00,870.00,3510.00,900.00,900.00
