1,0.10,10,10.0,300.00,250.00,290.00,340.00,290.00,1090.00,230.00,60.00,80.00,250.00
2,0.18,10,10.0,300.00,270.00,640.00,1240.00,690.00,230.00,120.00,300.00,300.00,290.00
3,0.30,10,10.0,1180.00,1170.00,300.00,300.00,1100.00,230.00,150.00,260.00,170.00,1130.00
4,0.33,9,9.0,261.00,45.00,864.00,270.00,270.00,54.00,270.00,270.00,270.00
5,0.31,8,8.0,232.00,208.00,184.00,240.00,240.00,240.00,144.00,232.00
6,0.40,8,8.0,232.00,200.00,240.00,784.00,240.00,208.00,240.00,16.00
7,0.41,9,7.0,147.00,203.00,210.00,14.00,189.00,168.00,1750.00,210.00,210.00
8,0.44,9,7.0,203.00,203.00,686.00,210.00,231.00,210.00,91.00,210.00,203.00
9,0.44,8,6.0,48.00,174.00,180.00,114.00,180.00,180.00,96.00,174.00
10,0.46,8,6.0,180.00,588.00,930.00,180.00,180.00,162.00,726.00,180.00
11,0.47,7,5.0,10.00,15.00,150.00,110.00,150.00,150.00,150.00
12,0.47,7,5.0,150.00,150.00,145.00,45.00,150.00,150.00,150.00
13,0.47,7,5.0,75.00,145.00,150.00,150.00,45.00,605.00,55.00
14,0.38,6,6.0,96.00,6.00,60.00,24.00,6.00,198.00
15,0.49,6,6.0,42.00,180.00,180.00,180.00,180.00,606.00
16,0.46,5,5.0,150.00,150.00,150.00,150.00,430.00
17,0.49,5,5.0,340.00,150.00,585.00,145.00,20.00
18,0.49,5,5.0,35.00,125.00,35.00,155.00,150.00
19,0.55,5,5.0,140.00,150.00,150.00,40.00,125.00
20,0.51,4,4.0,116.00,52.00,4.00,120.00
21,0.58,4,4.0,120.00,120.00,496.00,500.00
22,0.40,3,5.0,5.00,150.00,150.00
23,0.49,3,5.0,495.00,625.00,5.00
24,0.46,3,5.0,55.00,150.00,150.00
25,0.44,3,5.0,15.00,150.00,120.00
26,0.51,3,5.0,140.00,30.00,475.00
27,0.45,3,5.0,140.00,20.00,160.00
28,0.52,3,5.0,555.00,145.00,145.00
29,0.58,3,5.0,150.00,150.00,150.00
30,0.56,3,5.0,150.00,145.00,150.00
31,0.59,3,5.0,150.00,590.00,150.00
32,0.57,2,4.0,416.00,120.00
33,0.54,2,4.0,116.00,120.00
34,0.52,2,4.0,120.00,120.00
35,0.57,2,4.0,420.00,120.00
36,0.56,2,4.0,20.00,4.00
37,0.54,2,4.0,120.00,120.00
38,0.57,2,4.0,108.00,452.00
39,0.59,2,4.0,120.00,120.00
40,0.47,2,4.0,64.00,16.00
41,0.51,2,4.0,12.00,120.00
42,0.53,2,4.0,120.00,120.00
43,0.49,2,4.0,72.00,20.00
44,0.56,2,4.0,24.00,116.00
45,0.62,2,4.0,492.00,508.00
46,0.59,1,3.0,90.00
47,0.55,1,3.0,90.00
48,0.48,1,3.0,90.00
49,0.45,1,3.0,87.00
50,0.50,1,3.0,87.00
51,0.47,1,3.0,3.00
52,0.48,1,3.0,9.00
53,0.53,1,3.0,90.00
54,0.37,1,3.0,90.00
55,0.43,1,3.0,90.00
56,0.49,1,3.0,90.00
57,0.45,1,3.0,102.00
58,0.43,1,3.0,75.00
59,0.49,1,3.0,90.00
60,0.47,1,3.0,87.00
61,0.47,1,3.0,330.00
62,0.47,1,3.0,87.00
63,0.54,1,3.0,87.00
64,0.53,1,3.0,90.00
65,0.49,1,3.0,48.00
66,0.34,1,3.0,102.00
67,0.45,1,3.0,90.00
68,0.52,1,3.0,240.00
69,0.58,1,3.0,69.00
70,0.56,1,3.0,87.00
71,0.50,1,3.0,6.00
72,0.42,1,3.0,84.00
73,0.58,1,3.0,366.00
74,0.59,1,3.0,12.00
75,0.55,1,3.0,6.00
76,0.46,1,3.0,87.00
77,0.59,1,3.0,387.00
78,0.60,1,3.0,300.00
79,0.61,1,3.0,354.00
80,0.60,1,3.0,90.00
81,0.57,1,3.0,90.00
82,0.50,1,3.0,87.00
83,0.59,1,3.0,90.00
84,0.52,1,3.0,87.00
85,0.47,1,3.0,18.00
86,0.58,1,3.0,351.00
87,0.55,1,3.0,507.00
88,0.51,1,3.0,90.00
89,0.53,1,3.0,90.00
90,0.54,1,3.0,90.00
91,0.54,1,3.0,327.00
92,0.60,1,3.0,90.00
93,0.62,1,3.0,90.00
94,0.56,1,3.0,87.00
95,0.40,1,3.0,3.00
96,0.39,1,3.0,90.00
97,0.63,1,3.0,351.00
98,0.55,1,3.0,90.00
99,0.58,1,3.0,90.00
100,0.62,1,3.0,15.00
101,0.49,1,3.0,90.00
102,0.61,1,3.0,90.00
103,0.64,1,3.0,357.00
104,0.61,1,2.0,202.00
105,0.64,1,2.0,60.00
106,0.64,1,2.0,60.00
107,0.60,1,2.0,60.00
108,0.60,1,2.0,2.00
109,0.59,1,2.0,52.00
110,0.65,1,2.0,58.00
111,0.63,1,2.0,32.00
112,0.64,1,2.0,60.00
113,0.65,1,2.0,60.00
114,0.66,1,1.0,30.00
115,0.67,1,1.0,21.00
116,0.64,1,1,98.00
117,0.65,1,1,28.00
118,0.65,1,1,8.00
119,0.67,1,1,30.00
120,0.67,1,1,30.00
121,0.67,1,1,30.00
122,0.66,1,1,23.00
123,0.65,1,1,69.00
124,0.62,1,1,122.00
125,0.67,1,1,29.00
126,0.69,1,1,30.00
127,0.68,1,1,96.00
128,0.69,1,1,30.00
129,0.63,1,1,123.00
130,0.63,1,1,32.00
131,0.69,1,1,106.00
132,0.70,1,1,30.00
133,0.71,1,1,30.00
