1,0.09,1000000000.00,1000000000.00,1000000000.00,1000000000.00,1000000000.00,1000000000.00,1000000000.00,1000000000.00,20,20.0,2360.00,500.00,1880.00,600.00,20.00,700.00,600.00,300.00,480.00,580.00,400.00,60.00,100.00,600.00,600.00,600.00,2020.00,2160.00,420.00,260.00
2,0.21,1000000000.00,1000000000.00,1000000000.00,1000000000.00,1000000000.00,1000000000.00,1000000000.00,1000000000.00,20,20.0,2520.00,2340.00,240.00,580.00,580.00,20.00,560.00,1980.00,600.00,560.00,600.00,2540.00,600.00,620.00,600.00,400.00,580.00,560.00,600.00,40.00
3,0.30,1000000000.00,1000000000.00,0.07,0.17,0.11,1000000000.00,0.07,1000000000.00,21,21.0,2562.00,630.00,609.00,1869.00,630.00,2646.00,609.00,630.00,21.00,630.00,609.00,2142.00,42.00,630.00,567.00,105.00,609.00,630.00,630.00,630.00,609.00
4,0.36,1.94,0.89,0.66,1.69,1.06,0.89,0.66,1.18,22,20.0,600.00,340.00,600.00,2040.00,600.00,40.00,580.00,260.00,1700.00,240.00,540.00,2500.00,600.00,1960.00,680.00,500.00,580.00,600.00,600.00,120.00,600.00,600.00
5,0.42,2.74,3.92,6.65,16.90,2.74,8.86,2.53,11.76,23,21.0,609.00,588.00,630.00,630.00,609.00,2604.00,546.00,630.00,147.00,609.00,630.00,630.00,2226.00,630.00,2499.00,630.00,630.00,630.00,630.00,525.00,630.00,567.00,630.00
6,0.47,0.52,0.34,66.46,168.98,27.37,0.34,25.34,0.45,22,20.0,2500.00,2600.00,600.00,20.00,600.00,600.00,520.00,500.00,40.00,700.00,600.00,580.00,600.00,2200.00,560.00,580.00,600.00,400.00,2300.00,600.00,540.00,600.00
7,0.48,0.52,0.34,0.12,0.37,0.10,0.34,0.12,0.45,23,19.0,266.00,532.00,570.00,570.00,2356.00,570.00,114.00,38.00,551.00,95.00,570.00,190.00,1805.00,1881.00,627.00,570.00,570.00,570.00,532.00,1843.00,589.00,570.00,570.00
8,0.53,0.52,0.34,0.12,0.37,0.10,0.34,0.12,0.45,23,19.0,570.00,551.00,570.00,551.00,1292.00,228.00,551.00,437.00,2698.00,361.00,551.00,665.00,570.00,2375.00,551.00,570.00,19.00,570.00,1805.00,570.00,931.00,2413.00,570.00
9,0.55,59.52,70.50,1.21,3.68,59.52,3.44,33.06,4.47,24,18.0,540.00,540.00,540.00,1530.00,2142.00,540.00,540.00,540.00,522.00,1980.00,540.00,1800.00,540.00,522.00,540.00,540.00,540.00,360.00,540.00,540.00,360.00,2844.00,504.00,540.00
10,0.56,0.68,0.35,12.05,36.77,0.68,34.42,0.62,44.73,23,19.0,95.00,247.00,266.00,570.00,627.00,2432.00,171.00,570.00,532.00,1881.00,2242.00,570.00,570.00,570.00,2451.00,532.00,247.00,2318.00,285.00,2394.00,1653.00,57.00,570.00
11,0.59,6.78,3.54,5.34,5.19,6.78,7.02,6.22,5.19,24,18.0,594.00,450.00,18.00,540.00,18.00,342.00,2052.00,540.00,72.00,540.00,522.00,234.00,1242.00,540.00,2070.00,1800.00,1962.00,108.00,540.00,2304.00,540.00,2250.00,18.00,432.00
12,0.59,1.30,1.04,5.34,5.19,1.30,7.02,1.05,5.19,23,19.0,570.00,1862.00,266.00,1938.00,95.00,988.00,570.00,19.00,570.00,2052.00,399.00,247.00,570.00,437.00,570.00,19.00,570.00,570.00,418.00,551.00,570.00,570.00,152.00
13,0.63,1.30,1.04,5.34,5.19,1.30,7.02,1.05,5.19,23,19.0,570.00,190.00,570.00,551.00,19.00,570.00,2090.00,190.00,551.00,570.00,570.00,551.00,570.00,570.00,570.00,570.00,570.00,475.00,570.00,665.00,646.00,285.00,380.00
14,0.63,13.00,10.43,0.09,0.20,13.00,0.23,10.52,0.20,24,18.0,126.00,90.00,522.00,522.00,540.00,540.00,540.00,540.00,540.00,540.00,144.00,414.00,522.00,540.00,540.00,540.00,144.00,486.00,540.00,540.00,540.00,504.00,504.00,540.00
15,0.62,13.00,10.43,0.09,0.20,13.00,0.23,10.52,0.20,24,18.0,540.00,288.00,576.00,18.00,540.00,486.00,540.00,1764.00,540.00,144.00,774.00,468.00,1980.00,540.00,540.00,1980.00,540.00,378.00,1242.00,540.00,36.00,630.00,540.00,540.00
16,0.64,13.00,10.43,0.09,0.20,13.00,0.23,10.52,0.20,24,18.0,450.00,540.00,2052.00,540.00,486.00,504.00,540.00,1566.00,540.00,36.00,594.00,486.00,2106.00,1710.00,540.00,540.00,234.00,540.00,522.00,540.00,540.00,1602.00,540.00,162.00
17,0.66,12.79,11.47,0.90,2.02,12.79,2.33,19.52,2.02,25,17.0,510.00,17.00,2006.00,187.00,510.00,510.00,510.00,493.00,510.00,119.00,493.00,2074.00,510.00,510.00,1683.00,510.00,510.00,510.00,510.00,476.00,578.00,1870.00,34.00,510.00,510.00
18,0.67,0.86,0.91,0.90,2.02,0.86,2.33,0.83,2.02,26,18.0,540.00,540.00,504.00,882.00,522.00,540.00,1404.00,522.00,540.00,540.00,504.00,540.00,504.00,522.00,540.00,396.00,2268.00,630.00,378.00,540.00,1602.00,2286.00,414.00,90.00,540.00,612.00
19,0.67,0.32,0.12,8.99,20.24,8.64,0.12,8.29,0.16,25,17.0,510.00,442.00,221.00,510.00,510.00,510.00,170.00,510.00,510.00,510.00,510.00,1802.00,442.00,510.00,510.00,510.00,510.00,442.00,119.00,510.00,1428.00,1887.00,510.00,510.00,85.00
20,0.67,0.32,0.12,8.99,20.24,8.64,0.12,8.29,0.16,25,17.0,510.00,493.00,1462.00,510.00,1445.00,255.00,2057.00,510.00,2261.00,323.00,510.00,510.00,510.00,459.00,510.00,510.00,510.00,493.00,510.00,510.00,408.00,510.00,1887.00,442.00,17.00
21,0.68,0.32,0.12,8.99,20.24,8.64,0.12,8.29,0.16,25,17.0,493.00,136.00,1547.00,493.00,1972.00,510.00,476.00,595.00,170.00,510.00,561.00,2108.00,1870.00,510.00,476.00,476.00,493.00,1972.00,1717.00,510.00,493.00,510.00,1921.00,510.00,476.00
22,0.68,0.32,0.12,8.99,20.24,8.64,0.12,8.29,0.16,25,17.0,595.00,340.00,510.00,1751.00,612.00,510.00,510.00,442.00,306.00,1734.00,17.00,510.00,510.00,476.00,510.00,17.00,476.00,476.00,34.00,510.00,1887.00,2176.00,2193.00,510.00,510.00
23,0.70,3.19,1.23,13.46,17.67,13.90,1.23,13.46,1.60,24,16.0,80.00,480.00,112.00,480.00,480.00,464.00,48.00,480.00,480.00,160.00,560.00,448.00,480.00,1984.00,288.00,480.00,480.00,112.00,480.00,368.00,448.00,480.00,464.00,480.00
24,0.70,3.19,1.23,1.16,1.10,1.12,1.23,1.16,1.60,25,15.0,210.00,30.00,450.00,1860.00,450.00,450.00,450.00,450.00,90.00,1890.00,495.00,15.00,420.00,1485.00,345.00,435.00,450.00,435.00,1605.00,390.00,450.00,450.00,450.00,450.00,270.00
25,0.71,3.19,1.23,1.16,1.10,1.12,1.23,1.16,1.60,25,15.0,165.00,255.00,405.00,450.00,420.00,450.00,105.00,375.00,450.00,1290.00,450.00,30.00,450.00,450.00,1440.00,435.00,450.00,1215.00,435.00,435.00,1905.00,1800.00,450.00,1920.00,435.00
26,0.72,3.19,1.23,1.16,1.10,1.12,1.23,1.16,1.60,25,15.0,1605.00,60.00,1485.00,1650.00,450.00,1710.00,420.00,345.00,435.00,450.00,450.00,450.00,450.00,450.00,300.00,1755.00,1890.00,60.00,450.00,90.00,135.00,165.00,435.00,450.00,1875.00
27,0.73,0.53,0.61,11.64,11.01,0.53,12.27,0.56,15.97,24,16.0,2272.00,448.00,1584.00,480.00,560.00,416.00,416.00,464.00,96.00,32.00,416.00,480.00,208.00,160.00,1968.00,1936.00,480.00,464.00,464.00,32.00,480.00,480.00,480.00,480.00
28,0.73,0.53,0.61,0.72,0.76,0.53,0.75,0.56,0.76,25,15.0,285.00,15.00,15.00,510.00,450.00,1860.00,450.00,345.00,450.00,450.00,585.00,1920.00,450.00,1710.00,450.00,360.00,450.00,450.00,360.00,450.00,450.00,1500.00,450.00,450.00,15.00
