1,0.12,1000000000.00,1000000000.00,1000000000.00,1000000000.00,1000000000.00,1000000000.00,1000000000.00,1000000000.00,20,20.0,6400.00,7020.00,3060.00,6620.00,2940.00,5540.00,6260.00,2680.00,3120.00,3000.00,2460.00,1920.00,2660.00,5060.00,2600.00,6220.00,2620.00,820.00,2920.00,2560.00
2,0.46,1000000000.00,1000000000.00,1000000000.00,1000000000.00,1000000000.00,1000000000.00,1000000000.00,1000000000.00,20,20.0,6040.00,2880.00,2980.00,6600.00,760.00,5500.00,5400.00,3000.00,6060.00,6960.00,5880.00,1900.00,6460.00,6180.00,6100.00,5240.00,3120.00,2740.00,3000.00,2980.00
3,0.59,1000000000.00,1000000000.00,0.60,0.66,0.66,1000000000.00,0.60,1000000000.00,21,21.0,2814.00,5733.00,4704.00,2919.00,2415.00,1932.00,7350.00,2814.00,3318.00,3234.00,3066.00,4326.00,3171.00,6321.00,2751.00,5439.00,6741.00,2688.00,3171.00,2919.00,2793.00
4,0.60,0.88,0.82,5.96,6.56,6.59,0.82,5.96,0.89,20,20.0,6040.00,3140.00,2860.00,6240.00,3000.00,5920.00,2640.00,2780.00,5700.00,4800.00,3160.00,4460.00,6360.00,5640.00,6360.00,4740.00,6340.00,3040.00,2960.00,5580.00
5,0.66,0.88,0.82,5.96,6.56,6.59,0.82,5.96,0.89,20,20.0,2760.00,5560.00,6280.00,2100.00,2200.00,2800.00,4600.00,5240.00,820.00,2200.00,4660.00,2360.00,4600.00,3080.00,6080.00,4740.00,2820.00,5080.00,3140.00,3080.00
6,0.68,8.82,8.18,5.54,4.49,3.89,8.18,5.54,8.85,21,21.0,2814.00,5523.00,2751.00,3339.00,2415.00,3276.00,2268.00,5019.00,3003.00,2877.00,5040.00,3066.00,4725.00,3003.00,1176.00,3003.00,4767.00,6783.00,2646.00,5838.00,2562.00
7,0.68,1.05,0.83,55.37,44.91,38.87,0.83,55.37,0.96,20,20.0,4040.00,5340.00,2580.00,2680.00,2660.00,3040.00,2920.00,2940.00,2820.00,6240.00,5320.00,5560.00,5880.00,2960.00,5160.00,3000.00,2540.00,3020.00,3080.00,2740.00
8,0.68,1.05,0.83,55.37,44.91,38.87,0.83,55.37,0.96,20,20.0,2980.00,3100.00,3940.00,3080.00,4380.00,1880.00,2420.00,3140.00,2920.00,4320.00,2440.00,760.00,2520.00,2720.00,3120.00,2700.00,4700.00,2760.00,2860.00,6400.00
9,0.68,1.05,0.83,55.37,44.91,38.87,0.83,55.37,0.96,20,20.0,2980.00,5120.00,2640.00,5980.00,5080.00,4480.00,5040.00,2660.00,3000.00,3000.00,6520.00,4640.00,5040.00,5440.00,3960.00,6400.00,3280.00,2480.00,5340.00,6180.00
10,0.62,1.05,0.83,55.37,44.91,38.87,0.83,55.37,0.96,20,20.0,5820.00,3060.00,3040.00,3000.00,2400.00,2440.00,5860.00,2820.00,6220.00,2280.00,5080.00,7620.00,3080.00,2820.00,2520.00,3080.00,2920.00,7260.00,5960.00,4240.00
11,0.69,1.05,0.83,55.37,44.91,38.87,0.83,55.37,0.96,20,20.0,3920.00,3080.00,2800.00,1840.00,2720.00,2940.00,2880.00,920.00,2660.00,3560.00,6100.00,5020.00,3160.00,2760.00,5580.00,2680.00,2620.00,5860.00,2560.00,7220.00
12,0.70,10.48,8.32,18.96,14.16,14.58,8.32,18.96,9.56,19,19.0,2603.00,4085.00,6042.00,2679.00,5187.00,5662.00,3800.00,2945.00,2185.00,2926.00,5605.00,2983.00,5662.00,5434.00,2584.00,2831.00,2717.00,6118.00,3002.00
13,0.70,10.48,8.32,18.96,14.16,14.58,8.32,18.96,9.56,19,19.0,2831.00,2926.00,2736.00,2546.00,2850.00,2755.00,3762.00,5624.00,3344.00,3173.00,6688.00,2470.00,2679.00,2508.00,2603.00,4731.00,2508.00,2261.00,2489.00
14,0.71,10.48,8.32,0.66,0.64,0.64,8.32,0.66,9.56,20,20.0,820.00,3160.00,4180.00,3200.00,2860.00,5260.00,3000.00,2900.00,2980.00,2800.00,6580.00,2860.00,5700.00,2740.00,5960.00,6120.00,5200.00,4480.00,3020.00,3780.00
15,0.65,0.36,0.42,0.66,0.64,0.64,0.42,0.66,0.36,19,19.0,2869.00,2793.00,2907.00,2318.00,2793.00,6745.00,1995.00,4332.00,2926.00,2508.00,6460.00,2964.00,6213.00,2774.00,2717.00,6422.00,6897.00,5909.00,2318.00
16,0.69,0.36,0.42,0.66,0.64,0.64,0.42,0.66,0.36,19,19.0,5415.00,2185.00,5567.00,2793.00,6137.00,2793.00,5472.00,3002.00,6289.00,4845.00,2983.00,2394.00,2926.00,3040.00,2546.00,6574.00,5624.00,2755.00,2850.00
17,0.69,0.36,0.42,0.66,0.64,0.64,0.42,0.66,0.36,19,19.0,6099.00,2983.00,2717.00,3002.00,2356.00,5358.00,2888.00,2945.00,2641.00,2337.00,2793.00,4104.00,2869.00,2831.00,5738.00,5928.00,2527.00,2641.00,2679.00
18,0.68,0.36,0.42,0.66,0.64,0.64,0.42,0.66,0.36,19,19.0,2489.00,3990.00,2926.00,2698.00,2850.00,2679.00,5054.00,2508.00,6897.00,3002.00,2375.00,6517.00,2641.00,6650.00,5111.00,3458.00,5149.00,1596.00,3534.00
19,0.70,0.36,0.42,0.66,0.64,0.64,0.42,0.66,0.36,19,19.0,2888.00,3097.00,2907.00,4712.00,5149.00,2831.00,2565.00,2413.00,2489.00,6365.00,2242.00,2679.00,4294.00,5890.00,5130.00,2964.00,2812.00,1862.00,4560.00
20,0.67,0.36,0.42,0.66,0.64,0.64,0.42,0.66,0.36,19,19.0,5871.00,6270.00,2888.00,6194.00,2603.00,2869.00,2375.00,6308.00,3040.00,6479.00,2850.00,2622.00,2204.00,2071.00,2508.00,3192.00,2641.00,2679.00,6251.00
21,0.69,0.36,0.42,0.66,0.64,0.64,0.42,0.66,0.36,19,19.0,4275.00,6137.00,6061.00,2983.00,2698.00,5833.00,2147.00,2261.00,2489.00,2508.00,4959.00,5738.00,2584.00,5757.00,2850.00,2641.00,7011.00,6745.00,5415.00
22,0.65,0.36,0.42,0.66,0.64,0.64,0.42,0.66,0.36,19,19.0,2413.00,6175.00,4902.00,5453.00,2641.00,2546.00,5434.00,3002.00,2603.00,4313.00,2850.00,4541.00,2679.00,2907.00,2679.00,5776.00,4560.00,6023.00,6669.00
