1,0.47,1000000000.00,1000000000.00,1000000000.00,1000000000.00,1000000000.00,1000000000.00,1000000000.00,1000000000.00,20,20.0,2800.00,2920.00,5240.00,3220.00,2780.00,2680.00,5200.00,2240.00,1900.00,3120.00,2600.00,2980.00,5320.00,2960.00,3160.00,4060.00,5340.00,5000.00,2680.00,2920.00
2,0.51,1000000000.00,1000000000.00,1000000000.00,1000000000.00,1000000000.00,1000000000.00,1000000000.00,1000000000.00,20,20.0,5860.00,4480.00,1960.00,2940.00,4040.00,2680.00,6060.00,3160.00,5620.00,6080.00,2960.00,6820.00,3020.00,3020.00,2940.00,2900.00,2860.00,2980.00,2800.00,3740.00
3,0.05,1000000000.00,1000000000.00,12.47,11.10,14.46,1000000000.00,12.47,1000000000.00,19,21.0,3381.00,7602.00,2394.00,2898.00,861.00,3213.00,6090.00,3213.00,3150.00,2814.00,3150.00,3213.00,2814.00,3150.00,6489.00,6657.00,6573.00,2982.00,3066.00
4,0.05,1000000000.00,1000000000.00,12.47,11.10,14.46,1000000000.00,12.47,1000000000.00,19,21.0,6468.00,3255.00,5418.00,2961.00,3024.00,4326.00,6720.00,5334.00,3276.00,3066.00,5586.00,7434.00,5376.00,2961.00,966.00,3045.00,2730.00,3150.00,2751.00
5,0.05,1000000000.00,1000000000.00,12.47,11.10,14.46,1000000000.00,12.47,1000000000.00,19,21.0,3381.00,5292.00,3213.00,5607.00,3339.00,3150.00,2100.00,3465.00,3234.00,3045.00,1827.00,3318.00,3129.00,2268.00,6867.00,3297.00,6195.00,3108.00,3129.00
6,0.05,1000000000.00,1000000000.00,12.47,11.10,14.46,1000000000.00,12.47,1000000000.00,19,21.0,3108.00,3129.00,6510.00,2982.00,4767.00,3675.00,2877.00,3108.00,2541.00,2814.00,4116.00,3234.00,6930.00,6027.00,2877.00,3192.00,2226.00,2625.00,5502.00
7,0.05,1000000000.00,1000000000.00,12.47,11.10,14.46,1000000000.00,12.47,1000000000.00,19,21.0,3150.00,3276.00,3150.00,3024.00,3171.00,2184.00,5586.00,2940.00,2751.00,3276.00,2289.00,2730.00,6237.00,2205.00,6153.00,3045.00,2310.00,5397.00,7497.00
8,0.05,1000000000.00,1000000000.00,12.47,11.10,14.46,1000000000.00,12.47,1000000000.00,19,21.0,5208.00,6552.00,6006.00,3066.00,3276.00,2667.00,2520.00,3507.00,3276.00,2646.00,3108.00,3066.00,5460.00,3192.00,7350.00,3192.00,6783.00,3528.00,6615.00
9,0.05,1000000000.00,1000000000.00,12.47,11.10,14.46,1000000000.00,12.47,1000000000.00,19,21.0,6237.00,2331.00,2982.00,2814.00,2562.00,6300.00,2142.00,3255.00,2961.00,2919.00,3675.00,3486.00,6321.00,5586.00,7371.00,2667.00,7350.00,3003.00,5397.00
10,0.05,1000000000.00,1000000000.00,12.47,11.10,14.46,1000000000.00,12.47,1000000000.00,19,21.0,7119.00,6363.00,3045.00,2961.00,3234.00,3297.00,3003.00,5355.00,2856.00,3150.00,6510.00,2961.00,3150.00,7518.00,3192.00,2814.00,2982.00,2919.00,4935.00
11,0.05,1000000000.00,1000000000.00,12.47,11.10,14.46,1000000000.00,12.47,1000000000.00,19,21.0,6657.00,4935.00,1176.00,294.00,5733.00,3066.00,3192.00,2394.00,3087.00,3822.00,3255.00,2562.00,2877.00,3150.00,2562.00,6678.00,3486.00,2961.00,2772.00
12,0.05,1000000000.00,1000000000.00,12.47,11.10,14.46,1000000000.00,12.47,1000000000.00,19,21.0,2982.00,2877.00,3045.00,4410.00,3255.00,2688.00,5964.00,3066.00,3255.00,3360.00,3045.00,3066.00,6699.00,2919.00,7581.00,3171.00,3045.00,6930.00,3276.00
13,0.05,1000000000.00,1000000000.00,12.47,11.10,14.46,1000000000.00,12.47,1000000000.00,19,21.0,3234.00,5145.00,3150.00,6069.00,3129.00,3423.00,2751.00,2793.00,6510.00,4284.00,6300.00,5439.00,2961.00,2940.00,6069.00,3276.00,3045.00,2961.00,2709.00
