1,0.07,1000000000.00,1000000000.00,1000000000.00,1000000000.00,1000000000.00,1000000000.00,1000000000.00,1000000000.00,20,20.0,600.00,420.00,600.00,600.00,160.00,600.00,220.00,600.00,600.00,1380.00,560.00,600.00,400.00,560.00,600.00,560.00,1860.00,320.00,600.00,2200.00
2,0.18,1000000000.00,1000000000.00,1000000000.00,1000000000.00,1000000000.00,1000000000.00,1000000000.00,1000000000.00,20,20.0,2200.00,580.00,600.00,600.00,2360.00,1920.00,600.00,600.00,600.00,20.00,600.00,580.00,560.00,440.00,600.00,40.00,40.00,2400.00,600.00,440.00
3,0.25,1000000000.00,1000000000.00,0.27,0.37,0.31,1000000000.00,0.27,1000000000.00,21,21.0,21.00,1932.00,1911.00,42.00,42.00,630.00,630.00,1806.00,609.00,630.00,630.00,588.00,21.00,609.00,630.00,630.00,2478.00,84.00,609.00,630.00,630.00
4,0.32,1.63,1.17,0.27,0.37,0.31,1.17,0.27,1.31,22,22.0,22.00,66.00,616.00,638.00,660.00,154.00,660.00,2706.00,660.00,660.00,660.00,352.00,660.00,792.00,660.00,660.00,660.00,2090.00,2002.00,44.00,660.00,660.00
5,0.37,0.21,0.00,0.27,0.37,0.31,0.00,0.27,0.11,21,21.0,588.00,630.00,2436.00,630.00,546.00,315.00,630.00,630.00,630.00,630.00,378.00,21.00,1848.00,735.00,189.00,630.00,2058.00,630.00,735.00,630.00,504.00
6,0.45,0.21,0.00,3.73,4.62,1.63,0.00,3.73,0.11,20,20.0,880.00,600.00,600.00,60.00,2260.00,1660.00,540.00,2340.00,600.00,520.00,2540.00,2420.00,500.00,600.00,2020.00,460.00,260.00,2540.00,600.00,260.00
7,0.50,0.21,0.00,0.08,1.91,2.18,0.00,0.08,0.11,19,21.0,630.00,630.00,609.00,2331.00,630.00,441.00,630.00,630.00,630.00,2457.00,609.00,630.00,336.00,630.00,294.00,2604.00,273.00,2625.00,630.00
8,0.52,0.21,0.00,9.03,0.63,2.18,0.91,0.08,0.63,18,22.0,638.00,660.00,2156.00,1034.00,594.00,528.00,660.00,2420.00,726.00,660.00,638.00,660.00,660.00,44.00,374.00,770.00,660.00,110.00
9,0.54,0.64,0.01,9.65,6.69,6.54,6.26,0.24,6.69,17,23.0,690.00,207.00,690.00,690.00,460.00,667.00,690.00,690.00,2231.00,690.00,2829.00,138.00,529.00,690.00,2438.00,2553.00,23.00
10,0.56,0.64,0.01,0.65,0.07,6.54,0.16,0.24,0.07,16,22.0,660.00,594.00,660.00,396.00,528.00,22.00,660.00,330.00,572.00,660.00,22.00,88.00,616.00,1738.00,638.00,660.00
11,0.59,0.64,0.01,2.07,3.27,1.93,0.16,2.07,0.07,15,21.0,630.00,21.00,2457.00,2415.00,2562.00,630.00,609.00,630.00,147.00,630.00,2394.00,609.00,630.00,630.00,2688.00
12,0.59,0.64,0.01,0.19,2.82,0.08,0.16,0.19,0.07,14,22.0,176.00,660.00,2816.00,638.00,66.00,660.00,660.00,638.00,660.00,396.00,1892.00,660.00,660.00,660.00
13,0.62,0.64,0.01,0.19,2.82,0.08,0.16,0.19,0.07,14,22.0,660.00,638.00,616.00,660.00,154.00,2486.00,2684.00,748.00,638.00,2156.00,770.00,660.00,660.00,638.00
14,0.62,1.91,0.03,5.41,1.98,0.25,2.59,0.58,1.98,13,23.0,2829.00,276.00,2461.00,23.00,368.00,690.00,2714.00,667.00,2208.00,69.00,690.00,299.00,690.00
15,0.63,1.91,0.03,5.41,1.98,0.25,2.59,0.58,1.98,13,23.0,667.00,690.00,690.00,2208.00,414.00,529.00,690.00,690.00,690.00,138.00,644.00,2875.00,483.00
16,0.64,1.91,0.03,5.41,1.98,0.25,2.59,0.58,1.98,13,23.0,414.00,690.00,23.00,506.00,690.00,253.00,2622.00,690.00,690.00,2392.00,690.00,2185.00,690.00
17,0.66,1.91,0.03,1.11,0.72,0.25,0.86,0.58,0.72,12,24.0,696.00,168.00,2472.00,720.00,48.00,720.00,696.00,720.00,384.00,720.00,720.00,2952.00
18,0.65,1.91,0.03,1.67,1.85,0.25,1.48,0.58,1.85,11,25.0,750.00,700.00,2900.00,25.00,725.00,750.00,725.00,2950.00,500.00,2650.00,175.00
19,0.68,1.91,0.03,1.67,1.85,0.25,1.48,0.58,1.85,11,25.0,750.00,500.00,2500.00,2475.00,3075.00,750.00,750.00,25.00,725.00,3000.00,750.00
20,0.68,1.91,0.03,0.52,0.19,0.25,0.32,0.58,0.19,10,24.0,720.00,2784.00,792.00,312.00,720.00,96.00,720.00,720.00,696.00,720.00
21,0.68,1.91,0.03,0.52,0.19,0.25,0.32,0.58,0.19,10,24.0,528.00,2016.00,600.00,720.00,720.00,720.00,2784.00,720.00,720.00,312.00
22,0.70,1.91,0.03,0.52,0.19,0.25,0.32,0.58,0.19,10,24.0,720.00,696.00,696.00,720.00,696.00,2640.00,2856.00,720.00,696.00,720.00
23,0.69,5.73,0.09,1.48,5.89,4.31,0.97,1.48,0.56,9,25.0,250.00,675.00,750.00,650.00,75.00,650.00,3050.00,750.00,675.00
24,0.70,5.73,0.09,1.48,5.89,4.31,0.97,1.48,0.56,9,25.0,750.00,775.00,325.00,750.00,500.00,2250.00,75.00,175.00,3075.00
25,0.70,5.73,0.09,1.48,5.89,4.31,0.97,1.48,0.56,9,25.0,750.00,1700.00,50.00,100.00,750.00,725.00,750.00,850.00,25.00
26,0.71,5.73,0.09,1.48,5.89,4.31,0.97,1.48,0.56,9,25.0,725.00,750.00,2750.00,50.00,750.00,750.00,750.00,50.00,575.00
27,0.72,5.73,0.09,1.48,5.89,4.31,0.97,1.48,0.56,9,25.0,750.00,2975.00,750.00,325.00,3000.00,750.00,2175.00,750.00,750.00
28,0.71,5.73,0.09,0.30,0.35,4.31,0.56,1.48,0.35,8,26.0,572.00,52.00,2418.00,78.00,780.00,780.00,780.00,494.00
29,0.70,5.73,0.09,0.30,0.35,4.31,0.56,1.48,0.35,8,26.0,780.00,910.00,3042.00,780.00,4758.00,780.00,494.00,780.00
30,0.72,5.73,0.09,0.30,0.35,4.31,0.56,1.48,0.35,8,26.0,780.00,3198.00,780.00,780.00,2678.00,2756.00,780.00,780.00
31,0.72,5.73,0.09,0.30,0.35,4.31,0.56,1.48,0.35,8,26.0,780.00,2990.00,780.00,208.00,2626.00,78.00,2496.00,2860.00
32,0.73,5.73,0.09,0.30,0.35,4.31,0.56,1.48,0.35,8,26.0,780.00,520.00,780.00,780.00,3328.00,780.00,156.00,780.00
33,0.72,5.73,0.09,0.30,0.35,4.31,0.56,1.48,0.35,8,26.0,754.00,728.00,2886.00,702.00,2652.00,208.00,3172.00,780.00
34,0.72,5.73,0.09,0.30,0.35,4.31,0.56,1.48,0.35,8,26.0,780.00,780.00,52.00,780.00,884.00,598.00,780.00,3016.00
35,0.72,5.73,0.09,0.30,0.35,4.31,0.56,1.48,0.35,8,26.0,650.00,3276.00,780.00,702.00,702.00,780.00,780.00,754.00
36,0.72,5.73,0.09,0.30,0.35,4.31,0.56,1.48,0.35,8,26.0,442.00,2496.00,780.00,3068.00,780.00,520.00,780.00,754.00
37,0.72,5.73,0.09,0.30,0.35,4.31,0.56,1.48,0.35,8,26.0,2886.00,780.00,780.00,26.00,3302.00,910.00,910.00,780.00
38,0.74,5.73,0.09,0.30,0.35,4.31,0.56,1.48,0.35,8,26.0,2470.00,26.00,2548.00,780.00,702.00,130.00,780.00,780.00
39,0.74,17.20,0.28,16.13,6.38,12.94,5.20,4.44,6.38,7,27.0,810.00,810.00,2322.00,810.00,810.00,2079.00,945.00
40,0.73,17.20,0.28,16.13,6.38,12.94,5.20,4.44,6.38,7,27.0,783.00,810.00,729.00,810.00,243.00,810.00,810.00
41,0.75,17.20,0.28,16.13,6.38,12.94,5.20,4.44,6.38,7,27.0,810.00,810.00,810.00,3375.00,27.00,297.00,810.00
42,0.72,17.20,0.28,1.11,1.23,12.94,1.01,4.44,1.23,6,26.0,780.00,3042.00,780.00,52.00,624.00,780.00
43,0.75,17.20,0.28,1.11,1.23,12.94,1.01,4.44,1.23,6,26.0,3172.00,676.00,26.00,572.00,780.00,780.00
44,0.76,17.20,0.28,1.11,1.23,12.94,1.01,4.44,1.23,6,26.0,624.00,3068.00,780.00,3120.00,780.00,52.00
45,0.74,17.20,0.28,1.11,1.23,12.94,1.01,4.44,1.23,6,26.0,26.00,26.00,260.00,780.00,728.00,728.00
46,0.75,17.20,0.28,1.11,1.23,12.94,1.01,4.44,1.23,6,26.0,780.00,780.00,364.00,780.00,130.00,2886.00
47,0.76,17.20,0.28,1.11,1.23,12.94,1.01,4.44,1.23,6,26.0,26.00,780.00,104.00,780.00,754.00,3198.00
48,0.76,17.20,0.28,1.11,1.23,12.94,1.01,4.44,1.23,6,26.0,182.00,780.00,780.00,910.00,624.00,702.00
49,0.77,17.20,0.28,1.11,1.23,12.94,1.01,4.44,1.23,6,26.0,416.00,780.00,468.00,650.00,780.00,780.00
50,0.77,51.59,0.85,0.25,0.45,0.46,3.04,0.25,3.70,7,27.0,162.00,783.00,810.00,216.00,810.00,783.00,648.00
51,0.75,51.59,0.85,0.25,0.45,0.46,3.04,0.25,3.70,7,27.0,486.00,3402.00,1809.00,621.00,810.00,810.00,783.00
52,0.78,51.59,0.85,0.25,0.45,0.46,3.04,0.25,3.70,7,27.0,2673.00,324.00,648.00,810.00,3483.00,2673.00,783.00
53,0.79,51.59,0.85,0.25,0.45,0.46,3.04,0.25,3.70,7,27.0,810.00,459.00,810.00,810.00,810.00,3078.00,621.00
54,0.77,0.94,1.14,0.25,0.45,0.46,1.14,0.25,1.20,8,28.0,3388.00,812.00,840.00,224.00,140.00,840.00,840.00,28.00
55,0.77,0.94,1.14,0.25,0.45,0.46,1.14,0.25,1.20,8,28.0,336.00,840.00,840.00,840.00,840.00,2268.00,840.00,3192.00
56,0.79,0.94,1.14,0.25,0.45,0.46,1.14,0.25,1.20,8,28.0,840.00,812.00,812.00,280.00,784.00,700.00,812.00,840.00
57,0.78,0.94,1.14,0.25,0.45,0.46,1.14,0.25,1.20,8,28.0,700.00,84.00,840.00,280.00,840.00,504.00,196.00,812.00
58,0.77,0.94,1.14,0.25,0.45,0.46,1.14,0.25,1.20,8,28.0,252.00,812.00,56.00,812.00,840.00,840.00,840.00,3276.00
59,0.79,0.94,1.14,0.25,0.45,0.46,1.14,0.25,1.20,8,28.0,840.00,840.00,616.00,812.00,812.00,840.00,812.00,784.00
60,0.81,0.94,1.14,0.25,0.45,0.46,1.14,0.25,1.20,8,28.0,3192.00,700.00,3500.00,840.00,616.00,812.00,840.00,840.00
61,0.80,0.45,0.52,0.25,0.45,0.46,0.52,0.25,0.92,7,29.0,870.00,841.00,870.00,841.00,5220.00,870.00,870.00
62,0.79,0.45,0.52,0.25,0.45,0.46,0.52,0.25,0.92,7,29.0,435.00,841.00,841.00,1015.00,870.00,29.00,870.00
63,0.79,0.45,0.52,0.25,0.45,0.46,0.52,0.25,0.92,7,29.0,2929.00,870.00,203.00,116.00,3335.00,870.00,522.00
64,0.79,0.45,0.52,0.25,0.45,0.46,0.52,0.25,0.92,7,29.0,870.00,870.00,870.00,58.00,870.00,870.00,522.00
65,0.80,0.45,0.52,0.25,0.45,0.46,0.52,0.25,0.92,7,29.0,406.00,3625.00,870.00,870.00,580.00,870.00,812.00
66,0.80,0.45,0.52,0.25,0.45,0.46,0.52,0.25,0.92,7,29.0,841.00,203.00,870.00,870.00,841.00,870.00,174.00
67,0.80,0.45,0.52,0.25,0.45,0.46,0.52,0.25,0.92,7,29.0,2958.00,986.00,870.00,725.00,87.00,2726.00,870.00
68,0.81,0.45,0.52,0.25,0.45,0.46,0.52,0.25,0.92,7,29.0,667.00,870.00,841.00,841.00,3190.00,3712.00,638.00
69,0.81,0.45,0.52,0.25,0.45,0.46,0.52,0.25,0.92,7,29.0,580.00,870.00,870.00,2668.00,870.00,116.00,870.00
70,0.81,0.45,0.52,0.25,0.45,0.46,0.52,0.25,0.92,7,29.0,870.00,696.00,870.00,870.00,870.00,870.00,377.00
71,0.79,0.45,0.52,0.25,0.45,0.46,0.52,0.25,0.92,7,29.0,870.00,812.00,3219.00,696.00,145.00,812.00,29.00
72,0.81,0.45,0.52,0.25,0.45,0.46,0.52,0.25,0.92,7,29.0,232.00,870.00,841.00,174.00,3654.00,870.00,870.00
73,0.80,0.45,0.52,0.25,0.45,0.46,0.52,0.25,0.92,7,29.0,4843.00,696.00,1914.00,870.00,116.00,870.00,812.00
74,0.80,0.45,0.52,0.25,0.45,0.46,0.52,0.25,0.92,7,29.0,116.00,3567.00,145.00,435.00,754.00,841.00,841.00
75,0.80,0.45,0.52,0.25,0.45,0.46,0.52,0.25,0.92,7,29.0,2871.00,551.00,3538.00,870.00,58.00,870.00,870.00
76,0.81,0.45,0.52,0.25,0.45,0.46,0.52,0.25,0.92,7,29.0,551.00,870.00,841.00,696.00,3306.00,870.00,638.00
77,0.79,0.45,0.52,0.25,0.45,0.46,0.52,0.25,0.92,7,29.0,841.00,870.00,870.00,870.00,2784.00,870.00,2958.00
78,0.80,0.45,0.52,0.25,0.45,0.46,0.52,0.25,0.92,7,29.0,928.00,870.00,58.00,870.00,870.00,841.00,638.00
79,0.81,0.45,0.52,0.25,0.45,0.46,0.52,0.25,0.92,7,29.0,841.00,3422.00,3393.00,3509.00,3596.00,841.00,870.00
80,0.82,0.45,0.52,0.25,0.45,0.46,0.52,0.25,0.92,7,29.0,870.00,870.00,2958.00,870.00,2929.00,870.00,638.00
81,0.81,1.36,1.55,10.94,6.49,1.37,9.07,0.74,6.49,6,30.0,900.00,3720.00,900.00,3660.00,3780.00,750.00
82,0.82,1.36,1.55,10.94,6.49,1.37,9.07,0.74,6.49,6,30.0,870.00,900.00,900.00,210.00,840.00,840.00
83,0.82,1.36,1.55,10.94,6.49,1.37,9.07,0.74,6.49,6,30.0,810.00,900.00,4260.00,870.00,900.00,870.00
