1,0.14,1000000000.00,1000000000.00,1000000000.00,1000000000.00,1000000000.00,1000000000.00,1000000000.00,1000000000.00,20,20.0,600.00,600.00,600.00,2880.00,1860.00,540.00,2440.00,80.00,1600.00,240.00,1920.00,1740.00,580.00,2200.00,600.00,40.00,40.00,2180.00,100.00,600.00
2,0.20,1000000000.00,1000000000.00,1000000000.00,1000000000.00,1000000000.00,1000000000.00,1000000000.00,1000000000.00,20,20.0,600.00,600.00,20.00,580.00,480.00,160.00,580.00,220.00,600.00,600.00,1320.00,600.00,600.00,2280.00,100.00,600.00,220.00,600.00,600.00,600.00
3,0.27,1000000000.00,1000000000.00,0.57,1.81,1.22,1000000000.00,0.57,1000000000.00,19,19.0,570.00,2356.00,342.00,570.00,1900.00,551.00,114.00,266.00,133.00,551.00,570.00,570.00,570.00,570.00,95.00,570.00,570.00,38.00,2375.00
4,0.34,1000000000.00,1000000000.00,0.57,0.50,0.46,1000000000.00,0.57,1000000000.00,18,18.0,36.00,18.00,540.00,504.00,540.00,432.00,2232.00,522.00,360.00,144.00,540.00,504.00,540.00,540.00,450.00,540.00,540.00,540.00
5,0.32,1000000000.00,1000000000.00,1.08,0.10,0.16,1000000000.00,1.08,1000000000.00,17,17.0,510.00,187.00,595.00,510.00,17.00,510.00,374.00,493.00,510.00,170.00,17.00,2040.00,510.00,510.00,255.00,510.00,510.00
6,0.43,1000000000.00,1000000000.00,1.08,0.10,0.16,1000000000.00,1.08,1000000000.00,17,17.0,408.00,493.00,510.00,510.00,34.00,493.00,510.00,17.00,1938.00,510.00,527.00,510.00,1496.00,510.00,1564.00,510.00,1632.00
7,0.46,1000000000.00,1000000000.00,1.74,9.50,6.69,1000000000.00,1.74,1000000000.00,16,16.0,480.00,128.00,480.00,480.00,480.00,1776.00,1328.00,480.00,448.00,560.00,464.00,1456.00,480.00,464.00,464.00,528.00
8,0.51,1000000000.00,1000000000.00,0.97,0.84,0.73,1000000000.00,0.97,1000000000.00,15,15.0,195.00,435.00,30.00,1440.00,15.00,450.00,450.00,435.00,450.00,1770.00,450.00,435.00,450.00,255.00,1950.00
9,0.50,1000000000.00,1000000000.00,1.34,1.56,1.28,1000000000.00,1.34,1000000000.00,14,14.0,406.00,420.00,420.00,14.00,420.00,14.00,406.00,364.00,294.00,364.00,364.00,420.00,322.00,70.00
10,0.52,1000000000.00,1000000000.00,1.34,1.56,1.28,1000000000.00,1.34,1000000000.00,14,14.0,420.00,28.00,420.00,28.00,14.00,616.00,420.00,420.00,420.00,420.00,406.00,420.00,84.00,1386.00
11,0.54,1000000000.00,1000000000.00,1.34,1.56,1.28,1000000000.00,1.34,1000000000.00,14,14.0,308.00,406.00,28.00,252.00,1526.00,546.00,420.00,1288.00,322.00,420.00,420.00,420.00,420.00,490.00
12,0.55,1000000000.00,1000000000.00,3.44,7.29,6.54,1000000000.00,3.44,1000000000.00,13,13.0,390.00,1378.00,884.00,273.00,1196.00,13.00,390.00,390.00,390.00,390.00,390.00,390.00,390.00
13,0.55,1000000000.00,1000000000.00,0.04,0.32,0.00,1000000000.00,0.04,1000000000.00,12,12.0,360.00,276.00,264.00,324.00,192.00,360.00,12.00,360.00,348.00,360.00,60.00,360.00
14,0.58,1000000000.00,1000000000.00,0.04,0.32,0.00,1000000000.00,0.04,1000000000.00,12,12.0,72.00,348.00,360.00,324.00,360.00,156.00,1404.00,336.00,3000.00,360.00,240.00,1452.00
15,0.61,1000000000.00,1000000000.00,6.24,0.37,63.02,1000000000.00,6.24,1000000000.00,11,11.0,330.00,1276.00,330.00,330.00,319.00,176.00,330.00,297.00,1375.00,1067.00,330.00
16,0.61,1000000000.00,1000000000.00,2.74,4.92,5.39,1000000000.00,2.74,1000000000.00,10,10.0,300.00,1240.00,330.00,1010.00,1850.00,10.00,290.00,300.00,40.00,760.00
17,0.64,1000000000.00,1000000000.00,2.74,4.92,5.39,1000000000.00,2.74,1000000000.00,10,10.0,300.00,1220.00,300.00,300.00,300.00,300.00,170.00,300.00,280.00,1020.00
18,0.62,1000000000.00,1000000000.00,0.95,0.84,0.96,1000000000.00,0.95,1000000000.00,9,9.0,954.00,9.00,45.00,1098.00,9.00,189.00,990.00,243.00,54.00
19,0.61,1000000000.00,1000000000.00,0.95,0.84,0.96,1000000000.00,0.95,1000000000.00,9,9.0,270.00,63.00,180.00,216.00,270.00,234.00,279.00,954.00,1062.00
20,0.63,1000000000.00,1000000000.00,0.95,0.84,0.96,1000000000.00,0.95,1000000000.00,9,9.0,18.00,693.00,216.00,9.00,270.00,1035.00,135.00,261.00,243.00
21,0.67,1000000000.00,1000000000.00,0.95,0.84,0.96,1000000000.00,0.95,1000000000.00,9,9.0,999.00,864.00,1125.00,261.00,891.00,243.00,1098.00,270.00,270.00
22,0.66,1000000000.00,1000000000.00,0.27,0.61,0.13,1000000000.00,0.27,1000000000.00,8,8.0,784.00,240.00,240.00,648.00,232.00,240.00,1016.00,240.00
23,0.69,1000000000.00,1000000000.00,0.27,0.61,0.13,1000000000.00,0.27,1000000000.00,8,8.0,240.00,240.00,240.00,112.00,240.00,240.00,232.00,760.00
24,0.68,1000000000.00,1000000000.00,3.60,1.54,5.56,1000000000.00,3.60,1000000000.00,7,7.0,203.00,14.00,133.00,168.00,210.00,210.00,210.00
25,0.69,1000000000.00,1000000000.00,3.60,1.54,5.56,1000000000.00,3.60,1000000000.00,7,7.0,189.00,210.00,854.00,210.00,203.00,210.00,21.00
26,0.62,1000000000.00,1000000000.00,3.60,1.54,5.56,1000000000.00,3.60,1000000000.00,7,7.0,210.00,210.00,1582.00,833.00,210.00,70.00,210.00
27,0.68,1000000000.00,1000000000.00,3.60,1.54,5.56,1000000000.00,3.60,1000000000.00,7,7.0,210.00,154.00,210.00,210.00,896.00,210.00,700.00
28,0.69,1000000000.00,1000000000.00,3.60,1.54,5.56,1000000000.00,3.60,1000000000.00,7,7.0,56.00,658.00,245.00,210.00,651.00,210.00,672.00
29,0.69,1000000000.00,1000000000.00,3.60,1.54,5.56,1000000000.00,3.60,1000000000.00,7,7.0,7.00,210.00,98.00,210.00,210.00,210.00,210.00
30,0.70,1000000000.00,1000000000.00,3.60,1.54,5.56,1000000000.00,3.60,1000000000.00,7,7.0,210.00,210.00,749.00,203.00,42.00,840.00,98.00
31,0.70,1000000000.00,1000000000.00,3.60,1.54,5.56,1000000000.00,3.60,1000000000.00,7,7.0,203.00,7.00,210.00,210.00,210.00,875.00,210.00
32,0.69,1000000000.00,1000000000.00,3.60,1.54,5.56,1000000000.00,3.60,1000000000.00,7,7.0,56.00,784.00,182.00,210.00,210.00,210.00,1652.00
33,0.69,1000000000.00,1000000000.00,3.60,1.54,5.56,1000000000.00,3.60,1000000000.00,7,7.0,210.00,168.00,210.00,14.00,203.00,84.00,161.00
34,0.69,1000000000.00,1000000000.00,3.60,1.54,5.56,1000000000.00,3.60,1000000000.00,7,7.0,693.00,203.00,182.00,56.00,126.00,210.00,1274.00
35,0.72,1000000000.00,1000000000.00,3.60,1.54,5.56,1000000000.00,3.60,1000000000.00,7,7.0,210.00,91.00,210.00,210.00,910.00,210.00,196.00
36,0.71,1000000000.00,1000000000.00,2.35,4.28,4.05,1000000000.00,2.35,1000000000.00,6,6.0,180.00,660.00,726.00,180.00,180.00,180.00
37,0.73,1000000000.00,1000000000.00,2.35,4.28,4.05,1000000000.00,2.35,1000000000.00,6,6.0,180.00,180.00,180.00,714.00,768.00,180.00
38,0.73,1000000000.00,1000000000.00,2.35,4.28,4.05,1000000000.00,2.35,1000000000.00,6,6.0,180.00,678.00,162.00,180.00,696.00,678.00
39,0.70,1000000000.00,1000000000.00,2.35,4.28,4.05,1000000000.00,2.35,1000000000.00,6,6.0,708.00,180.00,162.00,102.00,180.00,18.00
40,0.74,1000000000.00,1000000000.00,2.35,4.28,4.05,1000000000.00,2.35,1000000000.00,6,6.0,180.00,66.00,180.00,114.00,180.00,180.00
41,0.68,1000000000.00,1000000000.00,0.54,0.49,0.60,1000000000.00,0.54,1000000000.00,5,5.0,120.00,5.00,550.00,475.00,15.00
42,0.71,1000000000.00,1000000000.00,0.54,0.49,0.60,1000000000.00,0.54,1000000000.00,5,5.0,555.00,590.00,145.00,95.00,150.00
43,0.72,1000000000.00,1000000000.00,0.54,0.49,0.60,1000000000.00,0.54,1000000000.00,5,5.0,145.00,150.00,45.00,150.00,150.00
44,0.74,1000000000.00,1000000000.00,0.54,0.49,0.60,1000000000.00,0.54,1000000000.00,5,5.0,415.00,150.00,145.00,150.00,150.00
45,0.75,1000000000.00,1000000000.00,0.54,0.49,0.60,1000000000.00,0.54,1000000000.00,5,5.0,150.00,150.00,150.00,100.00,150.00
46,0.74,1000000000.00,1000000000.00,0.56,0.06,0.34,1000000000.00,0.56,1000000000.00,4,4.0,116.00,120.00,120.00,120.00
47,0.73,1000000000.00,1000000000.00,0.56,0.06,0.34,1000000000.00,0.56,1000000000.00,4,4.0,120.00,24.00,120.00,512.00
48,0.73,1000000000.00,1000000000.00,0.56,0.06,0.34,1000000000.00,0.56,1000000000.00,4,4.0,116.00,120.00,120.00,120.00
49,0.75,1000000000.00,1000000000.00,0.56,0.06,0.34,1000000000.00,0.56,1000000000.00,4,4.0,120.00,120.00,120.00,140.00
50,0.76,1000000000.00,1000000000.00,0.56,0.06,0.34,1000000000.00,0.56,1000000000.00,4,4.0,508.00,496.00,20.00,388.00
51,0.74,1000000000.00,1000000000.00,0.56,0.06,0.34,1000000000.00,0.56,1000000000.00,4,4.0,364.00,120.00,120.00,120.00
52,0.75,1000000000.00,1000000000.00,0.56,0.06,0.34,1000000000.00,0.56,1000000000.00,4,4.0,28.00,120.00,68.00,116.00
53,0.75,1000000000.00,1000000000.00,0.56,0.06,0.34,1000000000.00,0.56,1000000000.00,4,4.0,372.00,120.00,476.00,120.00
54,0.75,1000000000.00,1000000000.00,0.56,0.06,0.34,1000000000.00,0.56,1000000000.00,4,4.0,120.00,12.00,120.00,108.00
55,0.76,1000000000.00,1000000000.00,0.56,0.06,0.34,1000000000.00,0.56,1000000000.00,4,4.0,120.00,120.00,472.00,132.00
56,0.78,1000000000.00,1000000000.00,0.56,0.06,0.34,1000000000.00,0.56,1000000000.00,4,4.0,120.00,120.00,120.00,32.00
57,0.76,1000000000.00,1000000000.00,0.13,3.04,0.11,1000000000.00,0.13,1000000000.00,3,3.0,63.00,27.00,90.00
58,0.75,1000000000.00,1000000000.00,0.13,3.04,0.11,1000000000.00,0.13,1000000000.00,3,3.0,90.00,54.00,90.00
59,0.76,1000000000.00,1000000000.00,0.13,3.04,0.11,1000000000.00,0.13,1000000000.00,3,3.0,63.00,276.00,90.00
60,0.77,1000000000.00,1000000000.00,0.13,3.04,0.11,1000000000.00,0.13,1000000000.00,3,3.0,90.00,90.00,90.00
61,0.76,1000000000.00,1000000000.00,0.13,3.04,0.11,1000000000.00,0.13,1000000000.00,3,3.0,90.00,90.00,87.00
62,0.75,1000000000.00,1000000000.00,0.13,3.04,0.11,1000000000.00,0.13,1000000000.00,3,3.0,54.00,90.00,90.00
63,0.76,1000000000.00,1000000000.00,0.13,3.04,0.11,1000000000.00,0.13,1000000000.00,3,3.0,24.00,90.00,90.00
64,0.73,1000000000.00,1000000000.00,0.13,3.04,0.11,1000000000.00,0.13,1000000000.00,3,3.0,87.00,288.00,66.00
65,0.75,1000000000.00,1000000000.00,0.13,3.04,0.11,1000000000.00,0.13,1000000000.00,3,3.0,90.00,78.00,72.00
66,0.72,1000000000.00,1000000000.00,0.13,3.04,0.11,1000000000.00,0.13,1000000000.00,3,3.0,90.00,3.00,300.00
67,0.73,1000000000.00,1000000000.00,0.13,3.04,0.11,1000000000.00,0.13,1000000000.00,3,3.0,249.00,21.00,366.00
68,0.75,1000000000.00,1000000000.00,0.13,3.04,0.11,1000000000.00,0.13,1000000000.00,3,3.0,90.00,90.00,90.00
69,0.76,1000000000.00,1000000000.00,0.13,3.04,0.11,1000000000.00,0.13,1000000000.00,3,3.0,288.00,90.00,288.00
70,0.74,1000000000.00,1000000000.00,0.13,3.04,0.11,1000000000.00,0.13,1000000000.00,3,3.0,66.00,90.00,90.00
71,0.72,1000000000.00,1000000000.00,0.13,3.04,0.11,1000000000.00,0.13,1000000000.00,3,3.0,66.00,90.00,369.00
72,0.73,1000000000.00,1000000000.00,0.13,3.04,0.11,1000000000.00,0.13,1000000000.00,3,3.0,87.00,90.00,39.00
73,0.75,1000000000.00,1000000000.00,0.13,3.04,0.11,1000000000.00,0.13,1000000000.00,3,3.0,366.00,48.00,249.00
74,0.76,1000000000.00,1000000000.00,0.13,3.04,0.11,1000000000.00,0.13,1000000000.00,3,3.0,90.00,90.00,276.00
75,0.70,1000000000.00,1000000000.00,0.13,3.04,0.11,1000000000.00,0.13,1000000000.00,3,3.0,84.00,63.00,279.00
76,0.73,1000000000.00,1000000000.00,0.13,3.04,0.11,1000000000.00,0.13,1000000000.00,3,3.0,90.00,90.00,90.00
77,0.75,1000000000.00,1000000000.00,0.13,3.04,0.11,1000000000.00,0.13,1000000000.00,3,3.0,18.00,90.00,300.00
78,0.74,1000000000.00,1000000000.00,0.13,3.04,0.11,1000000000.00,0.13,1000000000.00,3,3.0,54.00,90.00,351.00
79,0.76,1000000000.00,1000000000.00,0.13,3.04,0.11,1000000000.00,0.13,1000000000.00,3,3.0,90.00,90.00,12.00
80,0.71,1000000000.00,1000000000.00,0.13,3.04,0.11,1000000000.00,0.13,1000000000.00,3,3.0,69.00,18.00,546.00
81,0.74,1000000000.00,1000000000.00,0.13,3.04,0.11,1000000000.00,0.13,1000000000.00,3,3.0,90.00,90.00,90.00
82,0.73,1000000000.00,1000000000.00,0.13,3.04,0.11,1000000000.00,0.13,1000000000.00,3,3.0,90.00,90.00,90.00
83,0.74,1000000000.00,1000000000.00,0.13,3.04,0.11,1000000000.00,0.13,1000000000.00,3,3.0,90.00,78.00,78.00
84,0.76,1000000000.00,1000000000.00,0.13,3.04,0.11,1000000000.00,0.13,1000000000.00,3,3.0,54.00,63.00,90.00
85,0.76,1000000000.00,1000000000.00,0.13,3.04,0.11,1000000000.00,0.13,1000000000.00,3,3.0,72.00,90.00,90.00
86,0.75,1000000000.00,1000000000.00,0.13,3.04,0.11,1000000000.00,0.13,1000000000.00,3,3.0,90.00,15.00,363.00
87,0.72,1000000000.00,1000000000.00,0.13,3.04,0.11,1000000000.00,0.13,1000000000.00,3,3.0,90.00,270.00,90.00
88,0.74,1000000000.00,1000000000.00,0.13,3.04,0.11,1000000000.00,0.13,1000000000.00,3,3.0,90.00,87.00,18.00
89,0.77,1000000000.00,1000000000.00,0.13,3.04,0.11,1000000000.00,0.13,1000000000.00,3,3.0,90.00,90.00,291.00
90,0.65,1000000000.00,1000000000.00,0.13,3.04,0.11,1000000000.00,0.13,1000000000.00,3,3.0,84.00,99.00,3.00
91,0.73,1000000000.00,1000000000.00,0.13,3.04,0.11,1000000000.00,0.13,1000000000.00,3,3.0,12.00,90.00,90.00
92,0.74,1000000000.00,1000000000.00,0.13,3.04,0.11,1000000000.00,0.13,1000000000.00,3,3.0,90.00,75.00,78.00
93,0.72,1000000000.00,1000000000.00,0.13,3.04,0.11,1000000000.00,0.13,1000000000.00,3,3.0,90.00,66.00,3.00
94,0.72,1000000000.00,1000000000.00,0.13,3.04,0.11,1000000000.00,0.13,1000000000.00,3,3.0,351.00,105.00,3.00
95,0.74,1000000000.00,1000000000.00,0.13,3.04,0.11,1000000000.00,0.13,1000000000.00,3,3.0,90.00,90.00,345.00
96,0.77,1000000000.00,1000000000.00,0.13,3.04,0.11,1000000000.00,0.13,1000000000.00,3,3.0,90.00,87.00,90.00
97,0.77,1000000000.00,1000000000.00,0.13,3.04,0.11,1000000000.00,0.13,1000000000.00,3,3.0,90.00,90.00,84.00
98,0.76,1000000000.00,1000000000.00,0.13,3.04,0.11,1000000000.00,0.13,1000000000.00,3,3.0,9.00,87.00,69.00
99,0.76,1000000000.00,1000000000.00,0.13,3.04,0.11,1000000000.00,0.13,1000000000.00,3,3.0,342.00,90.00,27.00
100,0.74,1000000000.00,1000000000.00,0.13,3.04,0.11,1000000000.00,0.13,1000000000.00,3,3.0,87.00,324.00,87.00
101,0.74,1000000000.00,1000000000.00,0.13,3.04,0.11,1000000000.00,0.13,1000000000.00,3,3.0,27.00,132.00,39.00
102,0.72,1000000000.00,1000000000.00,0.13,3.04,0.11,1000000000.00,0.13,1000000000.00,3,3.0,27.00,90.00,105.00
103,0.74,1000000000.00,1000000000.00,0.13,3.04,0.11,1000000000.00,0.13,1000000000.00,3,3.0,48.00,333.00,81.00
104,0.75,1000000000.00,1000000000.00,0.13,3.04,0.11,1000000000.00,0.13,1000000000.00,3,3.0,63.00,372.00,90.00
105,0.77,1000000000.00,1000000000.00,0.13,3.04,0.11,1000000000.00,0.13,1000000000.00,3,3.0,87.00,90.00,84.00
106,0.69,1000000000.00,1000000000.00,0.13,3.04,0.11,1000000000.00,0.13,1000000000.00,3,3.0,330.00,3.00,33.00
107,0.74,1000000000.00,1000000000.00,0.13,3.04,0.11,1000000000.00,0.13,1000000000.00,3,3.0,555.00,297.00,90.00
108,0.75,1000000000.00,1000000000.00,0.13,3.04,0.11,1000000000.00,0.13,1000000000.00,3,3.0,42.00,87.00,87.00
109,0.76,1000000000.00,1000000000.00,0.13,3.04,0.11,1000000000.00,0.13,1000000000.00,3,3.0,6.00,87.00,87.00
110,0.74,1000000000.00,1000000000.00,0.13,3.04,0.11,1000000000.00,0.13,1000000000.00,3,3.0,90.00,90.00,3.00
111,0.69,1000000000.00,1000000000.00,0.13,3.04,0.11,1000000000.00,0.13,1000000000.00,3,3.0,9.00,87.00,78.00
112,0.73,1000000000.00,1000000000.00,0.13,3.04,0.11,1000000000.00,0.13,1000000000.00,3,3.0,90.00,90.00,24.00
113,0.77,1000000000.00,1000000000.00,0.13,3.04,0.11,1000000000.00,0.13,1000000000.00,3,3.0,84.00,48.00,84.00
114,0.68,1000000000.00,1000000000.00,0.13,3.04,0.11,1000000000.00,0.13,1000000000.00,3,3.0,615.00,63.00,42.00
115,0.72,1000000000.00,1000000000.00,0.13,3.04,0.11,1000000000.00,0.13,1000000000.00,3,3.0,294.00,90.00,90.00
116,0.75,1000000000.00,1000000000.00,0.13,3.04,0.11,1000000000.00,0.13,1000000000.00,3,3.0,90.00,69.00,90.00
117,0.76,1000000000.00,1000000000.00,0.13,3.04,0.11,1000000000.00,0.13,1000000000.00,3,3.0,90.00,90.00,90.00
118,0.74,1000000000.00,1000000000.00,0.13,3.04,0.11,1000000000.00,0.13,1000000000.00,3,3.0,90.00,48.00,12.00
119,0.73,1000000000.00,1000000000.00,0.13,3.04,0.11,1000000000.00,0.13,1000000000.00,3,3.0,81.00,81.00,300.00
120,0.76,1000000000.00,1000000000.00,0.13,3.04,0.11,1000000000.00,0.13,1000000000.00,3,3.0,90.00,90.00,75.00
121,0.76,1000000000.00,1000000000.00,0.13,3.04,0.11,1000000000.00,0.13,1000000000.00,3,3.0,51.00,90.00,90.00
122,0.74,1000000000.00,1000000000.00,0.13,3.04,0.11,1000000000.00,0.13,1000000000.00,3,3.0,72.00,90.00,87.00
123,0.74,1000000000.00,1000000000.00,0.13,3.04,0.11,1000000000.00,0.13,1000000000.00,3,3.0,87.00,6.00,90.00
124,0.76,1000000000.00,1000000000.00,0.13,3.04,0.11,1000000000.00,0.13,1000000000.00,3,3.0,90.00,6.00,90.00
125,0.77,1000000000.00,1000000000.00,0.13,3.04,0.11,1000000000.00,0.13,1000000000.00,3,3.0,90.00,39.00,483.00
126,0.77,1000000000.00,1000000000.00,0.13,3.04,0.11,1000000000.00,0.13,1000000000.00,3,3.0,3.00,90.00,90.00
127,0.79,1000000000.00,1000000000.00,0.13,3.04,0.11,1000000000.00,0.13,1000000000.00,3,3.0,12.00,90.00,90.00
128,0.79,1000000000.00,1000000000.00,68.87,86.93,174.88,1000000000.00,68.87,1000000000.00,2,2.0,60.00,60.00
129,0.79,1000000000.00,1000000000.00,68.87,86.93,174.88,1000000000.00,68.87,1000000000.00,2,2.0,226.00,244.00
130,0.73,1000000000.00,1000000000.00,68.87,86.93,174.88,1000000000.00,68.87,1000000000.00,2,2.0,28.00,8.00
131,0.70,1000000000.00,1000000000.00,68.87,86.93,174.88,1000000000.00,68.87,1000000000.00,2,2.0,38.00,216.00
132,0.75,1000000000.00,1000000000.00,68.87,86.93,174.88,1000000000.00,68.87,1000000000.00,2,2.0,60.00,60.00
