1,0.02,1000000000.00,1000000000.00,1000000000.00,1000000000.00,1000000000.00,1000000000.00,1000000000.00,1000000000.00,20,20.0,5400.00,3240.00,2760.00,6840.00,2860.00,3120.00,5200.00,2520.00,2740.00,2680.00,6160.00,2940.00,2460.00,6220.00,3000.00,5400.00,3100.00,6220.00,6380.00,4140.00
2,0.05,1000000000.00,1000000000.00,1000000000.00,1000000000.00,1000000000.00,1000000000.00,1000000000.00,1000000000.00,20,20.0,2860.00,3060.00,3040.00,2640.00,4920.00,6060.00,2620.00,7020.00,3220.00,5500.00,5140.00,5900.00,2440.00,6620.00,5320.00,2960.00,2980.00,2420.00,1700.00,2280.00
3,0.05,1000000000.00,1000000000.00,0.53,0.51,0.49,1000000000.00,0.53,1000000000.00,21,21.0,3171.00,3612.00,6552.00,6090.00,2079.00,6237.00,4788.00,7308.00,3129.00,2814.00,5817.00,2961.00,3171.00,2940.00,4641.00,6321.00,2814.00,3213.00,3108.00,3192.00,6930.00
4,0.05,1000000000.00,1000000000.00,0.53,0.51,0.49,1000000000.00,0.53,1000000000.00,21,21.0,4242.00,5922.00,4662.00,4977.00,4011.00,2478.00,2919.00,3024.00,2709.00,1911.00,2982.00,4578.00,3150.00,3024.00,3213.00,3045.00,3171.00,3150.00,3087.00,5964.00,2898.00
5,0.05,1000000000.00,1000000000.00,0.53,0.51,0.49,1000000000.00,0.53,1000000000.00,21,21.0,8505.00,4347.00,2583.00,2772.00,3276.00,5145.00,3066.00,3150.00,2940.00,2898.00,7854.00,2667.00,5082.00,6195.00,1743.00,3045.00,6825.00,2100.00,5775.00,5355.00,3003.00
6,0.06,1000000000.00,1000000000.00,0.53,0.51,0.49,1000000000.00,0.53,1000000000.00,21,21.0,2793.00,2919.00,3318.00,6405.00,7014.00,1953.00,3192.00,3129.00,4977.00,2478.00,2877.00,2835.00,3066.00,3213.00,3780.00,6090.00,5691.00,3129.00,2079.00,3297.00,6741.00
7,0.05,1000000000.00,1000000000.00,0.53,0.51,0.49,1000000000.00,0.53,1000000000.00,21,21.0,3696.00,2814.00,2730.00,2835.00,3318.00,3297.00,3318.00,3024.00,4599.00,4515.00,5817.00,2961.00,5901.00,6741.00,3003.00,2793.00,4158.00,2457.00,6426.00,6510.00,3276.00
8,0.05,1000000000.00,1000000000.00,0.53,0.51,0.49,1000000000.00,0.53,1000000000.00,21,21.0,5838.00,2373.00,3150.00,6111.00,3276.00,3150.00,3150.00,3213.00,3255.00,3108.00,3171.00,3045.00,3192.00,5775.00,6111.00,3129.00,2415.00,2961.00,1827.00,2793.00,7077.00
9,0.05,1000000000.00,1000000000.00,0.53,0.51,0.49,1000000000.00,0.53,1000000000.00,21,21.0,2625.00,4347.00,6237.00,3150.00,5355.00,3150.00,3066.00,2919.00,5838.00,3045.00,6930.00,2520.00,3276.00,3003.00,5586.00,2877.00,2898.00,3171.00,3066.00,5376.00,2625.00
10,0.05,1000000000.00,1000000000.00,0.53,0.51,0.49,1000000000.00,0.53,1000000000.00,21,21.0,2898.00,3591.00,3150.00,2688.00,5292.00,5691.00,3192.00,2583.00,2982.00,2961.00,6909.00,2394.00,4704.00,3129.00,3255.00,2667.00,2814.00,3129.00,5964.00,6216.00,4893.00
11,0.05,1000000000.00,1000000000.00,0.53,0.51,0.49,1000000000.00,0.53,1000000000.00,21,21.0,4788.00,5985.00,6594.00,3108.00,2205.00,3213.00,2919.00,6048.00,3003.00,4536.00,3108.00,2940.00,2877.00,6951.00,3108.00,7665.00,3066.00,5754.00,4557.00,3024.00,6531.00
12,0.05,1000000000.00,1000000000.00,0.53,0.51,0.49,1000000000.00,0.53,1000000000.00,21,21.0,2919.00,2982.00,2898.00,2793.00,3087.00,6930.00,6678.00,2793.00,2772.00,3171.00,5838.00,4704.00,3129.00,3108.00,4515.00,6531.00,3129.00,2667.00,2793.00,5439.00,3381.00
13,0.05,1000000000.00,1000000000.00,0.53,0.51,0.49,1000000000.00,0.53,1000000000.00,21,21.0,6846.00,6027.00,3276.00,3003.00,2940.00,2667.00,3087.00,6153.00,3255.00,2856.00,2919.00,2730.00,7224.00,3486.00,3087.00,2688.00,2982.00,2961.00,3234.00,2919.00,3150.00
14,0.05,1000000000.00,1000000000.00,0.53,0.51,0.49,1000000000.00,0.53,1000000000.00,21,21.0,3213.00,2730.00,3129.00,3255.00,2646.00,3003.00,2562.00,3360.00,3066.00,2100.00,3003.00,2919.00,3150.00,5187.00,6657.00,2919.00,3129.00,3129.00,2688.00,3045.00,4683.00
15,0.05,1000000000.00,1000000000.00,0.53,0.51,0.49,1000000000.00,0.53,1000000000.00,21,21.0,1743.00,3927.00,2919.00,4851.00,6342.00,4410.00,2415.00,3087.00,7392.00,3213.00,3192.00,2814.00,6216.00,4977.00,7665.00,4977.00,3234.00,6720.00,4242.00,3108.00,6363.00
16,0.05,1000000000.00,1000000000.00,0.53,0.51,0.49,1000000000.00,0.53,1000000000.00,21,21.0,4158.00,2961.00,3108.00,4998.00,3129.00,3003.00,5355.00,3276.00,3150.00,2625.00,1932.00,3192.00,6006.00,3087.00,4809.00,7686.00,3150.00,2226.00,5439.00,3129.00,7245.00
17,0.05,1000000000.00,1000000000.00,0.53,0.51,0.49,1000000000.00,0.53,1000000000.00,21,21.0,6090.00,2814.00,3024.00,2982.00,3045.00,3045.00,3045.00,2730.00,2352.00,3213.00,3129.00,2961.00,3066.00,2919.00,3213.00,2625.00,1890.00,5691.00,3066.00,6153.00,3381.00
18,0.05,1000000000.00,1000000000.00,0.53,0.51,0.49,1000000000.00,0.53,1000000000.00,21,21.0,6111.00,2625.00,5334.00,2919.00,2142.00,2856.00,3423.00,1953.00,5796.00,2982.00,6069.00,5187.00,2730.00,5460.00,3213.00,3234.00,6342.00,3150.00,3318.00,7119.00,3171.00
19,0.05,1000000000.00,1000000000.00,0.53,0.51,0.49,1000000000.00,0.53,1000000000.00,21,21.0,3003.00,4032.00,1533.00,5985.00,3276.00,3255.00,2877.00,3129.00,3213.00,6531.00,5481.00,2814.00,3066.00,3297.00,6804.00,3024.00,3045.00,5460.00,5733.00,7224.00,3087.00
20,0.05,1000000000.00,1000000000.00,0.53,0.51,0.49,1000000000.00,0.53,1000000000.00,21,21.0,3255.00,6636.00,3297.00,2793.00,2982.00,1995.00,2982.00,4326.00,735.00,3108.00,4284.00,3066.00,5397.00,5985.00,3318.00,2982.00,3087.00,3129.00,7350.00,4347.00,3339.00
21,0.05,1000000000.00,1000000000.00,0.53,0.51,0.49,1000000000.00,0.53,1000000000.00,21,21.0,2772.00,3234.00,7434.00,2226.00,4641.00,4578.00,3696.00,3150.00,2436.00,1743.00,6846.00,2667.00,6405.00,2793.00,3045.00,6153.00,3276.00,5124.00,4557.00,5187.00,5082.00
22,0.05,1000000000.00,1000000000.00,0.53,0.51,0.49,1000000000.00,0.53,1000000000.00,21,21.0,4977.00,2667.00,2898.00,3024.00,714.00,3297.00,2793.00,2772.00,5523.00,4977.00,6216.00,3339.00,7434.00,3150.00,4893.00,6594.00,5775.00,2856.00,3045.00,3528.00,6279.00
23,0.05,1000000000.00,1000000000.00,0.53,0.51,0.49,1000000000.00,0.53,1000000000.00,21,21.0,3255.00,5481.00,6027.00,3087.00,3003.00,2940.00,4263.00,2835.00,3402.00,2940.00,3192.00,3045.00,3171.00,5103.00,2940.00,3045.00,3213.00,4158.00,4536.00,2919.00,6426.00
24,0.05,1000000000.00,1000000000.00,0.53,0.51,0.49,1000000000.00,0.53,1000000000.00,21,21.0,3003.00,2730.00,2919.00,3276.00,2688.00,3234.00,4536.00,3234.00,3066.00,3108.00,3192.00,3150.00,3003.00,6972.00,3129.00,4998.00,4452.00,3129.00,3045.00,5838.00,1953.00
25,0.05,1000000000.00,1000000000.00,0.53,0.51,0.49,1000000000.00,0.53,1000000000.00,21,21.0,6258.00,3003.00,7707.00,7812.00,3045.00,4326.00,3192.00,2877.00,2583.00,5985.00,5334.00,7308.00,3171.00,8001.00,6300.00,1344.00,2919.00,3339.00,5019.00,2751.00,3192.00
26,0.05,1000000000.00,1000000000.00,0.53,0.51,0.49,1000000000.00,0.53,1000000000.00,21,21.0,3108.00,3192.00,4788.00,3150.00,5838.00,3003.00,7224.00,3213.00,6930.00,6258.00,6321.00,6972.00,3108.00,1701.00,2793.00,7266.00,6195.00,3045.00,3339.00,6804.00,2961.00
27,0.05,1000000000.00,1000000000.00,0.53,0.51,0.49,1000000000.00,0.53,1000000000.00,21,21.0,6720.00,4998.00,3234.00,3297.00,3255.00,4809.00,3108.00,2961.00,6174.00,2877.00,2646.00,3150.00,3318.00,2373.00,3129.00,3213.00,5985.00,5985.00,3108.00,3948.00,2478.00
28,0.05,1000000000.00,1000000000.00,0.53,0.51,0.49,1000000000.00,0.53,1000000000.00,21,21.0,2919.00,2772.00,3003.00,3150.00,2919.00,2940.00,5313.00,5586.00,3318.00,3234.00,3171.00,7455.00,2898.00,3045.00,2646.00,7686.00,2520.00,5187.00,2877.00,3276.00,2982.00
29,0.05,1000000000.00,1000000000.00,0.53,0.51,0.49,1000000000.00,0.53,1000000000.00,21,21.0,2583.00,2625.00,3192.00,4431.00,3486.00,1344.00,2562.00,3192.00,3171.00,3276.00,2961.00,2688.00,3108.00,5502.00,6930.00,3192.00,2961.00,3003.00,5124.00,6699.00,4977.00
30,0.05,1000000000.00,1000000000.00,0.53,0.51,0.49,1000000000.00,0.53,1000000000.00,21,21.0,2940.00,3003.00,3108.00,6699.00,4956.00,4620.00,6258.00,2100.00,3234.00,2247.00,5061.00,5334.00,5376.00,5397.00,2982.00,3297.00,3150.00,2898.00,3108.00,3234.00,3150.00
31,0.05,1000000000.00,1000000000.00,0.53,0.51,0.49,1000000000.00,0.53,1000000000.00,21,21.0,2877.00,1407.00,4704.00,3192.00,2751.00,3192.00,4431.00,3024.00,6006.00,3129.00,6468.00,3066.00,5397.00,2919.00,10374.00,2646.00,2982.00,2688.00,3045.00,3318.00,2478.00
32,0.05,1000000000.00,1000000000.00,0.53,0.51,0.49,1000000000.00,0.53,1000000000.00,21,21.0,2982.00,2247.00,2919.00,6111.00,5460.00,3171.00,756.00,4137.00,3171.00,3108.00,2793.00,2688.00,2898.00,2940.00,2457.00,3108.00,3486.00,6195.00,6048.00,2331.00,3108.00
33,0.05,1000000000.00,1000000000.00,0.53,0.51,0.49,1000000000.00,0.53,1000000000.00,21,21.0,5691.00,3087.00,4368.00,2205.00,3087.00,2940.00,7791.00,2520.00,3003.00,3108.00,4452.00,2898.00,2835.00,5670.00,2730.00,567.00,2919.00,6195.00,4788.00,3297.00,5733.00
34,0.05,1000000000.00,1000000000.00,0.53,0.51,0.49,1000000000.00,0.53,1000000000.00,21,21.0,6174.00,3318.00,2919.00,6300.00,3234.00,2982.00,5166.00,6594.00,2730.00,4158.00,3003.00,2793.00,2835.00,2772.00,3255.00,1785.00,2856.00,3318.00,2814.00,3129.00,3108.00
35,0.05,1000000000.00,1000000000.00,0.53,0.51,0.49,1000000000.00,0.53,1000000000.00,21,21.0,2961.00,4704.00,5502.00,3108.00,2856.00,7203.00,3297.00,4515.00,2856.00,2940.00,5901.00,3108.00,3381.00,2772.00,3213.00,2646.00,6300.00,5733.00,5754.00,2961.00,2037.00
36,0.05,1000000000.00,1000000000.00,0.53,0.51,0.49,1000000000.00,0.53,1000000000.00,21,21.0,2793.00,5838.00,3213.00,2583.00,2961.00,3297.00,5943.00,5607.00,5502.00,2982.00,6279.00,3087.00,3171.00,3234.00,2940.00,3150.00,2877.00,2688.00,3066.00,3150.00,3654.00
37,0.05,1000000000.00,1000000000.00,0.53,0.51,0.49,1000000000.00,0.53,1000000000.00,21,21.0,3360.00,2835.00,2982.00,2562.00,7182.00,7602.00,2814.00,2751.00,5061.00,5796.00,2919.00,6573.00,7182.00,6111.00,2940.00,3108.00,3297.00,3213.00,3150.00,3045.00,3129.00
38,0.05,1000000000.00,1000000000.00,0.53,0.51,0.49,1000000000.00,0.53,1000000000.00,21,21.0,2940.00,4305.00,6741.00,3192.00,3654.00,3003.00,6594.00,6195.00,3402.00,6867.00,3003.00,3276.00,2856.00,7350.00,4242.00,2982.00,4788.00,3192.00,5586.00,5271.00,2982.00
