1,0.08,1000000000.00,1000000000.00,1000000000.00,1000000000.00,1000000000.00,1000000000.00,1000000000.00,1000000000.00,20,20.0,600.00,380.00,300.00,2440.00,100.00,700.00,580.00,2440.00,600.00,600.00,580.00,80.00,600.00,580.00,600.00,600.00,20.00,400.00,580.00,600.00
2,0.23,1000000000.00,1000000000.00,1000000000.00,1000000000.00,1000000000.00,1000000000.00,1000000000.00,1000000000.00,20,20.0,400.00,600.00,500.00,280.00,520.00,520.00,20.00,600.00,580.00,3340.00,600.00,2280.00,300.00,1380.00,600.00,580.00,600.00,700.00,600.00,2480.00
3,0.33,1000000000.00,1000000000.00,0.33,0.48,0.29,1000000000.00,0.33,1000000000.00,21,21.0,630.00,630.00,630.00,1113.00,210.00,630.00,630.00,630.00,609.00,630.00,315.00,630.00,693.00,630.00,630.00,630.00,2583.00,2625.00,21.00,2541.00,504.00
4,0.41,0.43,0.53,0.33,0.48,0.29,0.53,0.33,0.61,22,22.0,660.00,22.00,2596.00,660.00,638.00,2398.00,660.00,616.00,660.00,1716.00,660.00,330.00,2486.00,396.00,660.00,374.00,660.00,198.00,132.00,2574.00,2442.00,2684.00
5,0.48,1.07,0.41,0.33,0.48,0.29,0.41,0.33,0.52,21,23.0,805.00,690.00,690.00,667.00,2300.00,23.00,690.00,667.00,437.00,690.00,690.00,690.00,644.00,529.00,690.00,690.00,4209.00,690.00,23.00,690.00,667.00
6,0.48,1.07,0.41,0.09,2.09,0.29,3.31,0.33,2.09,20,24.0,2928.00,5424.00,528.00,5664.00,144.00,720.00,2400.00,2712.00,2472.00,696.00,720.00,696.00,720.00,696.00,2256.00,240.00,720.00,720.00,720.00,720.00
7,0.52,1.07,0.41,0.09,2.09,0.29,3.31,0.33,2.09,20,24.0,2928.00,24.00,720.00,720.00,720.00,528.00,3456.00,576.00,720.00,24.00,48.00,720.00,720.00,144.00,696.00,720.00,2232.00,648.00,720.00,720.00
8,0.55,1.07,0.41,98.62,7.05,0.29,6.69,0.33,7.05,19,25.0,2625.00,2300.00,750.00,275.00,725.00,25.00,750.00,750.00,625.00,750.00,2275.00,875.00,2575.00,2450.00,2500.00,750.00,750.00,750.00,575.00
9,0.58,1.07,0.41,0.47,0.53,0.29,0.46,0.33,0.53,18,26.0,26.00,754.00,1144.00,182.00,754.00,2704.00,754.00,598.00,702.00,2782.00,780.00,780.00,780.00,780.00,780.00,780.00,780.00,3224.00
10,0.60,1.07,0.41,0.48,0.30,0.29,0.24,0.33,0.30,17,27.0,27.00,2484.00,810.00,810.00,2754.00,756.00,810.00,810.00,783.00,810.00,810.00,1971.00,2970.00,810.00,810.00,216.00,540.00
11,0.62,1.07,0.41,6.49,11.79,0.29,19.60,0.33,11.79,16,28.0,3108.00,3332.00,812.00,1904.00,812.00,3416.00,616.00,840.00,840.00,3360.00,28.00,840.00,840.00,280.00,336.00,2744.00
12,0.63,1.07,0.41,0.66,0.88,0.29,0.82,0.33,0.88,15,29.0,841.00,870.00,870.00,841.00,1740.00,870.00,754.00,870.00,3364.00,870.00,870.00,783.00,870.00,783.00,870.00
13,0.65,1.07,0.41,0.66,0.88,0.29,0.82,0.33,0.88,15,29.0,638.00,2755.00,174.00,319.00,29.00,870.00,870.00,870.00,696.00,870.00,696.00,812.00,870.00,870.00,638.00
14,0.66,1.07,0.41,0.14,0.54,0.29,0.69,0.33,0.54,14,30.0,540.00,900.00,780.00,870.00,900.00,480.00,900.00,900.00,1050.00,3750.00,60.00,540.00,2940.00,900.00
15,0.65,1.07,0.41,2.49,0.85,0.29,0.69,0.33,0.85,13,31.0,899.00,930.00,930.00,899.00,744.00,279.00,930.00,930.00,31.00,3038.00,3751.00,930.00,651.00
16,0.66,1.07,0.41,2.49,0.85,0.29,0.69,0.33,0.85,13,31.0,3782.00,3751.00,372.00,930.00,837.00,3596.00,2945.00,930.00,806.00,3441.00,465.00,3441.00,930.00
17,0.68,1.07,0.41,2.49,0.85,0.29,0.69,0.33,0.85,13,31.0,930.00,930.00,837.00,930.00,93.00,434.00,930.00,3689.00,899.00,744.00,403.00,3937.00,899.00
18,0.69,1.07,0.41,9.79,3.97,0.29,5.35,0.33,3.97,12,32.0,800.00,960.00,480.00,32.00,3008.00,960.00,32.00,3968.00,896.00,960.00,928.00,928.00
19,0.69,1.07,0.41,0.86,0.83,0.29,0.76,0.33,0.83,11,33.0,3894.00,990.00,4191.00,132.00,990.00,165.00,990.00,990.00,990.00,957.00,990.00
20,0.70,1.07,0.41,0.86,0.83,0.29,0.76,0.33,0.83,11,33.0,5511.00,990.00,1617.00,726.00,990.00,660.00,990.00,3663.00,957.00,1122.00,4059.00
21,0.70,1.07,0.41,0.86,0.83,0.29,0.76,0.33,0.83,11,33.0,5313.00,990.00,990.00,990.00,825.00,3894.00,858.00,957.00,990.00,264.00,759.00
22,0.71,1.07,0.41,1.24,1.08,0.29,1.43,0.33,1.08,10,34.0,986.00,1020.00,1020.00,986.00,8500.00,1020.00,1020.00,1020.00,4046.00,1020.00
23,0.70,1.07,0.41,1.24,1.08,0.29,1.43,0.33,1.08,10,34.0,884.00,1020.00,986.00,1020.00,850.00,102.00,4012.00,204.00,1020.00,2924.00
24,0.72,1.07,0.41,1.24,1.08,0.29,1.43,0.33,1.08,10,34.0,1020.00,986.00,4318.00,1020.00,1020.00,952.00,986.00,4182.00,204.00,4284.00
25,0.73,1.07,0.41,0.24,0.39,0.29,0.25,0.33,0.39,9,35.0,560.00,1050.00,1225.00,1050.00,70.00,1050.00,1050.00,980.00,1050.00
26,0.74,1.07,0.41,0.24,0.39,0.29,0.25,0.33,0.39,9,35.0,140.00,1050.00,1050.00,1155.00,1050.00,1015.00,1050.00,1050.00,210.00
27,0.73,1.07,0.41,3.79,1.82,0.29,2.71,0.33,1.82,8,36.0,1764.00,1080.00,1080.00,3996.00,1080.00,1044.00,252.00,1080.00
28,0.74,1.07,0.41,3.79,1.82,0.29,2.71,0.33,1.82,8,36.0,216.00,1080.00,1080.00,1080.00,1080.00,1080.00,1080.00,1080.00
29,0.75,1.07,0.41,3.79,1.82,0.29,2.71,0.33,1.82,8,36.0,4500.00,36.00,1080.00,1080.00,1008.00,1080.00,756.00,324.00
30,0.72,1.07,0.41,3.79,1.82,0.29,2.71,0.33,1.82,8,36.0,324.00,1080.00,1044.00,1044.00,1080.00,3528.00,864.00,7992.00
31,0.73,1.07,0.41,3.79,1.82,0.29,2.71,0.33,1.82,8,36.0,36.00,1044.00,1080.00,360.00,1080.00,1080.00,1080.00,1080.00
32,0.74,1.07,0.41,3.79,1.82,0.29,2.71,0.33,1.82,8,36.0,1044.00,576.00,4212.00,1044.00,1080.00,468.00,3636.00,1080.00
33,0.73,1.07,0.41,3.79,1.82,0.29,2.71,0.33,1.82,8,36.0,1080.00,1080.00,1080.00,3852.00,1080.00,36.00,1080.00,1080.00
34,0.75,1.07,0.41,3.79,1.82,0.29,2.71,0.33,1.82,8,36.0,1080.00,1080.00,1044.00,1080.00,648.00,1080.00,3600.00,1080.00
35,0.73,1.07,0.41,2.75,4.67,0.29,6.51,0.33,4.67,7,37.0,222.00,37.00,1110.00,4107.00,1110.00,1110.00,1110.00
36,0.76,1.07,0.41,2.75,4.67,0.29,6.51,0.33,4.67,7,37.0,4366.00,1073.00,1036.00,444.00,1110.00,1110.00,4329.00
37,0.74,1.07,0.41,2.75,4.67,0.29,6.51,0.33,4.67,7,37.0,1073.00,3552.00,1110.00,37.00,1110.00,1147.00,814.00
38,0.75,1.07,0.41,2.75,4.67,0.29,6.51,0.33,4.67,7,37.0,4329.00,259.00,1110.00,1110.00,1110.00,4736.00,1110.00
39,0.75,1.07,0.41,2.75,4.67,0.29,6.51,0.33,4.67,7,37.0,2886.00,1110.00,444.00,1110.00,1110.00,1110.00,1110.00
40,0.75,1.07,0.41,2.75,4.67,0.29,6.51,0.33,4.67,7,37.0,259.00,1073.00,1036.00,1813.00,1110.00,37.00,185.00
41,0.76,1.07,0.41,2.75,4.67,0.29,6.51,0.33,4.67,7,37.0,518.00,1110.00,777.00,1073.00,1110.00,666.00,1110.00
42,0.77,1.07,0.41,2.75,4.67,0.29,6.51,0.33,4.67,7,37.0,1110.00,4329.00,4736.00,3626.00,2553.00,1036.00,1110.00
43,0.78,1.07,0.41,0.56,0.65,0.29,0.56,0.33,0.65,6,38.0,38.00,266.00,4674.00,1102.00,1140.00,646.00
44,0.76,1.07,0.41,0.56,0.65,0.29,0.56,0.33,0.65,6,38.0,3762.00,76.00,1140.00,4484.00,1140.00,1140.00
45,0.77,1.07,0.41,0.56,0.65,0.29,0.56,0.33,0.65,6,38.0,1140.00,1140.00,1140.00,38.00,3648.00,5624.00
46,0.75,1.07,0.41,0.56,0.65,0.29,0.56,0.33,0.65,6,38.0,722.00,190.00,1102.00,1102.00,836.00,4218.00
47,0.72,1.07,0.41,0.56,0.65,0.29,0.56,0.33,0.65,6,38.0,38.00,1102.00,6916.00,1140.00,1140.00,114.00
48,0.74,1.07,0.41,0.56,0.65,0.29,0.56,0.33,0.65,6,38.0,988.00,1064.00,1102.00,1140.00,1140.00,1140.00
49,0.75,1.07,0.41,0.56,0.65,0.29,0.56,0.33,0.65,6,38.0,3496.00,304.00,1140.00,1102.00,1102.00,4408.00
50,0.76,1.07,0.41,0.56,0.65,0.29,0.56,0.33,0.65,6,38.0,38.00,1140.00,874.00,1140.00,1064.00,1140.00
51,0.77,1.07,0.41,0.56,0.65,0.29,0.56,0.33,0.65,6,38.0,1140.00,912.00,1140.00,760.00,1140.00,1178.00
52,0.76,1.07,0.41,0.56,0.65,0.29,0.56,0.33,0.65,6,38.0,76.00,1140.00,1140.00,1140.00,1140.00,1140.00
53,0.77,1.07,0.41,0.56,0.65,0.29,0.56,0.33,0.65,6,38.0,3420.00,304.00,3838.00,228.00,1102.00,266.00
54,0.78,1.07,0.41,0.56,0.65,0.29,0.56,0.33,0.65,6,38.0,1140.00,1140.00,1140.00,1140.00,1140.00,1140.00
55,0.79,1.07,0.41,0.56,0.65,0.29,0.56,0.33,0.65,6,38.0,1102.00,152.00,1064.00,760.00,4750.00,1026.00
56,0.79,1.07,0.41,0.70,0.65,0.29,1.16,0.33,0.65,5,39.0,1170.00,1170.00,819.00,1170.00,1170.00
57,0.77,1.07,0.41,0.70,0.65,0.29,1.16,0.33,0.65,5,39.0,1131.00,4485.00,195.00,1131.00,312.00
58,0.76,1.07,0.41,0.70,0.65,0.29,1.16,0.33,0.65,5,39.0,1170.00,1170.00,273.00,39.00,663.00
59,0.78,1.07,0.41,0.70,0.65,0.29,1.16,0.33,0.65,5,39.0,1170.00,78.00,3588.00,1170.00,1170.00
60,0.77,1.07,0.41,0.70,0.65,0.29,1.16,0.33,0.65,5,39.0,1170.00,39.00,4563.00,78.00,1170.00
61,0.78,1.07,0.41,0.70,0.65,0.29,1.16,0.33,0.65,5,39.0,390.00,1170.00,1365.00,273.00,546.00
62,0.76,1.07,0.41,0.70,0.65,0.29,1.16,0.33,0.65,5,39.0,1170.00,1131.00,1170.00,3705.00,1170.00
63,0.77,1.07,0.41,0.70,0.65,0.29,1.16,0.33,0.65,5,39.0,1170.00,39.00,1170.00,702.00,195.00
64,0.78,1.07,0.41,0.70,0.65,0.29,1.16,0.33,0.65,5,39.0,1170.00,1092.00,3978.00,7020.00,624.00
65,0.79,1.07,0.41,0.70,0.65,0.29,1.16,0.33,0.65,5,39.0,1170.00,1131.00,2340.00,429.00,3315.00
66,0.79,1.07,0.41,0.70,0.65,0.29,1.16,0.33,0.65,5,39.0,1170.00,1170.00,1092.00,1170.00,4329.00
67,0.78,1.07,0.41,0.70,0.65,0.29,1.16,0.33,0.65,5,39.0,1170.00,5070.00,1170.00,624.00,1365.00
68,0.78,1.07,0.41,0.70,0.65,0.29,1.16,0.33,0.65,5,39.0,1170.00,4836.00,1170.00,858.00,1131.00
69,0.80,1.07,0.41,0.70,0.65,0.29,1.16,0.33,0.65,5,39.0,3705.00,3939.00,975.00,4524.00,1170.00
70,0.81,1.07,0.41,0.32,0.08,0.29,0.46,0.33,0.08,6,40.0,1200.00,1200.00,160.00,1360.00,1200.00,1040.00
71,0.79,1.07,0.41,0.32,0.08,0.29,0.46,0.33,0.08,6,40.0,1160.00,1160.00,4440.00,1200.00,600.00,6320.00
72,0.79,1.07,0.41,0.32,0.08,0.29,0.46,0.33,0.08,6,40.0,5000.00,1160.00,1160.00,960.00,160.00,4560.00
73,0.78,1.07,0.41,0.32,0.08,0.29,0.46,0.33,0.08,6,40.0,1200.00,360.00,4920.00,600.00,400.00,1200.00
74,0.79,1.07,0.41,0.32,0.08,0.29,0.46,0.33,0.08,6,40.0,1320.00,80.00,3680.00,80.00,1160.00,3680.00
75,0.79,1.07,0.41,0.32,0.08,0.29,0.46,0.33,0.08,6,40.0,1160.00,560.00,4720.00,1200.00,1200.00,1280.00
76,0.79,1.07,0.41,0.32,0.08,0.29,0.46,0.33,0.08,6,40.0,4120.00,4640.00,1200.00,560.00,1200.00,40.00
77,0.79,1.07,0.41,0.32,0.08,0.29,0.46,0.33,0.08,6,40.0,1200.00,560.00,760.00,680.00,1200.00,40.00
78,0.81,1.07,0.41,0.32,0.08,0.29,0.46,0.33,0.08,6,40.0,1200.00,1200.00,320.00,1160.00,800.00,1160.00
79,0.81,1.07,0.41,0.32,0.08,0.29,0.46,0.33,0.08,6,40.0,160.00,1200.00,4880.00,1200.00,1200.00,1160.00
80,0.80,1.07,0.41,0.32,0.08,0.29,0.46,0.33,0.08,6,40.0,1120.00,160.00,1840.00,1200.00,1200.00,1200.00
81,0.80,1.07,0.41,0.32,0.08,0.29,0.46,0.33,0.08,6,40.0,1200.00,1200.00,1200.00,1160.00,1120.00,1200.00
82,0.81,1.07,0.41,0.32,0.08,0.29,0.46,0.33,0.08,6,40.0,1200.00,1200.00,4280.00,960.00,80.00,1200.00
83,0.81,1.07,0.41,0.32,0.08,0.29,0.46,0.33,0.08,6,40.0,9440.00,4320.00,1200.00,4400.00,4040.00,1200.00
84,0.81,1.07,0.41,0.32,0.08,0.29,0.46,0.33,0.08,6,40.0,1200.00,1200.00,1200.00,160.00,1160.00,3400.00
85,0.81,1.07,0.41,0.32,0.08,0.29,0.46,0.33,0.08,6,40.0,1200.00,200.00,1120.00,1320.00,1040.00,1200.00
86,0.79,1.07,0.41,0.32,0.08,0.29,0.46,0.33,0.08,6,40.0,240.00,1200.00,1120.00,840.00,1160.00,1200.00
87,0.81,1.07,0.41,0.32,0.08,0.29,0.46,0.33,0.08,6,40.0,160.00,4960.00,1080.00,1160.00,400.00,1200.00
88,0.81,1.83,2.07,0.32,0.08,0.29,2.07,0.33,20.46,7,41.0,1230.00,1230.00,1189.00,1271.00,3936.00,1230.00,1230.00
89,0.82,1.83,2.07,0.32,0.08,0.29,2.07,0.33,20.46,7,41.0,1230.00,328.00,1230.00,1189.00,3936.00,5125.00,287.00
90,0.81,1.83,2.07,0.32,0.08,0.29,2.07,0.33,20.46,7,41.0,1230.00,1230.00,1066.00,4797.00,1230.00,1066.00,533.00
91,0.82,1.83,2.07,0.32,0.08,0.29,2.07,0.33,20.46,7,41.0,451.00,1230.00,1230.00,287.00,1230.00,1230.00,1230.00
