1,0.50,1000000000.00,1000000000.00,1000000000.00,1000000000.00,1000000000.00,1000000000.00,1000000000.00,1000000000.00,20,20.0,2920.00,2680.00,2740.00,5900.00,2880.00,6280.00,820.00,3060.00,3040.00,3060.00,2860.00,5200.00,6420.00,6580.00,2940.00,2800.00,3940.00,3120.00,5360.00,2780.00
2,0.59,1000000000.00,1000000000.00,1000000000.00,1000000000.00,1000000000.00,1000000000.00,1000000000.00,1000000000.00,20,20.0,2960.00,5240.00,3080.00,2700.00,3040.00,5700.00,2920.00,2980.00,6300.00,3780.00,2820.00,2880.00,5240.00,2780.00,2980.00,2540.00,3060.00,2240.00,6460.00,7140.00
3,0.61,1000000000.00,1000000000.00,5.25,5.13,5.65,1000000000.00,5.25,1000000000.00,19,21.0,3087.00,4305.00,5754.00,2121.00,2373.00,3003.00,2814.00,3318.00,3192.00,5586.00,2982.00,5061.00,5313.00,3045.00,3738.00,5880.00,3276.00,3465.00,5250.00
4,0.61,1000000000.00,1000000000.00,3.05,3.03,5.65,3.25,5.25,3.03,18,20.0,3060.00,5180.00,2620.00,5720.00,2760.00,3020.00,2500.00,3120.00,6060.00,6660.00,6720.00,4840.00,6380.00,5300.00,5980.00,3960.00,3120.00,3180.00
5,0.64,1000000000.00,1000000000.00,3.05,3.03,5.65,3.25,5.25,3.03,18,20.0,5500.00,5540.00,3080.00,2800.00,5560.00,6240.00,6880.00,3060.00,2620.00,4980.00,2260.00,5980.00,5180.00,2620.00,7200.00,5240.00,2380.00,2760.00
6,0.65,1000000000.00,1000000000.00,1.05,0.74,1.35,3.25,1.05,3.03,17,21.0,3150.00,3171.00,5733.00,3150.00,3381.00,2919.00,3255.00,3045.00,6300.00,2814.00,3171.00,5061.00,6006.00,3129.00,3108.00,7707.00,3045.00
7,0.66,1000000000.00,1000000000.00,0.15,0.11,1.35,0.26,1.05,0.11,16,20.0,3060.00,5140.00,5700.00,3940.00,2900.00,2980.00,2260.00,5460.00,2740.00,6920.00,3020.00,3120.00,3120.00,3980.00,6040.00,2780.00
8,0.67,1000000000.00,1000000000.00,0.15,0.11,1.35,0.26,1.05,0.11,16,20.0,4840.00,5920.00,6520.00,6660.00,4400.00,5400.00,5140.00,2880.00,6400.00,3720.00,2980.00,3020.00,2720.00,2720.00,7420.00,4140.00
9,0.65,1000000000.00,1000000000.00,2.66,2.84,0.50,0.26,2.66,0.11,15,19.0,4237.00,5168.00,3002.00,5719.00,5871.00,5149.00,5947.00,6156.00,4085.00,2907.00,2584.00,6555.00,5757.00,2660.00,5149.00
10,0.69,1000000000.00,1000000000.00,2.66,2.84,0.50,0.26,2.66,0.11,15,19.0,2945.00,2945.00,4826.00,6327.00,2831.00,2793.00,2698.00,5396.00,2603.00,2888.00,2850.00,6137.00,1615.00,5358.00,4332.00
11,0.69,1000000000.00,1000000000.00,1.53,2.81,2.53,0.26,1.53,0.11,14,18.0,2520.00,2358.00,4662.00,4572.00,2610.00,2466.00,2664.00,2718.00,2664.00,2268.00,5706.00,5130.00,2574.00,2412.00
12,0.70,1000000000.00,1000000000.00,1.53,2.81,2.53,0.26,1.53,0.11,14,18.0,6138.00,2502.00,2628.00,2412.00,2466.00,2790.00,2826.00,5418.00,2556.00,3726.00,5796.00,2610.00,2718.00,4914.00
13,0.70,1000000000.00,1000000000.00,0.27,1.57,1.77,0.26,0.27,0.11,13,19.0,2736.00,1843.00,2641.00,5947.00,2945.00,2888.00,5396.00,4009.00,5738.00,2926.00,2907.00,2736.00,5168.00
14,0.69,1000000000.00,1000000000.00,0.27,1.57,1.77,0.26,0.27,0.11,13,19.0,5814.00,6308.00,6346.00,2717.00,2242.00,4522.00,6536.00,5643.00,4389.00,2603.00,2603.00,2812.00,2945.00
15,0.70,1000000000.00,1000000000.00,0.27,1.57,1.77,0.26,0.27,0.11,13,19.0,6346.00,2793.00,1976.00,5282.00,2033.00,5624.00,2698.00,6099.00,2964.00,2565.00,2793.00,6859.00,6194.00
16,0.69,1000000000.00,1000000000.00,0.27,1.57,1.77,0.26,0.27,0.11,13,19.0,2280.00,5415.00,6270.00,2394.00,1596.00,5567.00,2831.00,2888.00,722.00,2945.00,3496.00,2508.00,2318.00
17,0.69,1000000000.00,1000000000.00,0.27,1.57,1.77,0.26,0.27,0.11,13,19.0,2888.00,2508.00,2660.00,2964.00,4389.00,2888.00,6042.00,2204.00,2983.00,1995.00,5548.00,2299.00,6099.00
18,0.69,1000000000.00,1000000000.00,0.27,1.57,1.77,0.26,0.27,0.11,13,19.0,1444.00,2812.00,2584.00,3857.00,5567.00,4902.00,3078.00,5054.00,2641.00,4389.00,6251.00,2850.00,2641.00
19,0.71,1000000000.00,1000000000.00,0.27,1.57,1.77,0.26,0.27,0.11,13,19.0,2394.00,2850.00,2622.00,2546.00,2983.00,5681.00,2793.00,5947.00,5966.00,4161.00,3040.00,2413.00,1843.00
20,0.70,1000000000.00,1000000000.00,0.27,1.57,1.77,0.26,0.27,0.11,13,19.0,2698.00,3040.00,2907.00,2812.00,2907.00,2660.00,5054.00,2698.00,5434.00,2223.00,2945.00,3914.00,2736.00
21,0.72,1000000000.00,1000000000.00,0.27,1.57,1.77,0.26,0.27,0.11,13,19.0,5643.00,2546.00,5358.00,2584.00,1444.00,2907.00,6080.00,1539.00,4085.00,2755.00,2641.00,5871.00,2527.00
22,0.71,1000000000.00,1000000000.00,29.37,5.37,1.77,5.06,0.27,5.37,12,20.0,6680.00,4720.00,2700.00,1860.00,3060.00,2900.00,5380.00,5200.00,5520.00,3020.00,3100.00,4140.00
23,0.71,1000000000.00,1000000000.00,29.37,5.37,1.77,5.06,0.27,5.37,12,20.0,6040.00,6180.00,2020.00,5900.00,2920.00,5860.00,5540.00,6900.00,5380.00,3120.00,3160.00,2740.00
