1,0.04,1000000000.00,1000000000.00,1000000000.00,1000000000.00,1000000000.00,1000000000.00,1000000000.00,1000000000.00,20,20.0,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00
2,0.07,1000000000.00,1000000000.00,1000000000.00,1000000000.00,1000000000.00,1000000000.00,1000000000.00,1000000000.00,20,20.0,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00
3,0.08,1000000000.00,1000000000.00,0.18,0.18,0.18,1000000000.00,0.18,1000000000.00,19,21.0,2100.00,2100.00,2100.00,2100.00,2100.00,2100.00,2100.00,2100.00,2100.00,2100.00,2100.00,2100.00,2100.00,2100.00,2100.00,2100.00,2100.00,2100.00,2100.00
4,0.10,1000000000.00,1000000000.00,5.85,5.27,0.18,5.88,0.18,5.27,18,22.0,2200.00,2200.00,2200.00,2200.00,2200.00,2200.00,2200.00,2200.00,2200.00,2200.00,2200.00,2200.00,2200.00,2200.00,2200.00,2200.00,2200.00,2200.00
5,0.11,1000000000.00,1000000000.00,0.46,0.36,0.18,0.48,0.18,0.36,17,23.0,2300.00,2300.00,2300.00,2300.00,2300.00,2300.00,2300.00,2300.00,2300.00,2300.00,2300.00,2300.00,2300.00,2300.00,2300.00,2300.00,2300.00
6,0.12,1000000000.00,1000000000.00,0.11,0.45,0.18,0.04,0.18,0.45,16,24.0,2400.00,2400.00,2400.00,2400.00,2400.00,2400.00,2400.00,2400.00,2400.00,2400.00,2400.00,2400.00,2400.00,2400.00,2400.00,2400.00
7,0.12,1000000000.00,1000000000.00,0.11,0.45,0.18,0.04,0.18,0.45,16,24.0,2400.00,2400.00,2400.00,2400.00,2400.00,2400.00,2400.00,2400.00,2400.00,2400.00,2400.00,2400.00,2400.00,2400.00,2400.00,2400.00
8,0.12,1000000000.00,1000000000.00,0.11,0.45,0.18,0.04,0.18,0.45,16,24.0,2400.00,2400.00,2400.00,2400.00,2400.00,2400.00,2400.00,2400.00,2400.00,2400.00,2400.00,2400.00,2400.00,2400.00,2400.00,2400.00
9,0.12,1000000000.00,1000000000.00,103.13,29.63,0.18,286.00,0.18,29.63,15,25.0,2500.00,2500.00,2500.00,2500.00,2500.00,2500.00,2500.00,2500.00,2500.00,2500.00,2500.00,2500.00,2500.00,2500.00,2500.00
10,0.14,1000000000.00,1000000000.00,103.13,29.63,0.18,286.00,0.18,29.63,15,25.0,2500.00,2500.00,2500.00,2500.00,2500.00,2500.00,2500.00,2500.00,2500.00,2500.00,2500.00,2500.00,2500.00,2500.00,2500.00
11,0.14,1000000000.00,1000000000.00,0.49,0.54,0.18,0.46,0.18,0.54,14,26.0,2600.00,2600.00,2600.00,2600.00,2600.00,2600.00,2600.00,2600.00,2600.00,2600.00,2600.00,2600.00,2600.00,2600.00
12,0.14,1000000000.00,1000000000.00,0.49,0.54,0.18,0.46,0.18,0.54,14,26.0,2600.00,2600.00,2600.00,2600.00,2600.00,2600.00,2600.00,2600.00,2600.00,2600.00,2600.00,2600.00,2600.00,2600.00
13,0.14,1000000000.00,1000000000.00,0.49,0.54,0.18,0.46,0.18,0.54,14,26.0,2600.00,2600.00,2600.00,2600.00,2600.00,2600.00,2600.00,2600.00,2600.00,2600.00,2600.00,2600.00,2600.00,2600.00
14,0.15,1000000000.00,1000000000.00,0.49,0.54,0.18,0.46,0.18,0.54,14,26.0,2600.00,2600.00,2600.00,2600.00,2600.00,2600.00,2600.00,2600.00,2600.00,2600.00,2600.00,2600.00,2600.00,2600.00
15,0.15,1000000000.00,1000000000.00,0.99,0.77,0.18,1.16,0.18,0.77,13,27.0,2700.00,2700.00,2700.00,2700.00,2700.00,2700.00,2700.00,2700.00,2700.00,2700.00,2700.00,2700.00,2700.00
16,0.14,1000000000.00,1000000000.00,0.99,0.77,0.18,1.16,0.18,0.77,13,27.0,2700.00,2700.00,2700.00,2700.00,2700.00,2700.00,2700.00,2700.00,2700.00,2700.00,2700.00,2700.00,2700.00
17,0.15,1000000000.00,1000000000.00,0.99,0.77,0.18,1.16,0.18,0.77,13,27.0,2700.00,2700.00,2700.00,2700.00,2700.00,2700.00,2700.00,2700.00,2700.00,2700.00,2700.00,2700.00,2700.00
18,0.15,1000000000.00,1000000000.00,0.99,0.77,0.18,1.16,0.18,0.77,13,27.0,2700.00,2700.00,2700.00,2700.00,2700.00,2700.00,2700.00,2700.00,2700.00,2700.00,2700.00,2700.00,2700.00
19,0.15,1000000000.00,1000000000.00,0.99,0.77,0.18,1.16,0.18,0.77,13,27.0,2700.00,2700.00,2700.00,2700.00,2700.00,2700.00,2700.00,2700.00,2700.00,2700.00,2700.00,2700.00,2700.00
20,0.15,1000000000.00,1000000000.00,0.99,0.77,0.18,1.16,0.18,0.77,13,27.0,2700.00,2700.00,2700.00,2700.00,2700.00,2700.00,2700.00,2700.00,2700.00,2700.00,2700.00,2700.00,2700.00
21,0.16,1000000000.00,1000000000.00,0.99,0.77,0.18,1.16,0.18,0.77,13,27.0,2700.00,2700.00,2700.00,2700.00,2700.00,2700.00,2700.00,2700.00,2700.00,2700.00,2700.00,2700.00,2700.00
22,0.16,1000000000.00,1000000000.00,0.99,0.77,0.18,1.16,0.18,0.77,13,27.0,2700.00,2700.00,2700.00,2700.00,2700.00,2700.00,2700.00,2700.00,2700.00,2700.00,2700.00,2700.00,2700.00
23,0.17,1000000000.00,1000000000.00,0.99,0.77,0.18,1.16,0.18,0.77,13,27.0,2700.00,2700.00,2700.00,2700.00,2700.00,2700.00,2700.00,2700.00,2700.00,2700.00,2700.00,2700.00,2700.00
24,0.16,1000000000.00,1000000000.00,3.23,3.27,0.18,3.27,0.18,3.27,12,28.0,2800.00,2800.00,2800.00,2800.00,2800.00,2800.00,2800.00,2800.00,2800.00,2800.00,2800.00,2800.00
25,0.16,1000000000.00,1000000000.00,3.23,3.27,0.18,3.27,0.18,3.27,12,28.0,2800.00,2800.00,2800.00,2800.00,2800.00,2800.00,2800.00,2800.00,2800.00,2800.00,2800.00,2800.00
