1,0.50,1000000000.00,1000000000.00,1000000000.00,1000000000.00,1000000000.00,1000000000.00,1000000000.00,1000000000.00,20,20.0,2880.00,4660.00,2980.00,2740.00,2820.00,3020.00,3080.00,2440.00,5460.00,3060.00,5100.00,2940.00,2600.00,2620.00,5340.00,3020.00,2960.00,3000.00,6700.00,6640.00
2,0.59,1000000000.00,1000000000.00,1000000000.00,1000000000.00,1000000000.00,1000000000.00,1000000000.00,1000000000.00,20,20.0,6520.00,3040.00,2780.00,2780.00,4520.00,2920.00,2820.00,7320.00,4300.00,4480.00,3000.00,6780.00,5800.00,2660.00,2980.00,3000.00,6000.00,5780.00,4940.00,2520.00
3,0.60,10000000000.00,10000000000.00,5.40,4.58,5.10,10000000000.00,5.40,10000000000.00,19,19.0,2090.00,3002.00,2622.00,5149.00,2869.00,2869.00,2926.00,4484.00,3002.00,2660.00,6270.00,2945.00,2983.00,2907.00,3097.00,2489.00,4180.00,3002.00,4256.00
4,0.62,100000000000.00,100000000000.00,5.45,7.41,6.44,100000000000.00,5.45,100000000000.00,18,18.0,2070.00,2592.00,2700.00,2574.00,6372.00,4428.00,2628.00,5670.00,2718.00,2700.00,4644.00,6012.00,2286.00,2628.00,5508.00,2700.00,2034.00,5940.00
5,0.65,100000000000.00,100000000000.00,0.06,0.15,0.08,100000000000.00,0.06,100000000000.00,17,17.0,3145.00,2601.00,5406.00,2652.00,3825.00,2006.00,3213.00,5389.00,2550.00,4981.00,1938.00,2448.00,2703.00,2159.00,2380.00,5746.00,4981.00
6,0.65,100000000000.00,100000000000.00,12.74,4.00,8.64,100000000000.00,12.74,100000000000.00,16,16.0,1952.00,4592.00,2608.00,1984.00,2240.00,4640.00,2288.00,4592.00,2256.00,2048.00,2368.00,2448.00,3232.00,2240.00,1760.00,2432.00
7,0.65,100000000000.00,100000000000.00,12.74,4.00,8.64,100000000000.00,12.74,100000000000.00,16,16.0,4848.00,5104.00,2240.00,1952.00,5072.00,4464.00,4352.00,4544.00,2352.00,1824.00,3456.00,2016.00,2048.00,1072.00,2432.00,4080.00
8,0.67,100000000000.00,100000000000.00,12.74,4.00,8.64,100000000000.00,12.74,100000000000.00,16,16.0,2400.00,2272.00,2320.00,2256.00,2384.00,5168.00,2336.00,5728.00,2352.00,5680.00,2320.00,5088.00,1888.00,4848.00,2416.00,3984.00
9,0.67,1000000000000.00,1000000000000.00,1.76,2.26,1.97,1000000000000.00,1.76,1000000000000.00,15,15.0,2370.00,1950.00,2085.00,4815.00,3780.00,1725.00,3720.00,1455.00,4095.00,4845.00,3645.00,2325.00,2355.00,1890.00,5325.00
10,0.68,1000000000000.00,1000000000000.00,1.76,2.26,1.97,1000000000000.00,1.76,1000000000000.00,15,15.0,1740.00,2265.00,5430.00,3930.00,1965.00,2130.00,4800.00,3900.00,2085.00,1515.00,2190.00,4230.00,1290.00,5100.00,2355.00
11,0.69,10000000000000.00,10000000000000.00,0.19,0.21,0.39,10000000000000.00,0.19,10000000000000.00,14,14.0,2156.00,1820.00,4634.00,4760.00,1876.00,2002.00,2058.00,1988.00,1988.00,4228.00,3724.00,1932.00,1988.00,1750.00
12,0.69,10000000000000.00,10000000000000.00,5.34,4.30,2.75,10000000000000.00,5.34,10000000000000.00,13,13.0,3653.00,1898.00,1898.00,1807.00,1833.00,1989.00,4576.00,1924.00,3939.00,1898.00,3094.00,1625.00,3835.00
13,0.68,10000000000000.00,10000000000000.00,5.34,4.30,2.75,10000000000000.00,5.34,10000000000000.00,13,13.0,910.00,3094.00,1950.00,1976.00,1872.00,2054.00,1703.00,1872.00,4017.00,3718.00,1183.00,2067.00,1807.00
14,0.68,10000000000000.00,10000000000000.00,5.34,4.30,2.75,10000000000000.00,5.34,10000000000000.00,13,13.0,1846.00,1950.00,4459.00,4420.00,1898.00,3913.00,1690.00,2483.00,1547.00,1495.00,1729.00,4017.00,1924.00
15,0.68,10000000000000.00,10000000000000.00,5.34,4.30,2.75,10000000000000.00,5.34,10000000000000.00,13,13.0,1963.00,1716.00,1937.00,4511.00,2418.00,3146.00,4017.00,1937.00,1911.00,4108.00,3445.00,3913.00,2119.00
16,0.69,10000000000000.00,10000000000000.00,5.34,4.30,2.75,10000000000000.00,5.34,10000000000000.00,13,13.0,2028.00,2171.00,1755.00,1937.00,1846.00,1560.00,3809.00,2015.00,1976.00,1690.00,1833.00,4251.00,1287.00
17,0.69,10000000000000.00,10000000000000.00,5.34,4.30,2.75,10000000000000.00,5.34,10000000000000.00,13,13.0,3601.00,3809.00,1599.00,1872.00,1391.00,1963.00,2028.00,3588.00,1807.00,3887.00,1989.00,3523.00,4485.00
18,0.70,10000000000000.00,10000000000000.00,5.34,4.30,2.75,10000000000000.00,5.34,10000000000000.00,13,13.0,1859.00,3159.00,1937.00,3939.00,1742.00,1105.00,1950.00,1846.00,4498.00,2873.00,3861.00,3627.00,3666.00
19,0.71,10000000000000.00,10000000000000.00,5.34,4.30,2.75,10000000000000.00,5.34,10000000000000.00,13,13.0,3731.00,3978.00,3328.00,1911.00,1404.00,4108.00,2054.00,4524.00,1911.00,2886.00,2964.00,2067.00,1950.00
20,0.71,100000000000000.00,100000000000000.00,1.62,2.09,1.91,100000000000000.00,1.62,100000000000000.00,12,12.0,1764.00,1764.00,2376.00,2412.00,1920.00,1440.00,2652.00,3084.00,1848.00,1596.00,1728.00,1800.00
21,0.71,100000000000000.00,100000000000000.00,1.62,2.09,1.91,100000000000000.00,1.62,100000000000000.00,12,12.0,1860.00,1584.00,516.00,1752.00,1536.00,2976.00,3540.00,4188.00,2544.00,4356.00,2400.00,2628.00
22,0.72,100000000000000.00,100000000000000.00,1.62,2.09,1.91,100000000000000.00,1.62,100000000000000.00,12,12.0,1680.00,2820.00,1608.00,1680.00,2340.00,1836.00,1920.00,1740.00,1932.00,3840.00,1632.00,1644.00
23,0.72,100000000000000.00,100000000000000.00,1.62,2.09,1.91,100000000000000.00,1.62,100000000000000.00,12,12.0,1740.00,1764.00,3600.00,1356.00,1932.00,3084.00,3084.00,4200.00,1704.00,1644.00,1776.00,2580.00
