1,0.51,1000000000.00,1000000000.00,1000000000.00,1000000000.00,1000000000.00,1000000000.00,1000000000.00,1000000000.00,10,10.0,1450.00,1360.00,1390.00,3020.00,3110.00,2570.00,1390.00,1340.00,2850.00,1590.00
2,0.55,1000000000.00,1000000000.00,1000000000.00,1000000000.00,1000000000.00,1000000000.00,1000000000.00,1000000000.00,10,10.0,1000.00,1500.00,930.00,1890.00,1450.00,1380.00,1470.00,1530.00,2070.00,1560.00
3,0.58,10000000000.00,10000000000.00,8.72,12.20,7.78,10000000000.00,8.72,10000000000.00,11,11.0,1507.00,2761.00,1551.00,2365.00,1683.00,2365.00,1485.00,1793.00,1837.00,1551.00,990.00
4,0.57,0.53,0.11,87.19,121.97,77.84,0.11,87.19,0.23,10,10.0,1130.00,1480.00,2750.00,1490.00,1360.00,1240.00,1060.00,1440.00,1410.00,1460.00
5,0.59,0.53,0.11,87.19,121.97,77.84,0.11,87.19,0.23,10,10.0,1560.00,1910.00,3180.00,1580.00,3180.00,1550.00,3160.00,3200.00,860.00,1330.00
6,0.58,0.53,0.11,87.19,121.97,77.84,0.11,87.19,0.23,10,10.0,1500.00,1380.00,1880.00,830.00,1510.00,1310.00,3140.00,1410.00,1080.00,1430.00
7,0.60,0.53,0.11,87.19,121.97,77.84,0.11,87.19,0.23,10,10.0,1420.00,2250.00,1320.00,2210.00,840.00,1440.00,1410.00,2580.00,1520.00,1520.00
8,0.61,5.31,1.11,31.86,63.03,40.66,1.11,31.86,2.30,9,9.0,2610.00,1278.00,1143.00,1431.00,1224.00,1323.00,1323.00,2358.00,1377.00
9,0.62,5.31,1.11,0.96,0.94,0.93,1.11,0.96,2.30,8,8.0,1160.00,1128.00,1232.00,2456.00,2544.00,1088.00,1104.00,2448.00
10,0.64,5.31,1.11,0.96,0.94,0.93,1.11,0.96,2.30,8,8.0,824.00,1784.00,1056.00,2440.00,1192.00,1176.00,1056.00,1072.00
11,0.63,53.08,11.07,0.03,0.04,0.06,11.07,0.03,23.00,9,9.0,1305.00,324.00,1332.00,2907.00,2133.00,261.00,1179.00,4446.00,1026.00
12,0.62,53.08,11.07,0.03,0.04,0.06,11.07,0.03,23.00,9,9.0,1368.00,2484.00,2403.00,2736.00,1377.00,1332.00,1323.00,3042.00,1584.00
13,0.61,53.08,11.07,0.03,0.04,0.06,11.07,0.03,23.00,9,9.0,1170.00,2439.00,2331.00,387.00,3276.00,2673.00,1224.00,1512.00,1224.00
14,0.63,53.08,11.07,0.03,0.04,0.06,11.07,0.03,23.00,9,9.0,1287.00,2268.00,3150.00,1206.00,1080.00,1368.00,2079.00,1305.00,1395.00
15,0.63,53.08,11.07,0.03,0.04,0.06,11.07,0.03,23.00,9,9.0,2619.00,2313.00,2394.00,1287.00,2484.00,1341.00,2511.00,1251.00,1323.00
16,0.62,53.08,11.07,0.03,0.04,0.06,11.07,0.03,23.00,9,9.0,1377.00,1386.00,999.00,1314.00,1080.00,1323.00,1458.00,1368.00,1845.00
17,0.64,53.08,11.07,0.03,0.04,0.06,11.07,0.03,23.00,9,9.0,1251.00,2664.00,1503.00,1395.00,666.00,2718.00,1071.00,2556.00,2763.00
