1,0.10,1000000000.00,1000000000.00,1000000000.00,1000000000.00,1000000000.00,1000000000.00,1000000000.00,1000000000.00,20,20.0,560.00,200.00,600.00,600.00,580.00,260.00,20.00,2340.00,600.00,360.00,140.00,60.00,560.00,1360.00,340.00,480.00,440.00,600.00,180.00,2580.00
2,0.20,1000000000.00,1000000000.00,1000000000.00,1000000000.00,1000000000.00,1000000000.00,1000000000.00,1000000000.00,20,20.0,600.00,600.00,600.00,560.00,580.00,2200.00,600.00,2120.00,560.00,580.00,140.00,600.00,600.00,20.00,600.00,600.00,580.00,40.00,20.00,2460.00
3,0.28,8000000000.00,8000000000.00,0.19,0.04,0.01,8000000000.00,0.19,8000000000.00,21,21.0,336.00,609.00,2646.00,630.00,630.00,651.00,420.00,630.00,630.00,42.00,630.00,336.00,2331.00,231.00,630.00,273.00,63.00,546.00,609.00,630.00,609.00
4,0.40,45.65,6.05,1.50,0.33,0.06,6.05,1.50,7.61,22,22.0,616.00,484.00,2640.00,22.00,2200.00,660.00,176.00,330.00,1738.00,2596.00,660.00,660.00,462.00,2684.00,660.00,2508.00,638.00,2024.00,638.00,2706.00,660.00,2706.00
5,0.45,1.24,1.69,1.50,0.33,0.06,1.69,1.50,1.27,23,23.0,690.00,644.00,805.00,690.00,322.00,690.00,2530.00,690.00,690.00,690.00,2484.00,667.00,690.00,667.00,690.00,184.00,46.00,2300.00,575.00,575.00,69.00,667.00,690.00
6,0.49,3.52,3.66,11.96,2.64,0.46,3.66,11.96,4.55,22,22.0,660.00,44.00,484.00,66.00,616.00,286.00,2222.00,638.00,44.00,770.00,660.00,352.00,2706.00,660.00,660.00,660.00,110.00,594.00,638.00,660.00,330.00,660.00
7,0.51,3.52,3.66,0.41,0.01,0.20,3.66,0.41,4.55,23,23.0,644.00,690.00,690.00,690.00,690.00,2553.00,690.00,2944.00,2829.00,115.00,2346.00,805.00,690.00,2530.00,690.00,207.00,483.00,2254.00,2668.00,644.00,690.00,690.00,690.00
8,0.56,6.72,12.37,3.29,0.07,1.62,12.37,3.29,123.11,24,24.0,720.00,720.00,720.00,72.00,720.00,144.00,24.00,168.00,672.00,600.00,384.00,720.00,720.00,3072.00,816.00,240.00,720.00,288.00,720.00,720.00,720.00,720.00,720.00,288.00
9,0.56,1.07,1.27,3.29,0.07,1.62,1.27,3.29,1.13,23,23.0,690.00,483.00,299.00,690.00,437.00,667.00,690.00,667.00,23.00,276.00,690.00,690.00,690.00,2599.00,1932.00,2323.00,690.00,690.00,690.00,690.00,690.00,3887.00,667.00
10,0.61,1.07,1.27,3.29,0.07,1.62,1.27,3.29,1.13,23,23.0,690.00,2714.00,253.00,667.00,690.00,92.00,690.00,667.00,690.00,690.00,92.00,690.00,690.00,2829.00,2944.00,690.00,736.00,690.00,2990.00,161.00,23.00,690.00,115.00
11,0.62,8.56,10.19,0.63,0.91,1.26,10.19,0.63,9.06,24,24.0,720.00,720.00,168.00,2880.00,696.00,792.00,696.00,240.00,720.00,672.00,288.00,72.00,720.00,720.00,696.00,720.00,696.00,720.00,288.00,24.00,720.00,720.00,720.00,432.00
12,0.62,8.56,10.19,0.63,0.91,1.26,10.19,0.63,9.06,24,24.0,720.00,720.00,720.00,720.00,720.00,1632.00,24.00,2640.00,336.00,696.00,696.00,216.00,72.00,2352.00,696.00,720.00,432.00,3024.00,720.00,720.00,720.00,24.00,2160.00,72.00
13,0.64,8.56,10.19,0.63,0.91,1.26,10.19,0.63,9.06,24,24.0,720.00,720.00,672.00,624.00,720.00,672.00,720.00,264.00,2592.00,720.00,816.00,24.00,2352.00,2880.00,720.00,648.00,720.00,720.00,720.00,720.00,408.00,720.00,720.00,696.00
