1,0.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20,20.0,600.00,2200.00,460.00,2600.00,2000.00,500.00,2080.00,280.00,220.00,520.00,600.00,480.00,600.00,600.00,580.00,580.00,600.00,200.00,600.00,600.00
2,0.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20,20.0,2500.00,2000.00,1780.00,600.00,160.00,600.00,600.00,1840.00,600.00,20.00,40.00,320.00,600.00,600.00,480.00,1760.00,2600.00,40.00,600.00,580.00
3,0.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20,20.0,600.00,380.00,600.00,580.00,100.00,660.00,460.00,1760.00,20.00,600.00,20.00,2440.00,600.00,600.00,480.00,2560.00,360.00,360.00,580.00,600.00
4,0.36,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20,20.0,1280.00,200.00,480.00,240.00,2020.00,2300.00,600.00,700.00,600.00,600.00,600.00,20.00,260.00,460.00,20.00,600.00,500.00,600.00,580.00,540.00
5,0.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20,20.0,600.00,440.00,580.00,600.00,20.00,2400.00,600.00,600.00,580.00,2120.00,600.00,340.00,600.00,1340.00,1660.00,600.00,540.00,500.00,600.00,560.00
6,0.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20,20.0,600.00,600.00,600.00,2460.00,560.00,600.00,600.00,2440.00,420.00,600.00,600.00,600.00,560.00,1840.00,260.00,600.00,600.00,580.00,2520.00,620.00
7,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20,20.0,600.00,460.00,140.00,240.00,600.00,600.00,2420.00,600.00,600.00,600.00,2020.00,2440.00,600.00,560.00,120.00,600.00,60.00,60.00,140.00,600.00
8,0.54,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20,20.0,580.00,980.00,600.00,460.00,200.00,600.00,120.00,400.00,600.00,560.00,600.00,2360.00,220.00,2560.00,380.00,600.00,20.00,520.00,600.00,1840.00
9,0.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20,20.0,140.00,2340.00,580.00,2840.00,2340.00,600.00,600.00,600.00,1660.00,600.00,20.00,180.00,600.00,600.00,440.00,600.00,600.00,300.00,600.00,420.00
10,0.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20,20.0,1960.00,600.00,40.00,2140.00,160.00,440.00,100.00,600.00,560.00,600.00,600.00,1700.00,600.00,60.00,20.00,2160.00,320.00,60.00,300.00,600.00
11,0.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20,20.0,1300.00,400.00,540.00,580.00,2340.00,60.00,600.00,1980.00,580.00,20.00,600.00,600.00,660.00,340.00,160.00,520.00,2220.00,600.00,600.00,580.00
12,0.63,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20,20.0,600.00,580.00,540.00,540.00,600.00,2560.00,20.00,600.00,580.00,1360.00,560.00,700.00,600.00,700.00,540.00,20.00,360.00,600.00,580.00,600.00
13,0.61,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20,20.0,120.00,2040.00,1600.00,20.00,580.00,600.00,480.00,3160.00,600.00,580.00,1540.00,2140.00,240.00,600.00,140.00,580.00,1280.00,600.00,520.00,600.00
14,0.64,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20,20.0,600.00,600.00,580.00,600.00,560.00,60.00,500.00,1880.00,600.00,500.00,520.00,600.00,580.00,1620.00,600.00,120.00,460.00,20.00,460.00,2380.00
15,0.65,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20,20.0,600.00,2580.00,600.00,420.00,2340.00,60.00,1960.00,160.00,100.00,1940.00,2420.00,600.00,1620.00,600.00,2440.00,2420.00,340.00,600.00,2500.00,320.00
