1,0.05,1000000000.00,1000000000.00,1000000000.00,1000000000.00,1000000000.00,1000000000.00,1000000000.00,1000000000.00,20,20.0,2840.00,4780.00,3200.00,2980.00,7220.00,5060.00,2980.00,3160.00,1900.00,3060.00,2940.00,5040.00,2380.00,5560.00,2880.00,2960.00,2820.00,5180.00,2880.00,2980.00
2,0.05,1000000000.00,1000000000.00,1000000000.00,1000000000.00,1000000000.00,1000000000.00,1000000000.00,1000000000.00,20,20.0,5480.00,4840.00,6800.00,2780.00,6680.00,3100.00,3120.00,5440.00,680.00,2860.00,3760.00,3020.00,4900.00,2140.00,3040.00,2780.00,3060.00,3100.00,2280.00,6060.00
3,0.05,1000000000.00,1000000000.00,1000000000.00,1000000000.00,1000000000.00,1000000000.00,1000000000.00,1000000000.00,20,20.0,3020.00,3080.00,4620.00,7120.00,3120.00,2960.00,4680.00,6100.00,3140.00,2140.00,2120.00,5940.00,2920.00,2780.00,6980.00,2840.00,2960.00,5140.00,5120.00,5520.00
4,0.05,1000000000.00,1000000000.00,1000000000.00,1000000000.00,1000000000.00,1000000000.00,1000000000.00,1000000000.00,20,20.0,6500.00,2800.00,2880.00,6020.00,3200.00,2640.00,6220.00,2880.00,2520.00,2640.00,2660.00,1900.00,2940.00,3120.00,3120.00,2900.00,3120.00,3240.00,6060.00,5140.00
5,0.05,1000000000.00,1000000000.00,1000000000.00,1000000000.00,1000000000.00,1000000000.00,1000000000.00,1000000000.00,20,20.0,2720.00,3160.00,3000.00,3120.00,2820.00,6680.00,2420.00,2660.00,2940.00,4460.00,2980.00,2840.00,2960.00,7240.00,2560.00,2600.00,2840.00,2400.00,3040.00,3760.00
6,0.05,1000000000.00,1000000000.00,1000000000.00,1000000000.00,1000000000.00,1000000000.00,1000000000.00,1000000000.00,20,20.0,2980.00,3020.00,2800.00,3060.00,2300.00,2960.00,820.00,2300.00,3020.00,5800.00,4080.00,3500.00,2480.00,3200.00,5960.00,2880.00,3080.00,7140.00,3860.00,6680.00
7,0.05,1000000000.00,1000000000.00,1000000000.00,1000000000.00,1000000000.00,1000000000.00,1000000000.00,1000000000.00,20,20.0,2620.00,6880.00,3360.00,6280.00,5300.00,5140.00,5820.00,2620.00,3140.00,2580.00,6000.00,3420.00,6160.00,4800.00,6780.00,2300.00,2280.00,3100.00,3020.00,3000.00
8,0.05,1000000000.00,1000000000.00,1000000000.00,1000000000.00,1000000000.00,1000000000.00,1000000000.00,1000000000.00,20,20.0,3720.00,2040.00,3160.00,6480.00,2720.00,2860.00,2960.00,1800.00,5600.00,4880.00,6720.00,3560.00,7420.00,3100.00,3160.00,6800.00,2020.00,2880.00,4120.00,2640.00
9,0.05,1000000000.00,1000000000.00,1000000000.00,1000000000.00,1000000000.00,1000000000.00,1000000000.00,1000000000.00,20,20.0,2960.00,2600.00,3100.00,5200.00,2840.00,2920.00,2780.00,2540.00,3000.00,5880.00,2780.00,4900.00,3140.00,2820.00,3120.00,2940.00,6780.00,3020.00,2320.00,2500.00
10,0.05,1000000000.00,1000000000.00,1000000000.00,1000000000.00,1000000000.00,1000000000.00,1000000000.00,1000000000.00,20,20.0,5380.00,2800.00,6420.00,2680.00,6640.00,4820.00,6120.00,6820.00,3280.00,6640.00,2740.00,2960.00,2900.00,2520.00,6060.00,5240.00,2300.00,5640.00,1980.00,2940.00
11,0.05,1000000000.00,1000000000.00,1000000000.00,1000000000.00,1000000000.00,1000000000.00,1000000000.00,1000000000.00,20,20.0,5400.00,5880.00,2700.00,7120.00,5220.00,3040.00,680.00,2680.00,3060.00,3060.00,5540.00,3020.00,6420.00,2880.00,2880.00,3000.00,7440.00,3300.00,2900.00,3600.00
12,0.05,1000000000.00,1000000000.00,1000000000.00,1000000000.00,1000000000.00,1000000000.00,1000000000.00,1000000000.00,20,20.0,4820.00,2680.00,2920.00,2520.00,3020.00,6620.00,3960.00,3120.00,6060.00,2260.00,2780.00,2680.00,5680.00,4720.00,2960.00,2820.00,2900.00,2980.00,2800.00,2140.00
13,0.05,1000000000.00,1000000000.00,1000000000.00,1000000000.00,1000000000.00,1000000000.00,1000000000.00,1000000000.00,20,20.0,3000.00,2300.00,2080.00,2760.00,3020.00,5860.00,5700.00,5240.00,2920.00,6060.00,6220.00,6720.00,2780.00,7080.00,5140.00,2820.00,2900.00,3140.00,2900.00,2980.00
14,0.05,1000000000.00,1000000000.00,1000000000.00,1000000000.00,1000000000.00,1000000000.00,1000000000.00,1000000000.00,20,20.0,2240.00,2320.00,2680.00,2840.00,2680.00,3720.00,5800.00,3020.00,2400.00,5120.00,5320.00,2680.00,3000.00,6360.00,2980.00,2480.00,3180.00,5300.00,2120.00,3360.00
15,0.05,1000000000.00,1000000000.00,1000000000.00,1000000000.00,1000000000.00,1000000000.00,1000000000.00,1000000000.00,20,20.0,2800.00,6920.00,6200.00,2880.00,1840.00,5560.00,2120.00,2980.00,5680.00,2660.00,6080.00,2940.00,6440.00,2700.00,5460.00,2640.00,2960.00,3060.00,6220.00,2900.00
