1,0.28,1000000000.00,1000000000.00,1000000000.00,1000000000.00,1000000000.00,1000000000.00,1000000000.00,1000000000.00,20,20.0,2680.00,5380.00,3740.00,2580.00,3060.00,3160.00,3140.00,3140.00,4260.00,5940.00,3120.00,3820.00,2960.00,2640.00,2560.00,5720.00,2360.00,2580.00,4860.00,5640.00
2,0.58,1000000000.00,1000000000.00,1000000000.00,1000000000.00,1000000000.00,1000000000.00,1000000000.00,1000000000.00,20,20.0,2940.00,5200.00,5700.00,2900.00,4540.00,2780.00,2160.00,5260.00,3140.00,2320.00,3040.00,2980.00,3080.00,2740.00,3060.00,2900.00,2360.00,6100.00,3600.00,3920.00
3,0.62,1000000000.00,1000000000.00,0.11,0.07,0.05,1000000000.00,0.11,1000000000.00,19,21.0,6594.00,3192.00,7539.00,2919.00,3276.00,5124.00,2877.00,3003.00,2919.00,5817.00,3003.00,1995.00,3255.00,2520.00,5313.00,3087.00,2961.00,6237.00,5922.00
4,0.62,1000000000.00,1000000000.00,62.52,80.18,0.05,85.07,0.11,80.18,18,22.0,5742.00,2904.00,3344.00,5610.00,2926.00,792.00,2948.00,4950.00,3080.00,4884.00,2838.00,3168.00,3344.00,4664.00,1782.00,3124.00,2948.00,4136.00
5,0.53,1000000000.00,1000000000.00,62.52,80.18,0.05,85.07,0.11,80.18,18,22.0,6512.00,1584.00,2772.00,3146.00,6644.00,3388.00,3168.00,3278.00,5478.00,5830.00,1848.00,6842.00,3102.00,5764.00,3344.00,3388.00,3256.00,3124.00
6,0.60,1000000000.00,1000000000.00,62.52,80.18,0.05,85.07,0.11,80.18,18,22.0,5830.00,6358.00,3278.00,4202.00,7480.00,7964.00,3344.00,3344.00,7282.00,7172.00,5764.00,5082.00,3124.00,2596.00,6622.00,3432.00,1540.00,3432.00
7,0.23,1000000000.00,1000000000.00,62.52,80.18,0.05,85.07,0.11,80.18,18,22.0,3080.00,7040.00,2948.00,8382.00,3586.00,3036.00,7326.00,3300.00,3388.00,7084.00,3872.00,3388.00,3146.00,3520.00,6050.00,2970.00,7392.00,6842.00
8,0.11,1000000000.00,1000000000.00,62.52,80.18,0.05,85.07,0.11,80.18,18,22.0,2706.00,6050.00,6952.00,5148.00,3256.00,7128.00,2420.00,3256.00,3190.00,7040.00,2970.00,3146.00,7282.00,3344.00,2178.00,1848.00,5434.00,7282.00
9,0.49,1000000000.00,1000000000.00,62.52,80.18,0.05,85.07,0.11,80.18,18,22.0,5764.00,3168.00,3916.00,2750.00,2816.00,3432.00,3322.00,2926.00,3542.00,3102.00,5698.00,6908.00,6490.00,3014.00,6534.00,6204.00,6930.00,3058.00
10,0.62,1000000000.00,1000000000.00,62.52,80.18,0.05,85.07,0.11,80.18,18,22.0,3124.00,3344.00,3410.00,3410.00,3410.00,3058.00,3168.00,3872.00,6886.00,7238.00,2816.00,3190.00,4004.00,3344.00,6864.00,3058.00,5764.00,5522.00
11,0.66,1000000000.00,1000000000.00,62.52,80.18,0.05,85.07,0.11,80.18,18,22.0,3564.00,3036.00,3124.00,2992.00,3696.00,3212.00,5720.00,3058.00,2662.00,3432.00,3300.00,3190.00,3476.00,4598.00,2926.00,3058.00,5016.00,5940.00
12,0.68,1000000000.00,1000000000.00,7.16,6.98,0.05,7.38,0.11,6.98,17,23.0,3243.00,5451.00,7176.00,6900.00,6670.00,3358.00,3404.00,2714.00,4393.00,3588.00,3197.00,4899.00,5267.00,3404.00,3358.00,2438.00,4186.00
13,0.67,1000000000.00,1000000000.00,0.87,0.88,0.05,0.86,0.11,0.88,16,24.0,6264.00,3576.00,3384.00,3024.00,3576.00,8808.00,4416.00,7104.00,7440.00,2928.00,3480.00,5592.00,3576.00,2040.00,3144.00,3576.00
14,0.68,1000000000.00,1000000000.00,0.87,0.88,0.05,0.86,0.11,0.88,16,24.0,3624.00,3432.00,3408.00,8088.00,3672.00,7968.00,3480.00,4920.00,3840.00,2640.00,3144.00,7296.00,3144.00,2880.00,3552.00,7536.00
15,0.68,1000000000.00,1000000000.00,0.87,0.88,0.05,0.86,0.11,0.88,16,24.0,3240.00,696.00,3744.00,6384.00,3600.00,6648.00,3528.00,2160.00,3576.00,2952.00,3816.00,3648.00,8160.00,3720.00,7920.00,3624.00
16,0.69,1000000000.00,1000000000.00,0.87,0.88,0.05,0.86,0.11,0.88,16,24.0,2592.00,3528.00,3528.00,2856.00,3384.00,3504.00,2664.00,3192.00,7008.00,552.00,2712.00,2736.00,3528.00,5640.00,7608.00,3312.00
17,0.28,1000000000.00,1000000000.00,0.87,0.88,0.05,0.86,0.11,0.88,16,24.0,3360.00,3480.00,3744.00,8592.00,3456.00,6984.00,6768.00,2208.00,3600.00,3528.00,3648.00,3816.00,6576.00,3336.00,3624.00,7464.00
18,0.05,1000000000.00,1000000000.00,0.87,0.88,0.05,0.86,0.11,0.88,16,24.0,3216.00,3336.00,6864.00,7464.00,3600.00,5544.00,3432.00,7176.00,7008.00,3120.00,2976.00,2880.00,8496.00,3720.00,3048.00,2904.00
19,0.21,1000000000.00,1000000000.00,0.87,0.88,0.05,0.86,0.11,0.88,16,24.0,7080.00,7128.00,5088.00,7824.00,5928.00,3696.00,3600.00,3048.00,3312.00,3192.00,7536.00,6816.00,5424.00,5496.00,4536.00,3216.00
20,0.24,1000000000.00,1000000000.00,0.87,0.88,0.05,0.86,0.11,0.88,16,24.0,7176.00,7176.00,3408.00,3480.00,3576.00,3840.00,7848.00,5088.00,5376.00,3792.00,7032.00,1032.00,3168.00,3432.00,6456.00,3240.00
21,0.37,1000000000.00,1000000000.00,0.87,0.88,0.05,0.86,0.11,0.88,16,24.0,7224.00,7032.00,5856.00,3216.00,5472.00,3672.00,3528.00,3408.00,3264.00,3456.00,7008.00,2832.00,3576.00,3888.00,3336.00,2976.00
22,0.10,1000000000.00,1000000000.00,0.87,0.88,0.05,0.86,0.11,0.88,16,24.0,3312.00,3696.00,3480.00,3648.00,3984.00,3024.00,3624.00,3048.00,7728.00,7800.00,3144.00,2832.00,2904.00,4704.00,4584.00,6264.00
23,0.05,1000000000.00,1000000000.00,0.87,0.88,0.05,0.86,0.11,0.88,16,24.0,3360.00,7776.00,2808.00,7272.00,3504.00,3216.00,7464.00,3312.00,3624.00,3672.00,3552.00,7176.00,2808.00,3504.00,3720.00,5520.00
24,0.05,1000000000.00,1000000000.00,0.87,0.88,0.05,0.86,0.11,0.88,16,24.0,5832.00,7296.00,2736.00,3216.00,1296.00,3408.00,3480.00,3696.00,7608.00,2640.00,3312.00,7296.00,7920.00,3480.00,3192.00,7776.00
25,0.05,1000000000.00,1000000000.00,0.87,0.88,0.05,0.86,0.11,0.88,16,24.0,7320.00,3456.00,6192.00,8688.00,3552.00,3288.00,3336.00,7032.00,7392.00,3528.00,3432.00,3432.00,3456.00,8328.00,2568.00,3864.00
26,0.05,1000000000.00,1000000000.00,0.87,0.88,0.05,0.86,0.11,0.88,16,24.0,3096.00,5016.00,3528.00,3216.00,3408.00,6600.00,3480.00,6840.00,3264.00,7008.00,6072.00,3240.00,7440.00,3456.00,3696.00,3768.00
27,0.05,1000000000.00,1000000000.00,0.87,0.88,0.05,0.86,0.11,0.88,16,24.0,3432.00,7128.00,2784.00,3648.00,6480.00,3624.00,5016.00,3720.00,6984.00,3336.00,3408.00,3432.00,5184.00,3216.00,7848.00,7056.00
28,0.05,1000000000.00,1000000000.00,0.87,0.88,0.05,0.86,0.11,0.88,16,24.0,3528.00,3792.00,3744.00,7032.00,3432.00,6384.00,7440.00,7512.00,3624.00,6984.00,3840.00,3360.00,3456.00,6432.00,2976.00,3768.00
29,0.05,1000000000.00,1000000000.00,0.87,0.88,0.05,0.86,0.11,0.88,16,24.0,2640.00,2424.00,5112.00,3168.00,3432.00,6288.00,6648.00,3672.00,9144.00,3360.00,6984.00,7344.00,6696.00,3288.00,2664.00,3624.00
30,0.05,1000000000.00,1000000000.00,0.87,0.88,0.05,0.86,0.11,0.88,16,24.0,6576.00,3528.00,4104.00,3336.00,5952.00,5184.00,3600.00,7224.00,7272.00,1752.00,5784.00,3552.00,3288.00,4488.00,6240.00,6048.00
31,0.05,1000000000.00,1000000000.00,0.87,0.88,0.05,0.86,0.11,0.88,16,24.0,5592.00,3504.00,3336.00,7896.00,3648.00,3072.00,4320.00,5376.00,3264.00,6984.00,3768.00,3456.00,7104.00,3384.00,6672.00,6456.00
32,0.05,1000000000.00,1000000000.00,0.87,0.88,0.05,0.86,0.11,0.88,16,24.0,5064.00,3672.00,6144.00,3192.00,4944.00,3312.00,3552.00,3072.00,6480.00,2376.00,3552.00,6552.00,3528.00,5040.00,3264.00,4368.00
33,0.05,1000000000.00,1000000000.00,0.87,0.88,0.05,0.86,0.11,0.88,16,24.0,7944.00,3768.00,2520.00,6264.00,3840.00,3144.00,3528.00,7464.00,3288.00,3720.00,3720.00,8208.00,3576.00,4752.00,3264.00,6072.00
34,0.05,1000000000.00,1000000000.00,0.87,0.88,0.05,0.86,0.11,0.88,16,24.0,3672.00,3384.00,6648.00,8064.00,3792.00,3480.00,7056.00,3600.00,2568.00,3648.00,8712.00,7776.00,6432.00,7488.00,3552.00,3072.00
35,0.05,1000000000.00,1000000000.00,0.87,0.88,0.05,0.86,0.11,0.88,16,24.0,3480.00,3912.00,3408.00,3720.00,7032.00,6072.00,3360.00,3384.00,3288.00,3576.00,3456.00,7536.00,7512.00,3600.00,3144.00,7368.00
36,0.05,1000000000.00,1000000000.00,0.87,0.88,0.05,0.86,0.11,0.88,16,24.0,3768.00,6672.00,3576.00,3288.00,7848.00,3744.00,3360.00,2616.00,3384.00,3552.00,3264.00,3528.00,1344.00,3576.00,3600.00,3672.00
37,0.05,1000000000.00,1000000000.00,0.87,0.88,0.05,0.86,0.11,0.88,16,24.0,8184.00,3792.00,3648.00,3432.00,3312.00,6672.00,3504.00,7992.00,3192.00,5304.00,3672.00,3336.00,4680.00,3408.00,3144.00,3360.00
38,0.05,1000000000.00,1000000000.00,0.87,0.88,0.05,0.86,0.11,0.88,16,24.0,3408.00,3528.00,7728.00,6816.00,7224.00,4704.00,8688.00,2976.00,6816.00,7272.00,3672.00,2256.00,1296.00,3720.00,6552.00,384.00
39,0.05,1000000000.00,1000000000.00,0.87,0.88,0.05,0.86,0.11,0.88,16,24.0,3384.00,2280.00,9720.00,2952.00,6840.00,7752.00,6168.00,7824.00,3576.00,3504.00,2808.00,3744.00,3480.00,3072.00,5496.00,2760.00
40,0.05,1000000000.00,1000000000.00,0.87,0.88,0.05,0.86,0.11,0.88,16,24.0,3600.00,6984.00,3624.00,2880.00,3744.00,6552.00,7488.00,3720.00,3672.00,2856.00,3600.00,7008.00,8808.00,3792.00,6960.00,3432.00
41,0.05,1000000000.00,1000000000.00,0.87,0.88,0.05,0.86,0.11,0.88,16,24.0,3144.00,5904.00,3288.00,8016.00,3768.00,3216.00,7296.00,3000.00,6384.00,3576.00,3864.00,3768.00,5544.00,3408.00,3360.00,3240.00
42,0.05,1000000000.00,1000000000.00,0.87,0.88,0.05,0.86,0.11,0.88,16,24.0,7176.00,3312.00,7920.00,3384.00,3456.00,3864.00,3600.00,3480.00,2760.00,8712.00,5544.00,8928.00,3744.00,6672.00,3216.00,7320.00
43,0.05,1000000000.00,1000000000.00,0.87,0.88,0.05,0.86,0.11,0.88,16,24.0,7584.00,7848.00,7704.00,2952.00,9144.00,3984.00,6888.00,3216.00,3384.00,5712.00,3264.00,3600.00,3456.00,2568.00,3720.00,3576.00
44,0.05,1000000000.00,1000000000.00,0.87,0.88,0.05,0.86,0.11,0.88,16,24.0,6024.00,3624.00,3456.00,5040.00,3792.00,3096.00,4320.00,2760.00,3696.00,3744.00,3600.00,6600.00,6240.00,3744.00,7704.00,7560.00
45,0.05,1000000000.00,1000000000.00,0.87,0.88,0.05,0.86,0.11,0.88,16,24.0,2328.00,3648.00,3000.00,6552.00,2160.00,4680.00,3792.00,2760.00,3216.00,6816.00,3696.00,6360.00,3552.00,7608.00,3720.00,3240.00
46,0.05,1000000000.00,1000000000.00,0.87,0.88,0.05,0.86,0.11,0.88,16,24.0,3240.00,7248.00,2952.00,3552.00,3768.00,3528.00,6408.00,8232.00,3600.00,3648.00,8400.00,3000.00,7752.00,6960.00,3672.00,8496.00
47,0.05,1000000000.00,1000000000.00,0.87,0.88,0.05,0.86,0.11,0.88,16,24.0,7200.00,2736.00,4368.00,3504.00,8688.00,3312.00,3288.00,7680.00,8256.00,3696.00,2880.00,5808.00,7272.00,2760.00,3216.00,4800.00
