1,0.49,1000000000.00,1000000000.00,1000000000.00,1000000000.00,1000000000.00,1000000000.00,1000000000.00,1000000000.00,10,10.0,1150.00,1000.00,2560.00,2110.00,1400.00,1390.00,1390.00,2210.00,2790.00,2260.00
2,0.56,1000000000.00,1000000000.00,1000000000.00,1000000000.00,1000000000.00,1000000000.00,1000000000.00,1000000000.00,10,10.0,1470.00,2900.00,1490.00,3270.00,1420.00,1370.00,3470.00,2920.00,2370.00,1560.00
3,0.57,1000000000.00,1000000000.00,8.21,6.57,8.41,1000000000.00,8.21,1000000000.00,9,11.0,1331.00,1441.00,2376.00,1342.00,3025.00,1672.00,2882.00,1694.00,1661.00
4,0.57,1000000000.00,1000000000.00,3.01,3.72,8.41,4.27,8.21,3.72,8,10.0,1460.00,1490.00,3130.00,2860.00,2670.00,1540.00,3110.00,3810.00
5,0.58,1000000000.00,1000000000.00,3.01,3.72,8.41,4.27,8.21,3.72,8,10.0,2920.00,1500.00,2960.00,1530.00,1470.00,3720.00,3470.00,2120.00
6,0.59,1000000000.00,1000000000.00,3.01,3.72,8.41,4.27,8.21,3.72,8,10.0,1460.00,1430.00,1480.00,2990.00,2560.00,1980.00,2810.00,1490.00
7,0.61,1000000000.00,1000000000.00,1.46,0.94,1.64,4.27,1.46,3.72,7,11.0,1529.00,4026.00,1507.00,3663.00,1232.00,1584.00,1958.00
8,0.60,1000000000.00,1000000000.00,1.28,1.54,1.64,1.22,1.46,1.54,6,10.0,1560.00,1530.00,1470.00,2960.00,1370.00,2510.00
9,0.61,1000000000.00,1000000000.00,1.28,1.54,1.64,1.22,1.46,1.54,6,10.0,1390.00,1590.00,2170.00,1180.00,1560.00,3370.00
10,0.61,1000000000.00,1000000000.00,1.28,1.54,1.64,1.22,1.46,1.54,6,10.0,1500.00,1550.00,1230.00,2860.00,3310.00,2980.00
11,0.59,1000000000.00,1000000000.00,1.28,1.54,1.64,1.22,1.46,1.54,6,10.0,1470.00,2300.00,1320.00,2900.00,3270.00,3460.00
12,0.60,1000000000.00,1000000000.00,1.28,1.54,1.64,1.22,1.46,1.54,6,10.0,1480.00,1970.00,3050.00,3130.00,950.00,1760.00
13,0.61,1000000000.00,1000000000.00,1.28,1.54,1.64,1.22,1.46,1.54,6,10.0,3270.00,2770.00,900.00,1790.00,2050.00,1430.00
14,0.63,1000000000.00,1000000000.00,1.28,1.54,1.64,1.22,1.46,1.54,6,10.0,1530.00,2590.00,1260.00,1490.00,2070.00,1440.00
15,0.59,10000000000.00,10000000000.00,3.12,3.71,5.32,12.22,3.12,15.35,5,11.0,2728.00,3300.00,1529.00,4037.00,1672.00
16,0.61,10000000000.00,10000000000.00,3.12,3.71,5.32,12.22,3.12,15.35,5,11.0,1617.00,2365.00,1628.00,1496.00,3267.00
17,0.62,10000000000.00,10000000000.00,3.12,3.71,5.32,12.22,3.12,15.35,5,11.0,3091.00,1727.00,1529.00,1639.00,2882.00
18,0.61,10000000000.00,10000000000.00,3.12,3.71,5.32,12.22,3.12,15.35,5,11.0,1672.00,1518.00,1474.00,1606.00,1683.00
19,0.59,10000000000.00,10000000000.00,3.12,3.71,5.32,12.22,3.12,15.35,5,11.0,3278.00,3421.00,1551.00,2761.00,1133.00
20,0.60,10000000000.00,10000000000.00,3.12,3.71,5.32,12.22,3.12,15.35,5,11.0,2101.00,1617.00,1683.00,1628.00,1584.00
21,0.61,10000000000.00,10000000000.00,3.12,3.71,5.32,12.22,3.12,15.35,5,11.0,1353.00,1243.00,1683.00,1573.00,2860.00
22,0.64,10000000000.00,10000000000.00,3.12,3.71,5.32,12.22,3.12,15.35,5,11.0,2893.00,1573.00,3355.00,1430.00,3080.00
23,0.61,10000000000.00,10000000000.00,0.41,0.36,5.32,0.65,3.12,0.36,4,10.0,1460.00,1310.00,1260.00,2730.00
24,0.62,10000000000.00,10000000000.00,0.41,0.36,5.32,0.65,3.12,0.36,4,10.0,1260.00,2640.00,1510.00,1540.00
25,0.62,10000000000.00,10000000000.00,0.41,0.36,5.32,0.65,3.12,0.36,4,10.0,1350.00,3260.00,2540.00,2950.00
26,0.63,10000000000.00,10000000000.00,0.41,0.36,5.32,0.65,3.12,0.36,4,10.0,1280.00,2580.00,1510.00,2450.00
27,0.61,10000000000.00,10000000000.00,0.41,0.36,5.32,0.65,3.12,0.36,4,10.0,1520.00,2590.00,1220.00,1380.00
28,0.57,10000000000.00,10000000000.00,0.41,0.36,5.32,0.65,3.12,0.36,4,10.0,2860.00,3510.00,3170.00,1520.00
29,0.57,10000000000.00,10000000000.00,0.41,0.36,5.32,0.65,3.12,0.36,4,10.0,2980.00,2590.00,3340.00,2470.00
30,0.61,10000000000.00,10000000000.00,0.41,0.36,5.32,0.65,3.12,0.36,4,10.0,1150.00,1490.00,1450.00,1880.00
31,0.62,10000000000.00,10000000000.00,0.41,0.36,5.32,0.65,3.12,0.36,4,10.0,3300.00,1350.00,1610.00,2790.00
32,0.61,10000000000.00,10000000000.00,0.41,0.36,5.32,0.65,3.12,0.36,4,10.0,2830.00,1550.00,2340.00,1560.00
33,0.62,10000000000.00,10000000000.00,0.41,0.36,5.32,0.65,3.12,0.36,4,10.0,1550.00,2080.00,3080.00,1140.00
34,0.62,10000000000.00,10000000000.00,0.41,0.36,5.32,0.65,3.12,0.36,4,10.0,3180.00,1480.00,2660.00,1460.00
35,0.62,10000000000.00,10000000000.00,0.41,0.36,5.32,0.65,3.12,0.36,4,10.0,2070.00,2600.00,3110.00,1520.00
36,0.63,10000000000.00,10000000000.00,0.41,0.36,5.32,0.65,3.12,0.36,4,10.0,1560.00,1980.00,1060.00,1800.00
37,0.63,10000000000.00,10000000000.00,0.41,0.36,5.32,0.65,3.12,0.36,4,10.0,3340.00,1210.00,1540.00,1390.00
38,0.60,10000000000.00,10000000000.00,0.41,0.36,5.32,0.65,3.12,0.36,4,10.0,1390.00,1410.00,1540.00,1340.00
39,0.64,10000000000.00,10000000000.00,0.41,0.36,5.32,0.65,3.12,0.36,4,10.0,1340.00,2130.00,1440.00,2540.00
40,0.61,10000000000.00,10000000000.00,0.41,0.36,5.32,0.65,3.12,0.36,4,10.0,1480.00,1550.00,1330.00,1540.00
41,0.61,10000000000.00,10000000000.00,0.41,0.36,5.32,0.65,3.12,0.36,4,10.0,3410.00,1370.00,2670.00,800.00
42,0.61,10000000000.00,10000000000.00,0.41,0.36,5.32,0.65,3.12,0.36,4,10.0,3420.00,1550.00,3660.00,3460.00
43,0.63,10000000000.00,10000000000.00,0.41,0.36,5.32,0.65,3.12,0.36,4,10.0,3170.00,1400.00,1530.00,930.00
44,0.62,10000000000.00,10000000000.00,0.41,0.36,5.32,0.65,3.12,0.36,4,10.0,1570.00,1510.00,1540.00,3010.00
45,0.61,10000000000.00,10000000000.00,0.41,0.36,5.32,0.65,3.12,0.36,4,10.0,1210.00,1230.00,1440.00,1360.00
46,0.60,10000000000.00,10000000000.00,0.41,0.36,5.32,0.65,3.12,0.36,4,10.0,1430.00,1530.00,1540.00,1490.00
47,0.60,10000000000.00,10000000000.00,0.41,0.36,5.32,0.65,3.12,0.36,4,10.0,2470.00,3620.00,2660.00,350.00
48,0.60,10000000000.00,10000000000.00,0.41,0.36,5.32,0.65,3.12,0.36,4,10.0,1410.00,1500.00,1510.00,2050.00
49,0.62,10000000000.00,10000000000.00,0.41,0.36,5.32,0.65,3.12,0.36,4,10.0,1410.00,1510.00,2670.00,1420.00
