1,0.10,1000000000.00,1000000000.00,1000000000.00,1000000000.00,1000000000.00,1000000000.00,1000000000.00,1000000000.00,20,20.0,40.00,600.00,600.00,240.00,20.00,2380.00,540.00,580.00,600.00,600.00,40.00,20.00,600.00,660.00,2220.00,600.00,600.00,2520.00,600.00,600.00
2,0.19,1000000000.00,1000000000.00,1000000000.00,1000000000.00,1000000000.00,1000000000.00,1000000000.00,1000000000.00,20,20.0,600.00,520.00,600.00,580.00,600.00,600.00,600.00,600.00,600.00,600.00,600.00,2060.00,2360.00,1040.00,600.00,280.00,6320.00,600.00,320.00,860.00
3,0.29,1000000000.00,1000000000.00,0.60,0.12,1.80,1000000000.00,0.60,1000000000.00,19,21.0,630.00,630.00,588.00,378.00,630.00,609.00,2562.00,630.00,1092.00,630.00,609.00,273.00,630.00,630.00,21.00,42.00,588.00,2079.00,1974.00
4,0.41,1000000000.00,1000000000.00,0.90,1.24,1.80,0.81,0.60,1.24,18,22.0,2662.00,660.00,22.00,638.00,44.00,638.00,660.00,660.00,660.00,2772.00,660.00,616.00,660.00,2706.00,2596.00,748.00,2684.00,770.00
5,0.45,1000000000.00,1000000000.00,0.21,1.56,1.80,2.08,0.60,1.56,17,23.0,1932.00,690.00,690.00,552.00,690.00,667.00,690.00,690.00,115.00,529.00,690.00,23.00,690.00,690.00,345.00,2714.00,690.00
6,0.46,1000000000.00,1000000000.00,10.30,6.40,1.80,8.97,0.60,6.40,16,24.0,288.00,432.00,720.00,2136.00,720.00,1032.00,24.00,2304.00,696.00,552.00,288.00,720.00,1176.00,648.00,720.00,720.00
7,0.50,1000000000.00,1000000000.00,10.30,6.40,1.80,8.97,0.60,6.40,16,24.0,24.00,720.00,672.00,1128.00,2304.00,720.00,696.00,648.00,696.00,2400.00,168.00,432.00,696.00,720.00,600.00,120.00
8,0.55,1000000000.00,1000000000.00,0.97,0.61,1.80,0.73,0.60,0.61,15,25.0,650.00,725.00,3075.00,2625.00,75.00,150.00,2750.00,750.00,600.00,3125.00,675.00,750.00,850.00,825.00,1725.00
9,0.58,1000000000.00,1000000000.00,0.70,1.78,1.80,1.46,0.60,1.78,14,26.0,598.00,780.00,442.00,780.00,260.00,2574.00,754.00,780.00,780.00,780.00,3250.00,2600.00,780.00,780.00
10,0.60,1000000000.00,1000000000.00,0.76,0.36,1.80,0.52,0.60,0.36,13,27.0,702.00,783.00,783.00,810.00,3240.00,459.00,621.00,2160.00,702.00,756.00,810.00,756.00,810.00
11,0.59,1000000000.00,1000000000.00,5.13,4.10,1.80,4.00,0.60,4.10,12,28.0,168.00,700.00,840.00,840.00,560.00,840.00,252.00,3276.00,224.00,812.00,924.00,812.00
12,0.62,1000000000.00,1000000000.00,5.13,4.10,1.80,4.00,0.60,4.10,12,28.0,28.00,840.00,840.00,3444.00,784.00,3248.00,840.00,840.00,532.00,2968.00,840.00,840.00
13,0.63,1000000000.00,1000000000.00,1.52,1.19,1.80,1.36,0.60,1.19,11,29.0,870.00,870.00,493.00,290.00,870.00,754.00,2233.00,870.00,3567.00,3567.00,696.00
14,0.63,1000000000.00,1000000000.00,1.01,1.40,1.80,1.15,0.60,1.40,10,30.0,30.00,900.00,390.00,660.00,930.00,510.00,990.00,3390.00,3030.00,900.00
15,0.64,1000000000.00,1000000000.00,1.01,1.40,1.80,1.15,0.60,1.40,10,30.0,900.00,780.00,900.00,900.00,1020.00,2760.00,900.00,870.00,270.00,240.00
16,0.63,1000000000.00,1000000000.00,1.01,1.40,1.80,1.15,0.60,1.40,10,30.0,270.00,780.00,300.00,900.00,300.00,900.00,120.00,120.00,30.00,870.00
17,0.66,1000000000.00,1000000000.00,1.01,1.40,1.80,1.15,0.60,1.40,10,30.0,450.00,870.00,3000.00,900.00,720.00,900.00,870.00,720.00,900.00,810.00
18,0.67,1000000000.00,1000000000.00,0.70,1.11,1.80,1.54,0.60,1.11,9,31.0,651.00,899.00,899.00,930.00,930.00,899.00,930.00,930.00,2418.00
19,0.68,1000000000.00,1000000000.00,1.29,0.92,1.80,0.77,0.60,0.92,8,32.0,960.00,960.00,928.00,1120.00,1120.00,960.00,960.00,768.00
20,0.67,1000000000.00,1000000000.00,0.36,0.21,1.80,0.15,0.60,0.21,7,33.0,990.00,33.00,2409.00,990.00,825.00,990.00,957.00
21,0.69,1000000000.00,1000000000.00,0.36,0.21,1.80,0.15,0.60,0.21,7,33.0,1155.00,990.00,990.00,990.00,990.00,957.00,990.00
22,0.65,1000000000.00,1000000000.00,0.36,0.21,1.80,0.15,0.60,0.21,7,33.0,990.00,198.00,4059.00,363.00,990.00,231.00,3168.00
23,0.65,1000000000.00,1000000000.00,0.36,0.21,1.80,0.15,0.60,0.21,7,33.0,990.00,66.00,990.00,957.00,990.00,990.00,891.00
24,0.68,1000000000.00,1000000000.00,0.36,0.21,1.80,0.15,0.60,0.21,7,33.0,66.00,990.00,726.00,990.00,759.00,198.00,924.00
25,0.70,1000000000.00,1000000000.00,0.36,0.21,1.80,0.15,0.60,0.21,7,33.0,990.00,990.00,990.00,561.00,990.00,4059.00,957.00
26,0.62,1000000000.00,1000000000.00,14.13,17.55,1.80,40.04,0.60,17.55,6,34.0,918.00,816.00,1020.00,34.00,34.00,1020.00
27,0.67,1000000000.00,1000000000.00,14.13,17.55,1.80,40.04,0.60,17.55,6,34.0,986.00,408.00,1020.00,986.00,850.00,1020.00
28,0.71,1000000000.00,1000000000.00,14.13,17.55,1.80,40.04,0.60,17.55,6,34.0,2822.00,3978.00,1020.00,3978.00,3060.00,3706.00
29,0.71,1000000000.00,1000000000.00,0.46,0.69,1.80,0.60,0.60,0.69,5,35.0,1050.00,1050.00,1050.00,3990.00,1050.00
30,0.69,1000000000.00,1000000000.00,0.46,0.69,1.80,0.60,0.60,0.69,5,35.0,35.00,1050.00,245.00,945.00,1050.00
31,0.60,1000000000.00,1000000000.00,0.46,0.69,1.80,0.60,0.60,0.69,5,35.0,1050.00,3780.00,1050.00,280.00,420.00
32,0.69,1000000000.00,1000000000.00,0.46,0.69,1.80,0.60,0.60,0.69,5,35.0,4375.00,1015.00,3990.00,1050.00,3360.00
33,0.69,1000000000.00,1000000000.00,0.46,0.69,1.80,0.60,0.60,0.69,5,35.0,595.00,1050.00,945.00,1050.00,1050.00
34,0.69,1000000000.00,1000000000.00,0.46,0.69,1.80,0.60,0.60,0.69,5,35.0,840.00,4130.00,980.00,1050.00,175.00
35,0.67,1000000000.00,1000000000.00,0.46,0.69,1.80,0.60,0.60,0.69,5,35.0,1050.00,315.00,770.00,665.00,665.00
36,0.70,1000000000.00,1000000000.00,0.46,0.69,1.80,0.60,0.60,0.69,5,35.0,2975.00,805.00,875.00,560.00,1015.00
37,0.69,1000000000.00,1000000000.00,0.46,0.69,1.80,0.60,0.60,0.69,5,35.0,1050.00,1050.00,1050.00,700.00,1155.00
38,0.70,1000000000.00,1000000000.00,0.46,0.69,1.80,0.60,0.60,0.69,5,35.0,700.00,140.00,1050.00,4550.00,1050.00
39,0.70,1000000000.00,1000000000.00,0.46,0.69,1.80,0.60,0.60,0.69,5,35.0,1050.00,1050.00,1015.00,1050.00,1015.00
40,0.69,1000000000.00,1000000000.00,0.46,0.69,1.80,0.60,0.60,0.69,5,35.0,875.00,4480.00,1050.00,490.00,1015.00
41,0.69,1000000000.00,1000000000.00,0.46,0.69,1.80,0.60,0.60,0.69,5,35.0,980.00,560.00,1050.00,2275.00,630.00
42,0.70,1000000000.00,1000000000.00,0.46,0.69,1.80,0.60,0.60,0.69,5,35.0,35.00,70.00,700.00,980.00,1015.00
43,0.73,1000000000.00,1000000000.00,0.46,0.69,1.80,0.60,0.60,0.69,5,35.0,1050.00,4305.00,280.00,770.00,1050.00
44,0.73,1000000000.00,1000000000.00,0.98,0.70,1.80,1.31,0.60,0.70,4,36.0,1080.00,1008.00,972.00,1080.00
45,0.73,1000000000.00,1000000000.00,0.98,0.70,1.80,1.31,0.60,0.70,4,36.0,648.00,4032.00,1080.00,648.00
46,0.72,1000000000.00,1000000000.00,0.98,0.70,1.80,1.31,0.60,0.70,4,36.0,1080.00,1296.00,1080.00,1044.00
47,0.70,1000000000.00,1000000000.00,0.98,0.70,1.80,1.31,0.60,0.70,4,36.0,3672.00,1188.00,756.00,684.00
48,0.70,1000000000.00,1000000000.00,0.98,0.70,1.80,1.31,0.60,0.70,4,36.0,3960.00,1080.00,504.00,972.00
49,0.72,1000000000.00,1000000000.00,0.98,0.70,1.80,1.31,0.60,0.70,4,36.0,36.00,3924.00,1044.00,684.00
50,0.73,1000000000.00,1000000000.00,0.98,0.70,1.80,1.31,0.60,0.70,4,36.0,1008.00,1044.00,828.00,1080.00
51,0.74,1000000000.00,1000000000.00,0.98,0.70,1.80,1.31,0.60,0.70,4,36.0,1080.00,4212.00,1008.00,1080.00
52,0.71,1000000000.00,1000000000.00,0.98,0.70,1.80,1.31,0.60,0.70,4,36.0,468.00,36.00,2484.00,576.00
53,0.73,1000000000.00,1000000000.00,0.98,0.70,1.80,1.31,0.60,0.70,4,36.0,936.00,1008.00,900.00,1080.00
54,0.67,1000000000.00,1000000000.00,0.98,0.70,1.80,1.31,0.60,0.70,4,36.0,216.00,1080.00,1080.00,324.00
55,0.75,1000000000.00,1000000000.00,0.98,0.70,1.80,1.31,0.60,0.70,4,36.0,4248.00,1116.00,1044.00,1080.00
56,0.70,1000000000.00,1000000000.00,0.44,0.27,1.80,0.72,0.60,0.27,3,37.0,888.00,777.00,74.00
57,0.74,1000000000.00,1000000000.00,0.44,0.27,1.80,0.72,0.60,0.27,3,37.0,1110.00,1110.00,1110.00
58,0.74,1000000000.00,1000000000.00,0.44,0.27,1.80,0.72,0.60,0.27,3,37.0,1110.00,1110.00,814.00
59,0.73,1000000000.00,1000000000.00,0.44,0.27,1.80,0.72,0.60,0.27,3,37.0,333.00,1110.00,1110.00
60,0.71,1000000000.00,1000000000.00,0.44,0.27,1.80,0.72,0.60,0.27,3,37.0,1036.00,1110.00,777.00
61,0.73,1000000000.00,1000000000.00,0.44,0.27,1.80,0.72,0.60,0.27,3,37.0,1036.00,1110.00,3663.00
62,0.72,1000000000.00,1000000000.00,0.44,0.27,1.80,0.72,0.60,0.27,3,37.0,1110.00,1110.00,4477.00
63,0.65,1000000000.00,1000000000.00,0.44,0.27,1.80,0.72,0.60,0.27,3,37.0,148.00,222.00,1110.00
64,0.72,1000000000.00,1000000000.00,0.44,0.27,1.80,0.72,0.60,0.27,3,37.0,1073.00,296.00,1110.00
65,0.70,1000000000.00,1000000000.00,0.44,0.27,1.80,0.72,0.60,0.27,3,37.0,1110.00,851.00,259.00
66,0.72,1000000000.00,1000000000.00,0.44,0.27,1.80,0.72,0.60,0.27,3,37.0,1110.00,1073.00,1110.00
67,0.72,1000000000.00,1000000000.00,0.44,0.27,1.80,0.72,0.60,0.27,3,37.0,1073.00,4218.00,1110.00
68,0.72,1000000000.00,1000000000.00,0.44,0.27,1.80,0.72,0.60,0.27,3,37.0,777.00,37.00,1110.00
69,0.74,1000000000.00,1000000000.00,0.44,0.27,1.80,0.72,0.60,0.27,3,37.0,1110.00,1110.00,888.00
70,0.77,1000000000.00,1000000000.00,0.44,0.27,1.80,0.72,0.60,0.27,3,37.0,888.00,4625.00,1110.00
71,0.72,1000000000.00,1000000000.00,3.42,3.80,1.80,0.89,0.60,3.80,2,38.0,1140.00,532.00
72,0.74,1000000000.00,1000000000.00,3.42,3.80,1.80,0.89,0.60,3.80,2,38.0,1102.00,1140.00
73,0.72,1000000000.00,1000000000.00,3.42,3.80,1.80,0.89,0.60,3.80,2,38.0,798.00,1140.00
74,0.68,1000000000.00,1000000000.00,3.42,3.80,1.80,0.89,0.60,3.80,2,38.0,1140.00,4104.00
75,0.70,1000000000.00,1000000000.00,3.42,3.80,1.80,0.89,0.60,3.80,2,38.0,1140.00,1140.00
76,0.71,1000000000.00,1000000000.00,3.42,3.80,1.80,0.89,0.60,3.80,2,38.0,608.00,1140.00
77,0.67,1000000000.00,1000000000.00,3.42,3.80,1.80,0.89,0.60,3.80,2,38.0,1102.00,684.00
78,0.66,1000000000.00,1000000000.00,3.42,3.80,1.80,0.89,0.60,3.80,2,38.0,760.00,798.00
79,0.69,1000000000.00,1000000000.00,3.42,3.80,1.80,0.89,0.60,3.80,2,38.0,114.00,570.00
80,0.70,1000000000.00,1000000000.00,3.42,3.80,1.80,0.89,0.60,3.80,2,38.0,76.00,1102.00
81,0.69,1000000000.00,1000000000.00,3.42,3.80,1.80,0.89,0.60,3.80,2,38.0,3762.00,1140.00
82,0.70,1000000000.00,1000000000.00,3.42,3.80,1.80,0.89,0.60,3.80,2,38.0,1254.00,1140.00
83,0.72,1000000000.00,1000000000.00,3.42,3.80,1.80,0.89,0.60,3.80,2,38.0,912.00,1140.00
84,0.71,1000000000.00,1000000000.00,3.42,3.80,1.80,0.89,0.60,3.80,2,38.0,3686.00,1140.00
85,0.70,1000000000.00,1000000000.00,3.42,3.80,1.80,0.89,0.60,3.80,2,38.0,1102.00,1140.00
86,0.73,1000000000.00,1000000000.00,3.42,3.80,1.80,0.89,0.60,3.80,2,38.0,1064.00,3686.00
87,0.70,1000000000.00,1000000000.00,3.42,3.80,1.80,0.89,0.60,3.80,2,38.0,1102.00,988.00
88,0.74,1000000000.00,1000000000.00,3.42,3.80,1.80,0.89,0.60,3.80,2,38.0,1140.00,1102.00
89,0.74,1000000000.00,1000000000.00,3.42,3.80,1.80,0.89,0.60,3.80,2,38.0,1140.00,3610.00
90,0.75,1000000000.00,1000000000.00,3.42,3.80,1.80,0.89,0.60,3.80,2,38.0,1140.00,2622.00
91,0.70,1000000000.00,1000000000.00,3.42,3.80,1.80,0.89,0.60,3.80,2,38.0,684.00,1102.00
92,0.73,1000000000.00,1000000000.00,3.42,3.80,1.80,0.89,0.60,3.80,2,38.0,1140.00,988.00
93,0.74,1000000000.00,1000000000.00,3.42,3.80,1.80,0.89,0.60,3.80,2,38.0,4180.00,4598.00
94,0.72,1000000000.00,1000000000.00,3.42,3.80,1.80,0.89,0.60,3.80,2,38.0,4446.00,608.00
95,0.72,1000000000.00,1000000000.00,3.42,3.80,1.80,0.89,0.60,3.80,2,38.0,114.00,1140.00
96,0.70,1000000000.00,1000000000.00,3.42,3.80,1.80,0.89,0.60,3.80,2,38.0,1140.00,1102.00
97,0.74,1000000000.00,1000000000.00,3.42,3.80,1.80,0.89,0.60,3.80,2,38.0,1064.00,1140.00
98,0.72,1000000000.00,1000000000.00,3.42,3.80,1.80,0.89,0.60,3.80,2,38.0,684.00,3268.00
99,0.74,1000000000.00,1000000000.00,3.42,3.80,1.80,0.89,0.60,3.80,2,38.0,1140.00,1140.00
100,0.76,1000000000.00,1000000000.00,3.42,3.80,1.80,0.89,0.60,3.80,2,38.0,1140.00,1064.00
101,0.74,1000000000.00,1000000000.00,3.42,3.80,1.80,0.89,0.60,3.80,2,38.0,1102.00,1140.00
102,0.77,1000000000.00,1000000000.00,3.42,3.80,1.80,0.89,0.60,3.80,2,38.0,1102.00,912.00
103,0.75,1000000000.00,1000000000.00,3.42,3.80,1.80,0.89,0.60,3.80,2,38.0,912.00,1140.00
104,0.73,1000000000.00,1000000000.00,3.42,3.80,1.80,0.89,0.60,3.80,2,38.0,874.00,4408.00
105,0.74,1000000000.00,1000000000.00,3.42,3.80,1.80,0.89,0.60,3.80,2,38.0,570.00,1140.00
106,0.65,1000000000.00,1000000000.00,3.42,3.80,1.80,0.89,0.60,3.80,2,38.0,1140.00,1102.00
107,0.60,1000000000.00,1000000000.00,3.42,3.80,1.80,0.89,0.60,3.80,2,38.0,684.00,684.00
108,0.74,1000000000.00,1000000000.00,3.42,3.80,1.80,0.89,0.60,3.80,2,38.0,1140.00,1140.00
109,0.45,1000000000.00,1000000000.00,3.42,3.80,1.80,0.89,0.60,3.80,2,38.0,190.00,38.00
110,0.71,1000000000.00,1000000000.00,3.42,3.80,1.80,0.89,0.60,3.80,2,38.0,38.00,1140.00
111,0.71,1000000000.00,1000000000.00,3.42,3.80,1.80,0.89,0.60,3.80,2,38.0,4180.00,1140.00
112,0.74,1000000000.00,1000000000.00,3.42,3.80,1.80,0.89,0.60,3.80,2,38.0,4294.00,1140.00
113,0.74,1000000000.00,1000000000.00,3.42,3.80,1.80,0.89,0.60,3.80,2,38.0,4864.00,1140.00
114,0.77,1000000000.00,1000000000.00,3.42,3.80,1.80,0.89,0.60,3.80,2,38.0,1140.00,1102.00
115,0.76,1000000000.00,1000000000.00,3.42,3.80,1.80,0.89,0.60,3.80,2,38.0,1064.00,152.00
116,0.77,1000000000.00,1000000000.00,3.42,3.80,1.80,0.89,0.60,3.80,2,38.0,1140.00,2622.00
117,0.75,1000000000.00,1000000000.00,3.42,3.80,1.80,0.89,0.60,3.80,2,38.0,1102.00,1140.00
118,0.77,1000000000.00,1000000000.00,3.42,3.80,1.80,0.89,0.60,3.80,2,38.0,1140.00,1140.00
119,0.77,1000000000.00,1000000000.00,3.42,3.80,1.80,0.89,0.60,3.80,2,38.0,4712.00,1026.00
120,0.75,1000000000.00,1000000000.00,3.42,3.80,1.80,0.89,0.60,3.80,2,38.0,2546.00,950.00
121,0.74,1000000000.00,1000000000.00,3.42,3.80,1.80,0.89,0.60,3.80,2,38.0,1140.00,1140.00
122,0.75,1000000000.00,1000000000.00,3.42,3.80,1.80,0.89,0.60,3.80,2,38.0,1140.00,1140.00
123,0.77,1000000000.00,1000000000.00,3.42,3.80,1.80,0.89,0.60,3.80,2,38.0,1140.00,114.00
124,0.46,1000000000.00,1000000000.00,3.42,3.80,1.80,0.89,0.60,3.80,2,38.0,38.00,760.00
125,0.58,1000000000.00,1000000000.00,3.42,3.80,1.80,0.89,0.60,3.80,2,38.0,38.00,494.00
126,0.69,1000000000.00,1000000000.00,3.42,3.80,1.80,0.89,0.60,3.80,2,38.0,1102.00,1140.00
127,0.68,1000000000.00,1000000000.00,3.42,3.80,1.80,0.89,0.60,3.80,2,38.0,380.00,3762.00
128,0.74,1000000000.00,1000000000.00,3.42,3.80,1.80,0.89,0.60,3.80,2,38.0,1140.00,570.00
129,0.75,1000000000.00,1000000000.00,3.42,3.80,1.80,0.89,0.60,3.80,2,38.0,1102.00,1026.00
130,0.76,1000000000.00,1000000000.00,3.42,3.80,1.80,0.89,0.60,3.80,2,38.0,1140.00,1140.00
131,0.76,1000000000.00,1000000000.00,3.42,3.80,1.80,0.89,0.60,3.80,2,38.0,1140.00,76.00
132,0.75,1000000000.00,1000000000.00,3.42,3.80,1.80,0.89,0.60,3.80,2,38.0,38.00,1102.00
133,0.76,1000000000.00,1000000000.00,3.42,3.80,1.80,0.89,0.60,3.80,2,38.0,1140.00,1102.00
134,0.78,1000000000.00,1000000000.00,3.42,3.80,1.80,0.89,0.60,3.80,2,38.0,1102.00,4484.00
135,0.77,1000000000.00,1000000000.00,3.42,3.80,1.80,0.89,0.60,3.80,2,38.0,1102.00,4446.00
136,0.76,1000000000.00,1000000000.00,3.42,3.80,1.80,0.89,0.60,3.80,2,38.0,1786.00,1140.00
137,0.73,1000000000.00,1000000000.00,3.42,3.80,1.80,0.89,0.60,3.80,2,38.0,304.00,3154.00
138,0.75,1000000000.00,1000000000.00,3.42,3.80,1.80,0.89,0.60,3.80,2,38.0,4142.00,1064.00
139,0.78,1000000000.00,1000000000.00,3.42,3.80,1.80,0.89,0.60,3.80,2,38.0,1102.00,4522.00
140,0.77,1000000000.00,1000000000.00,3.42,3.80,1.80,0.89,0.60,3.80,2,38.0,912.00,1140.00
141,0.78,1000000000.00,1000000000.00,3.42,3.80,1.80,0.89,0.60,3.80,2,38.0,912.00,1140.00
142,0.79,1000000000.00,1000000000.00,3.42,3.80,1.80,0.89,0.60,3.80,2,38.0,1064.00,1140.00
143,0.79,1000000000.00,1000000000.00,4.31,4.21,1.80,15.71,0.60,4.21,1,39.0,351.00
144,0.78,1000000000.00,1000000000.00,4.31,4.21,1.80,15.71,0.60,4.21,1,39.0,4134.00
145,0.73,1000000000.00,1000000000.00,4.31,4.21,1.80,15.71,0.60,4.21,1,39.0,1170.00
146,0.65,1000000000.00,1000000000.00,4.31,4.21,1.80,15.71,0.60,4.21,1,39.0,117.00
147,0.74,1000000000.00,1000000000.00,4.31,4.21,1.80,15.71,0.60,4.21,1,39.0,5031.00
148,0.62,1000000000.00,1000000000.00,4.31,4.21,1.80,15.71,0.60,4.21,1,39.0,975.00
149,0.68,1000000000.00,1000000000.00,4.31,4.21,1.80,15.71,0.60,4.21,1,39.0,1170.00
150,0.65,1000000000.00,1000000000.00,4.31,4.21,1.80,15.71,0.60,4.21,1,39.0,507.00
151,0.67,1000000000.00,1000000000.00,4.31,4.21,1.80,15.71,0.60,4.21,1,39.0,1170.00
152,0.46,1000000000.00,1000000000.00,4.31,4.21,1.80,15.71,0.60,4.21,1,39.0,273.00
153,0.65,1000000000.00,1000000000.00,4.31,4.21,1.80,15.71,0.60,4.21,1,39.0,1170.00
154,0.24,1000000000.00,1000000000.00,4.31,4.21,1.80,15.71,0.60,4.21,1,39.0,117.00
155,0.51,1000000000.00,1000000000.00,4.31,4.21,1.80,15.71,0.60,4.21,1,39.0,546.00
156,0.70,1000000000.00,1000000000.00,4.31,4.21,1.80,15.71,0.60,4.21,1,39.0,4290.00
157,0.71,1000000000.00,1000000000.00,4.31,4.21,1.80,15.71,0.60,4.21,1,39.0,1170.00
158,0.76,1000000000.00,1000000000.00,4.31,4.21,1.80,15.71,0.60,4.21,1,39.0,3900.00
159,0.70,1000000000.00,1000000000.00,4.31,4.21,1.80,15.71,0.60,4.21,1,39.0,6591.00
160,0.73,1000000000.00,1000000000.00,4.31,4.21,1.80,15.71,0.60,4.21,1,39.0,5187.00
161,0.72,1000000000.00,1000000000.00,4.31,4.21,1.80,15.71,0.60,4.21,1,39.0,1170.00
162,0.75,1000000000.00,1000000000.00,4.31,4.21,1.80,15.71,0.60,4.21,1,39.0,1170.00
163,0.74,1000000000.00,1000000000.00,4.31,4.21,1.80,15.71,0.60,4.21,1,39.0,3471.00
164,0.69,1000000000.00,1000000000.00,4.31,4.21,1.80,15.71,0.60,4.21,1,39.0,1170.00
165,0.72,1000000000.00,1000000000.00,4.31,4.21,1.80,15.71,0.60,4.21,1,39.0,1092.00
166,0.76,1000000000.00,1000000000.00,4.31,4.21,1.80,15.71,0.60,4.21,1,39.0,1092.00
167,0.66,1000000000.00,1000000000.00,4.31,4.21,1.80,15.71,0.60,4.21,1,39.0,936.00
