1,0.45,1000000000.00,1000000000.00,1000000000.00,1000000000.00,1000000000.00,1000000000.00,1000000000.00,1000000000.00,20,20.0,2760.00,3020.00,6080.00,2720.00,5900.00,2620.00,2760.00,2480.00,2020.00,2680.00,2600.00,3100.00,3040.00,1760.00,2620.00,2980.00,5160.00,3840.00,6320.00,2300.00
2,0.57,1000000000.00,1000000000.00,1000000000.00,1000000000.00,1000000000.00,1000000000.00,1000000000.00,1000000000.00,20,20.0,3820.00,2240.00,6320.00,2840.00,2340.00,4460.00,2600.00,2840.00,2200.00,3080.00,3120.00,2840.00,2800.00,2540.00,3080.00,6220.00,5320.00,6620.00,7080.00,2520.00
3,0.60,10000000000.00,10000000000.00,3.26,2.80,3.26,10000000000.00,3.26,10000000000.00,21,21.0,6195.00,6153.00,3108.00,7329.00,7098.00,6720.00,5586.00,3129.00,4326.00,735.00,3192.00,2835.00,3255.00,3171.00,2478.00,3024.00,2982.00,2919.00,3129.00,7266.00,6111.00
4,0.63,4.28,4.24,32.63,28.01,32.58,4.24,32.63,4.52,20,20.0,1860.00,3060.00,5680.00,2960.00,3820.00,6440.00,6520.00,2980.00,2540.00,7320.00,7180.00,4520.00,4960.00,2780.00,2840.00,6360.00,6240.00,2940.00,6000.00,2800.00
5,0.64,4.28,4.24,0.06,0.11,0.05,4.24,0.06,4.52,21,21.0,6531.00,3150.00,5250.00,5943.00,3444.00,3087.00,3108.00,2961.00,5670.00,3171.00,2751.00,5355.00,2856.00,6678.00,2646.00,3129.00,3087.00,3339.00,2772.00,5439.00,2520.00
6,0.64,13.45,17.60,0.61,1.10,0.52,17.60,0.61,8.60,22,22.0,4818.00,6314.00,5368.00,6490.00,3344.00,3344.00,2838.00,5830.00,5676.00,3058.00,6270.00,3366.00,3322.00,7172.00,6644.00,3432.00,5214.00,6644.00,3102.00,2970.00,3278.00,3212.00
7,0.67,13.45,17.60,0.61,1.10,0.52,17.60,0.61,8.60,22,22.0,3278.00,3520.00,2200.00,2530.00,3300.00,7260.00,3190.00,7304.00,7810.00,3146.00,7370.00,3498.00,2926.00,2486.00,7018.00,6842.00,3300.00,3146.00,3124.00,2090.00,3234.00,3520.00
8,0.68,1.74,1.08,6.07,10.97,5.19,1.08,6.07,1.16,21,21.0,2520.00,1785.00,4347.00,3129.00,4809.00,5334.00,2751.00,5943.00,3129.00,3213.00,2835.00,4851.00,6804.00,2625.00,6447.00,5586.00,5628.00,3234.00,3318.00,3297.00,3066.00
9,0.68,1.74,1.08,0.34,0.18,0.28,1.08,0.34,1.16,22,22.0,3454.00,3344.00,3366.00,5302.00,2508.00,3212.00,2310.00,7304.00,2706.00,3190.00,3234.00,6930.00,3212.00,1760.00,4664.00,5698.00,5940.00,1474.00,2508.00,3168.00,5522.00,5918.00
10,0.68,1.74,1.08,0.34,0.18,0.28,1.08,0.34,1.16,22,22.0,2596.00,3168.00,2794.00,3850.00,2706.00,2948.00,3322.00,5588.00,3520.00,4642.00,3300.00,6490.00,7480.00,2552.00,5852.00,6644.00,3234.00,3278.00,3432.00,5104.00,3344.00,6006.00
11,0.69,1.74,1.08,0.34,0.18,0.28,1.08,0.34,1.16,22,22.0,3410.00,7656.00,3058.00,3058.00,3146.00,6028.00,3234.00,3322.00,2926.00,1848.00,6270.00,3256.00,3014.00,5368.00,3366.00,3476.00,5896.00,2970.00,2288.00,7700.00,2640.00,2552.00
12,0.69,1.74,1.08,0.34,0.18,0.28,1.08,0.34,1.16,22,22.0,2948.00,4246.00,5104.00,3278.00,4004.00,3432.00,5654.00,3432.00,3410.00,6644.00,3146.00,3454.00,3784.00,3366.00,3366.00,1914.00,2904.00,3014.00,3344.00,3036.00,3344.00,3234.00
13,0.69,1.74,1.08,0.34,0.18,0.28,1.08,0.34,1.16,22,22.0,3146.00,1782.00,2750.00,3410.00,3322.00,3300.00,3300.00,3212.00,2860.00,3564.00,3256.00,3520.00,6424.00,3256.00,6512.00,2926.00,5940.00,6116.00,3432.00,3322.00,3234.00,6974.00
14,0.70,29.39,204.37,3.43,1.77,2.76,204.37,3.43,53.33,23,23.0,6141.00,3542.00,3312.00,3243.00,6141.00,3381.00,3151.00,6026.00,2829.00,6831.00,3680.00,3726.00,3473.00,3358.00,3703.00,6762.00,3036.00,3496.00,5566.00,3519.00,2300.00,3197.00,3197.00
