round,accuracy,eta_t,eta_q,eta_z,eta_v,zeta_t,zeta_q,zeta_z,zeta_v,M,E,compT,transT,compL,transL
1.0,0.1,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,20.0,20.0,28672726900.0,79715.0,175028298120.0,1594300.0
2.0,0.17,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,20.0,20.0,24434149880.0,79715.0,165055175720.0,1594300.0
3.0,0.22,1000000000.0,1000000000.0,0.3,0.38,0.18,1000000000.0,0.3,1000000000.0,21.0,21.0,25132268448.0,79715.0,156029499948.0,1674015.0
4.0,0.3,4.06,2.04,0.3,0.38,0.18,2.04,0.3,2.32,22.0,22.0,35105390848.0,79715.0,233670257832.0,1753730.0
5.0,0.38,0.68,1.3,0.3,0.38,0.18,1.3,0.3,1.13,21.0,23.0,35267454087.0,79715.0,212178179060.0,1674015.0
6.0,0.45,0.68,1.3,0.06,0.08,0.18,0.13,0.3,0.08,22.0,24.0,37698402672.0,79715.0,283635601056.0,1753730.0
7.0,0.45,1.39,0.74,0.06,0.08,0.18,0.74,0.3,2.07,23.0,25.0,63890315375.0,79715.0,229070155125.0,1833445.0
8.0,0.49,1.39,0.74,0.06,0.08,0.18,0.74,0.3,2.07,23.0,25.0,38645849300.0,79715.0,256184581650.0,1833445.0
9.0,0.51,28.78,35.12,0.06,0.08,0.18,35.12,0.3,23.52,24.0,26.0,81031619500.0,79715.0,396730809072.0,1913160.0
10.0,0.53,0.57,0.11,0.06,0.08,0.18,0.11,0.3,0.05,25.0,25.0,70435176950.0,79715.0,384276872475.0,1992875.0
11.0,0.57,1.52,8.01,0.06,0.08,1.52,0.11,1.92,0.05,26.0,24.0,30218560872.0,79715.0,235764613536.0,2072590.0
12.0,0.6,2.75,1.78,0.06,0.08,2.75,0.11,2.14,0.05,27.0,23.0,37561272239.0,79715.0,401131449331.0,2152305.0
13.0,0.63,0.14,0.24,0.06,0.08,0.14,0.11,0.35,0.05,26.0,22.0,32088521322.0,79715.0,296475996146.0,2072590.0
14.0,0.65,0.14,0.24,0.01,0.76,0.32,0.11,0.01,0.05,25.0,23.0,36987817701.0,79715.0,300776905181.0,1992875.0
15.0,0.67,0.14,0.24,6.32,0.41,0.32,0.23,0.01,0.41,24.0,24.0,35604046968.0,79715.0,267179949096.0,1913160.0
