round,accuracy,eta_t,eta_q,eta_z,eta_v,zeta_t,zeta_q,zeta_z,zeta_v,M,E,compT,transT,compL,transL
1.0,0.07,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,20.0,20.0,27426086600.0,79715.0,175028298120.0,1594300.0
2.0,0.18,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,20.0,20.0,29919367200.0,79715.0,204199681140.0,1594300.0
3.0,0.25,1000000000.0,1000000000.0,0.27,0.37,0.31,1000000000.0,0.27,1000000000.0,21.0,21.0,30891746634.0,79715.0,196869436176.0,1674015.0
4.0,0.32,1.63,1.17,0.27,0.37,0.31,1.17,0.27,1.31,22.0,22.0,33734086518.0,79715.0,208712519026.0,1753730.0
5.0,0.37,0.21,0.0,0.27,0.37,0.31,0.0,0.27,0.11,21.0,21.0,30368157708.0,79715.0,199749175269.0,1674015.0
6.0,0.45,0.21,0.0,3.73,4.62,1.63,0.0,3.73,0.11,20.0,20.0,31664663620.0,79715.0,277502130780.0,1594300.0
7.0,0.5,0.21,0.0,0.08,1.91,2.18,0.0,0.08,0.11,19.0,21.0,32724307875.0,79715.0,227499388347.0,1514585.0
8.0,0.52,0.21,0.0,9.03,0.63,2.18,0.91,0.08,0.63,18.0,22.0,30168695260.0,79715.0,174429910776.0,1434870.0
9.0,0.54,0.64,0.01,9.65,6.69,6.54,6.26,0.24,6.69,17.0,23.0,35267454087.0,79715.0,210744542715.0,1355155.0
10.0,0.56,0.64,0.01,0.65,0.07,6.54,0.16,0.24,0.07,16.0,22.0,21666608414.0,79715.0,110252868132.0,1275440.0
11.0,0.59,0.64,0.01,2.07,3.27,1.93,0.16,2.07,0.07,15.0,21.0,33509691264.0,79715.0,220430937846.0,1195725.0
12.0,0.59,0.64,0.01,0.19,2.82,0.08,0.16,0.19,0.07,14.0,22.0,35105390848.0,79715.0,140147302526.0,1116010.0
13.0,0.62,0.64,0.01,0.19,2.82,0.08,0.16,0.19,0.07,14.0,22.0,33459825652.0,79715.0,176623997704.0,1116010.0
14.0,0.62,1.91,0.03,5.41,1.98,0.25,2.59,0.58,1.98,13.0,23.0,35267454087.0,79715.0,174330179552.0,1036295.0
15.0,0.63,1.91,0.03,5.41,1.98,0.25,2.59,0.58,1.98,13.0,23.0,35840908625.0,79715.0,142216725424.0,1036295.0
16.0,0.64,1.91,0.03,5.41,1.98,0.25,2.59,0.58,1.98,13.0,23.0,32686908666.0,79715.0,156266361605.0,1036295.0
17.0,0.66,1.91,0.03,1.11,0.72,0.25,0.86,0.58,0.72,12.0,24.0,36800821656.0,79715.0,137329895448.0,956580.0
18.0,0.65,1.91,0.03,1.67,1.85,0.25,1.48,0.58,1.85,11.0,25.0,36775888850.0,79715.0,160193278550.0,876865.0
19.0,0.68,1.91,0.03,1.67,1.85,0.25,1.48,0.58,1.85,11.0,25.0,38334189225.0,79715.0,190735965900.0,876865.0
20.0,0.68,1.91,0.03,0.52,0.19,0.25,0.32,0.58,0.19,10.0,24.0,34706465952.0,79715.0,103221816840.0,797150.0
21.0,0.68,1.91,0.03,0.52,0.19,0.25,0.32,0.58,0.19,10.0,24.0,34706465952.0,79715.0,122669405520.0,797150.0
22.0,0.7,1.91,0.03,0.52,0.19,0.25,0.32,0.58,0.19,10.0,24.0,35604046968.0,79715.0,139125057480.0,797150.0
23.0,0.69,5.73,0.09,1.48,5.89,4.31,0.97,1.48,0.56,9.0,25.0,38022529150.0,79715.0,93809682575.0,717435.0
