round,accuracy,eta_t,eta_q,eta_z,eta_v,zeta_t,zeta_q,zeta_z,zeta_v,M,E,compT,transT,compL,transL
1.0,0.11,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,20.0,20.0,55350829320.0,79715.0,277751458840.0,1594300.0
2.0,0.27,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,20.0,20.0,31166007500.0,79715.0,257057229860.0,1594300.0
3.0,0.36,1000000000.0,1000000000.0,0.34,0.28,0.6,1000000000.0,0.34,1000000000.0,21.0,21.0,31677130023.0,79715.0,208650187011.0,1674015.0
4.0,0.42,0.56,2.02,0.34,0.28,0.6,2.02,0.34,2.25,22.0,22.0,32362782188.0,79715.0,236412866492.0,1753730.0
5.0,0.48,1.13,1.08,0.34,0.28,0.6,1.08,0.34,1.17,23.0,23.0,34120545011.0,79715.0,233969451504.0,1833445.0
6.0,0.53,0.27,0.1,0.34,0.28,0.6,0.1,0.34,0.23,24.0,24.0,39194371032.0,79715.0,333301750608.0,1913160.0
7.0,0.57,4.88,6.77,0.34,0.28,0.6,6.77,0.34,3.66,25.0,25.0,36775888850.0,79715.0,314153355600.0,1992875.0
8.0,0.58,0.51,1.23,0.34,0.28,0.6,1.23,0.34,1.28,26.0,26.0,40191683272.0,79715.0,254439285230.0,2072590.0
9.0,0.6,17.53,10.85,0.34,0.28,0.6,10.85,0.34,9.75,27.0,27.0,39717959958.0,79715.0,377320619601.0,2152305.0
10.0,0.61,0.31,0.31,0.34,0.28,0.6,0.31,0.34,0.26,28.0,28.0,42934291932.0,79715.0,312408059180.0,2232020.0
11.0,0.63,2.6,2.26,0.34,0.28,0.6,2.26,0.34,3.03,29.0,29.0,46998339310.0,79715.0,469621867413.0,2311735.0
12.0,0.65,1.25,1.52,0.34,0.28,0.6,1.52,0.34,1.4,30.0,30.0,46001027070.0,79715.0,455148373530.0,2391450.0
13.0,0.65,0.39,0.36,0.34,0.28,0.6,0.36,0.34,0.42,31.0,31.0,47920853132.0,79715.0,333513679459.0,2471165.0
14.0,0.66,0.39,0.36,0.34,0.28,0.6,0.36,0.34,0.42,31.0,31.0,79223991065.0,79715.0,554181478962.0,2471165.0
15.0,0.68,7.93,4.61,0.34,0.28,0.6,4.61,0.34,4.54,32.0,32.0,49865612000.0,79715.0,372196927968.0,2550880.0
16.0,0.67,1.11,1.22,0.34,0.28,0.6,1.22,0.34,1.18,33.0,33.0,74873216418.0,79715.0,620378078892.0,2630595.0
