round,accuracy,eta_t,eta_q,eta_z,eta_v,zeta_t,zeta_q,zeta_z,zeta_v,M,E,compT,transT,compL,transL
1.0,0.14,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,20.0,20.0,30667351380.0,79715.0,198714463820.0,1594300.0
2.0,0.27,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,20.0,20.0,31166007500.0,79715.0,201706400540.0,1594300.0
3.0,0.35,1000000000.0,1000000000.0,0.14,0.13,0.14,1000000000.0,0.14,1000000000.0,19.0,21.0,33247896801.0,79715.0,170689989876.0,1514585.0
4.0,0.4,1000000000.0,1000000000.0,3.17,5.08,0.14,5.82,0.14,5.08,18.0,22.0,9050608578.0,79715.0,126708520092.0,1434870.0
5.0,0.46,1000000000.0,1000000000.0,0.56,1.32,0.14,1.42,0.14,1.32,17.0,23.0,35267454087.0,79715.0,243431451381.0,1355155.0
6.0,0.5,1000000000.0,1000000000.0,5.62,0.41,0.14,0.22,0.14,0.41,16.0,24.0,55350829320.0,79715.0,275856565584.0,1275440.0
7.0,0.53,1000000000.0,1000000000.0,1.13,1.57,0.14,3.61,0.14,1.57,15.0,25.0,36464228775.0,79715.0,185749404700.0,1195725.0
8.0,0.56,1000000000.0,1000000000.0,0.48,0.9,0.14,1.05,0.14,0.9,14.0,26.0,41812315662.0,79715.0,246984376236.0,1116010.0
9.0,0.57,1000000000.0,1000000000.0,1.81,0.41,0.14,0.04,0.14,0.41,13.0,27.0,42410703006.0,79715.0,180413784216.0,1036295.0
10.0,0.58,1000000000.0,1000000000.0,3.45,21.72,0.14,217.21,0.14,21.72,12.0,28.0,10471778520.0,79715.0,100878133076.0,956580.0
11.0,0.62,1000000000.0,1000000000.0,3.45,21.72,0.14,217.21,0.14,21.72,12.0,28.0,45726766204.0,79715.0,158821974220.0,956580.0
12.0,0.64,1000000000.0,1000000000.0,1.24,0.8,0.14,0.68,0.14,0.8,11.0,29.0,44467659501.0,79715.0,225592028688.0,876865.0
13.0,0.62,1000000000.0,1000000000.0,0.89,0.21,0.14,0.4,0.14,0.21,10.0,30.0,40017153630.0,79715.0,129027271050.0,797150.0
14.0,0.62,1000000000.0,1000000000.0,0.89,0.21,0.14,0.4,0.14,0.21,10.0,30.0,12715731060.0,79715.0,63952647390.0,797150.0
15.0,0.66,1000000000.0,1000000000.0,0.89,0.21,0.14,0.4,0.14,0.21,10.0,30.0,57968773950.0,79715.0,158572646160.0,797150.0
16.0,0.67,1000000000.0,1000000000.0,0.01,4.98,0.14,4.2,0.14,4.98,9.0,31.0,48693770118.0,79715.0,198639665402.0,717435.0
17.0,0.67,1000000000.0,1000000000.0,0.01,4.98,0.14,4.2,0.14,4.98,9.0,31.0,45988560667.0,79715.0,139897974466.0,717435.0
18.0,0.67,1000000000.0,1000000000.0,157.17,0.89,0.14,1.11,0.14,0.89,8.0,32.0,38296790016.0,79715.0,114890370048.0,637720.0
19.0,0.7,1000000000.0,1000000000.0,157.17,0.89,0.14,1.11,0.14,0.89,8.0,32.0,50264536896.0,79715.0,219408692800.0,637720.0
20.0,0.68,1000000000.0,1000000000.0,0.98,2.1,0.14,1.52,0.14,2.1,7.0,33.0,50601129777.0,79715.0,184714693251.0,558005.0
21.0,0.69,1000000000.0,1000000000.0,0.98,2.1,0.14,1.52,0.14,2.1,7.0,33.0,38259390807.0,79715.0,106550346441.0,558005.0
22.0,0.7,1000000000.0,1000000000.0,0.98,2.1,0.14,1.52,0.14,2.1,7.0,33.0,31677130023.0,79715.0,90094694481.0,558005.0
23.0,0.69,1000000000.0,1000000000.0,0.98,2.1,0.14,1.52,0.14,2.1,7.0,33.0,14398695465.0,79715.0,73639042521.0,558005.0
24.0,0.71,1000000000.0,1000000000.0,0.98,2.1,0.14,1.52,0.14,2.1,7.0,33.0,49366955880.0,79715.0,103259216049.0,558005.0
25.0,0.69,1000000000.0,1000000000.0,0.98,2.1,0.14,1.52,0.14,2.1,7.0,33.0,49366955880.0,79715.0,110252868132.0,558005.0
26.0,0.72,1000000000.0,1000000000.0,0.98,2.1,0.14,1.52,0.14,2.1,7.0,33.0,39082173405.0,79715.0,117246520215.0,558005.0
27.0,0.71,1000000000.0,1000000000.0,1.46,1.8,0.14,2.66,0.14,1.8,6.0,34.0,52558355048.0,79715.0,183106527264.0,478290.0
28.0,0.71,1000000000.0,1000000000.0,1.46,1.8,0.14,2.66,0.14,1.8,6.0,34.0,56373074366.0,79715.0,106388283202.0,478290.0
29.0,0.7,1000000000.0,1000000000.0,1.46,1.8,0.14,2.66,0.14,1.8,6.0,34.0,38147193180.0,79715.0,92824836738.0,478290.0
30.0,0.73,1000000000.0,1000000000.0,1.46,1.8,0.14,2.66,0.14,1.8,6.0,34.0,50862924240.0,79715.0,100030417672.0,478290.0
31.0,0.71,1000000000.0,1000000000.0,1.46,1.8,0.14,2.66,0.14,1.8,6.0,34.0,50862924240.0,79715.0,136906037746.0,478290.0
32.0,0.7,1000000000.0,1000000000.0,1.46,1.8,0.14,2.66,0.14,1.8,6.0,34.0,48319778028.0,79715.0,124190306686.0,478290.0
33.0,0.73,1000000000.0,1000000000.0,1.46,1.8,0.14,2.66,0.14,1.8,6.0,34.0,52134497346.0,79715.0,142416187872.0,478290.0
34.0,0.72,1000000000.0,1000000000.0,1.46,1.8,0.14,2.66,0.14,1.8,6.0,34.0,12715731060.0,79715.0,65274086108.0,478290.0
35.0,0.71,1000000000.0,1000000000.0,1.46,1.8,0.14,2.66,0.14,1.8,6.0,34.0,42809627902.0,79715.0,100878133076.0,478290.0
36.0,0.72,1000000000.0,1000000000.0,1.46,1.8,0.14,2.66,0.14,1.8,6.0,34.0,52134497346.0,79715.0,102997421586.0,478290.0
37.0,0.72,1000000000.0,1000000000.0,1.46,1.8,0.14,2.66,0.14,1.8,6.0,34.0,53406070452.0,79715.0,140720757064.0,478290.0
38.0,0.76,1000000000.0,1000000000.0,1.46,1.8,0.14,2.66,0.14,1.8,6.0,34.0,52982212750.0,79715.0,113170006434.0,478290.0
39.0,0.75,1000000000.0,1000000000.0,0.07,0.2,0.14,0.0,0.14,0.2,5.0,35.0,13089723150.0,79715.0,41450789975.0,398575.0
40.0,0.74,1000000000.0,1000000000.0,0.07,0.2,0.14,0.0,0.14,0.2,5.0,35.0,13089723150.0,79715.0,62394347015.0,398575.0
41.0,0.73,1000000000.0,1000000000.0,0.07,0.2,0.14,0.0,0.14,0.2,5.0,35.0,15271343675.0,79715.0,54976837230.0,398575.0
42.0,0.75,1000000000.0,1000000000.0,0.07,0.2,0.14,0.0,0.14,0.2,5.0,35.0,54540513125.0,79715.0,128279286870.0,398575.0
43.0,0.75,1000000000.0,1000000000.0,0.07,0.2,0.14,0.0,0.14,0.2,5.0,35.0,13526047255.0,79715.0,55849485440.0,398575.0
44.0,0.75,1000000000.0,1000000000.0,0.07,0.2,0.14,0.0,0.14,0.2,5.0,35.0,50177272075.0,79715.0,132642527920.0,398575.0
45.0,0.76,1000000000.0,1000000000.0,0.07,0.2,0.14,0.0,0.14,0.2,5.0,35.0,53667864915.0,79715.0,102536164675.0,398575.0
46.0,0.74,1000000000.0,1000000000.0,0.07,0.2,0.14,0.0,0.14,0.2,5.0,35.0,35342252505.0,79715.0,65448615750.0,398575.0
47.0,0.76,1000000000.0,1000000000.0,0.07,0.2,0.14,0.0,0.14,0.2,5.0,35.0,13089723150.0,79715.0,47995651550.0,398575.0
48.0,0.77,1000000000.0,1000000000.0,0.07,0.2,0.14,0.0,0.14,0.2,5.0,35.0,21379881145.0,79715.0,67630236275.0,398575.0
49.0,0.77,1000000000.0,1000000000.0,11.27,5.11,0.14,332.92,0.14,5.11,4.0,36.0,13463715240.0,79715.0,41288726736.0,318860.0
50.0,0.72,1000000000.0,1000000000.0,11.27,5.11,0.14,332.92,0.14,5.11,4.0,36.0,48469374864.0,79715.0,90206892108.0,318860.0
51.0,0.74,1000000000.0,1000000000.0,11.27,5.11,0.14,332.92,0.14,5.11,4.0,36.0,52508489436.0,79715.0,169642812024.0,318860.0
52.0,0.73,1000000000.0,1000000000.0,11.27,5.11,0.14,332.92,0.14,5.11,4.0,36.0,56547604008.0,79715.0,99182702268.0,318860.0
53.0,0.76,1000000000.0,1000000000.0,11.27,5.11,0.14,332.92,0.14,5.11,4.0,36.0,13463715240.0,79715.0,41288726736.0,318860.0
54.0,0.71,1000000000.0,1000000000.0,11.27,5.11,0.14,332.92,0.14,5.11,4.0,36.0,13014924732.0,79715.0,32761707084.0,318860.0
55.0,0.73,1000000000.0,1000000000.0,11.27,5.11,0.14,332.92,0.14,5.11,4.0,36.0,52508489436.0,79715.0,73601643312.0,318860.0
56.0,0.77,1000000000.0,1000000000.0,11.27,5.11,0.14,332.92,0.14,5.11,4.0,36.0,56098813500.0,79715.0,83923824996.0,318860.0
57.0,0.77,1000000000.0,1000000000.0,11.27,5.11,0.14,332.92,0.14,5.11,4.0,36.0,13463715240.0,79715.0,41737517244.0,318860.0
58.0,0.76,1000000000.0,1000000000.0,11.27,5.11,0.14,332.92,0.14,5.11,4.0,36.0,13463715240.0,79715.0,43532679276.0,318860.0
59.0,0.76,1000000000.0,1000000000.0,11.27,5.11,0.14,332.92,0.14,5.11,4.0,36.0,43981469784.0,79715.0,72255271788.0,318860.0
60.0,0.74,1000000000.0,1000000000.0,11.27,5.11,0.14,332.92,0.14,5.11,4.0,36.0,48020584356.0,79715.0,90206892108.0,318860.0
61.0,0.74,1000000000.0,1000000000.0,11.27,5.11,0.14,332.92,0.14,5.11,4.0,36.0,54752441976.0,79715.0,88411730076.0,318860.0
