round,accuracy,eta_t,eta_q,eta_z,eta_v,zeta_t,zeta_q,zeta_z,zeta_v,M,E,compT,transT,compL,transL
1.0,0.1,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,20.0,20.0,28672726900.0,79715.0,156328693620.0,1594300.0
2.0,0.21,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,20.0,20.0,45627034980.0,79715.0,233869720280.0,1594300.0
3.0,0.25,1000000000.0,1000000000.0,0.3,0.13,0.39,1000000000.0,0.3,1000000000.0,21.0,21.0,32986102338.0,79715.0,165715895079.0,1674015.0
4.0,0.33,3.15,10.82,3.04,1.29,3.87,10.82,3.04,11.7,22.0,22.0,35379651714.0,79715.0,253417040184.0,1753730.0
5.0,0.34,0.94,0.77,3.04,1.29,3.87,0.77,3.04,0.71,21.0,23.0,8601818070.0,79715.0,132181271009.0,1674015.0
6.0,0.41,9.38,7.75,8.29,5.6,38.66,5.36,30.36,5.6,20.0,22.0,33185564786.0,79715.0,170864519518.0,1594300.0
7.0,0.43,9.38,7.75,1.11,0.99,0.82,5.36,1.11,5.6,21.0,23.0,34693999549.0,79715.0,216192360826.0,1674015.0
8.0,0.47,14.31,1.07,11.09,9.9,8.19,1.07,11.09,1.07,20.0,22.0,68565216500.0,79715.0,282488691980.0,1594300.0
9.0,0.49,14.31,1.07,0.74,0.89,0.54,1.07,0.74,1.07,19.0,23.0,33547090473.0,79715.0,257194360293.0,1514585.0
10.0,0.53,143.11,10.73,0.79,0.53,5.38,0.62,7.4,0.53,20.0,22.0,38945042972.0,79715.0,251222953256.0,1594300.0
11.0,0.54,2.45,0.95,0.79,0.53,2.45,0.62,1.03,0.53,19.0,23.0,29246181438.0,79715.0,161140725178.0,1514585.0
12.0,0.57,2.45,0.95,0.79,0.53,2.45,0.62,1.03,0.53,19.0,23.0,38134726777.0,79715.0,197268361072.0,1514585.0
