round,accuracy,eta_t,eta_q,eta_z,eta_v,zeta_t,zeta_q,zeta_z,zeta_v,M,E,compT,transT,compL,transL
1.0,0.09,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,20.0,20.0,30418023320.0,79715.0,189738653660.0,1594300.0
2.0,0.22,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,20.0,20.0,30916679440.0,79715.0,213175491300.0,1594300.0
3.0,0.31,1000000000.0,1000000000.0,0.16,0.25,0.24,1000000000.0,0.16,1000000000.0,21.0,21.0,32462513412.0,79715.0,224619649254.0,1674015.0
4.0,0.4,1.27,0.99,0.16,0.25,0.24,0.99,0.16,1.18,22.0,22.0,34556869116.0,79715.0,312931648106.0,1753730.0
5.0,0.47,0.44,0.23,0.16,0.25,0.24,0.23,0.16,0.38,21.0,21.0,31938924486.0,79715.0,236138605626.0,1674015.0
6.0,0.51,0.44,0.23,0.31,1.42,0.92,0.23,0.31,0.38,22.0,22.0,38945042972.0,79715.0,242446605544.0,1753730.0
7.0,0.54,17.06,6.98,0.31,1.42,0.92,6.98,0.31,10.08,23.0,23.0,35840908625.0,79715.0,268950178322.0,1833445.0
8.0,0.56,0.2,0.42,0.31,1.42,0.92,0.42,0.31,0.5,22.0,22.0,34831129982.0,79715.0,200484693046.0,1753730.0
9.0,0.57,0.2,0.42,0.98,0.22,0.3,0.42,0.98,0.5,21.0,21.0,32462513412.0,79715.0,333264351399.0,1674015.0
10.0,0.6,0.2,0.42,0.98,0.22,0.3,0.42,0.98,0.5,21.0,21.0,31153541097.0,79715.0,292948004097.0,1674015.0
11.0,0.63,0.2,0.42,4.45,11.02,14.38,0.42,4.45,0.5,20.0,20.0,29171383020.0,79715.0,132393199860.0,1594300.0
12.0,0.64,0.2,0.42,1.28,1.41,1.59,0.42,1.28,0.5,19.0,19.0,28660260497.0,79715.0,247283569908.0,1514585.0
13.0,0.65,0.2,0.42,1.28,1.41,1.59,0.42,1.28,0.5,19.0,19.0,27712813869.0,79715.0,137616622717.0,1514585.0
14.0,0.67,0.2,0.42,1.66,3.45,3.27,0.42,1.66,0.5,18.0,18.0,27825011496.0,79715.0,179516203200.0,1434870.0
15.0,0.69,0.2,0.42,0.81,0.88,0.86,0.42,0.81,0.5,17.0,17.0,9960655997.0,79715.0,89857832824.0,1355155.0
16.0,0.67,0.2,0.42,0.2,0.03,0.29,0.42,0.2,0.5,16.0,16.0,24932806000.0,79715.0,119278543904.0,1275440.0
17.0,0.69,0.2,0.42,0.2,0.03,0.29,0.42,0.2,0.5,16.0,16.0,24134956208.0,79715.0,160567270640.0,1275440.0
18.0,0.69,0.2,0.42,0.2,0.03,0.29,0.42,0.2,0.5,16.0,16.0,21940869280.0,79715.0,104318860304.0,1275440.0
