round,accuracy,eta_t,eta_q,eta_z,eta_v,zeta_t,zeta_q,zeta_z,zeta_v,M,E,compT,transT,compL,transL
1.0,0.13,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,20.0,20.0,62332015000.0,79715.0,284233988400.0,1594300.0
2.0,0.24,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,20.0,20.0,33160631980.0,79715.0,223148613700.0,1594300.0
3.0,0.29,1000000000.0,1000000000.0,0.02,0.3,0.31,1000000000.0,0.02,1000000000.0,21.0,21.0,32986102338.0,79715.0,223048882476.0,1674015.0
4.0,0.37,1.79,3.47,0.17,2.41,2.46,3.47,0.17,3.86,22.0,22.0,33734086518.0,79715.0,253142779318.0,1753730.0
5.0,0.45,0.57,0.6,0.17,2.41,2.46,0.6,0.17,0.5,21.0,21.0,32462513412.0,79715.0,252369862332.0,1674015.0
6.0,0.48,0.57,0.6,0.05,0.11,0.07,0.6,0.05,0.5,22.0,22.0,35105390848.0,79715.0,227910779646.0,1753730.0
7.0,0.49,61.31,108.93,0.38,0.87,0.6,108.93,0.38,44.01,23.0,23.0,33547090473.0,79715.0,178344361318.0,1833445.0
8.0,0.53,61.31,108.93,0.38,0.87,0.6,108.93,0.38,44.01,23.0,23.0,35267454087.0,79715.0,235689815118.0,1833445.0
9.0,0.56,0.48,0.55,0.38,0.87,0.6,0.55,0.38,0.63,22.0,24.0,35005659624.0,79715.0,233071870488.0,1753730.0
10.0,0.58,0.48,0.55,0.65,0.22,0.6,0.07,0.38,0.22,21.0,23.0,34980726818.0,79715.0,243718178650.0,1674015.0
11.0,0.6,0.48,0.55,2.41,2.02,210.1,0.07,2.41,0.22,20.0,22.0,38945042972.0,79715.0,190062780138.0,1594300.0
12.0,0.63,0.48,0.55,1.63,1.39,0.09,0.07,1.63,0.22,19.0,21.0,38745580524.0,79715.0,178020234840.0,1514585.0
13.0,0.64,0.48,0.55,0.14,0.26,0.23,0.07,0.14,0.22,18.0,22.0,34008347384.0,79715.0,237235649090.0,1434870.0
14.0,0.64,3.8,4.37,32.62,24.34,1.82,676.89,1.1,24.34,17.0,23.0,42435635812.0,79715.0,223073815282.0,1355155.0
15.0,0.65,3.8,4.37,32.62,24.34,1.82,676.89,1.1,24.34,17.0,23.0,31539999590.0,79715.0,167161997827.0,1355155.0
16.0,0.65,3.8,4.37,0.29,0.67,1.82,0.79,1.1,0.67,18.0,22.0,32088521322.0,79715.0,180737910694.0,1434870.0
17.0,0.68,3.8,4.37,0.29,0.67,1.82,0.79,1.1,0.67,18.0,22.0,34282608250.0,79715.0,192531127932.0,1434870.0
18.0,0.68,1.6,1.73,0.29,0.67,1.6,0.79,3.44,0.67,19.0,21.0,65448615750.0,79715.0,241898083812.0,1514585.0
