round,accuracy,eta_t,eta_q,eta_z,eta_v,zeta_t,zeta_q,zeta_z,zeta_v,M,E,compT,transT,compL,transL
1.0,0.16,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,20.0,20.0,31664663620.0,79715.0,240601577900.0,1594300.0
2.0,0.24,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,20.0,20.0,29919367200.0,79715.0,205944977560.0,1594300.0
3.0,0.32,2000000000.0,2000000000.0,0.63,0.91,0.8,2000000000.0,0.63,2000000000.0,21.0,21.0,53667864915.0,79715.0,301063632450.0,1674015.0
4.0,0.4,1.97,0.1,0.63,0.91,0.8,0.1,0.63,0.21,22.0,20.0,31664663620.0,79715.0,249078731940.0,1753730.0
5.0,0.44,0.78,1.67,0.63,0.91,0.78,0.1,0.32,0.21,23.0,19.0,29607707125.0,79715.0,226676605749.0,1833445.0
6.0,0.49,0.95,9.32,1.27,1.82,0.95,0.2,4.07,0.42,24.0,18.0,41513121990.0,79715.0,296426130534.0,1913160.0
7.0,0.51,0.91,0.15,1.27,1.82,0.91,0.2,0.69,0.42,23.0,17.0,47895920326.0,79715.0,229095087931.0,1833445.0
8.0,0.56,1.81,0.29,4.77,76.8,7.54,0.4,4.77,0.84,22.0,16.0,29520442304.0,79715.0,202853309616.0,1753730.0
9.0,0.56,1.81,0.29,1.46,1.15,1.21,0.4,1.46,0.84,23.0,15.0,16081659870.0,79715.0,107896717965.0,1833445.0
10.0,0.6,1.81,0.29,1.46,1.15,1.21,0.4,1.46,0.84,23.0,15.0,22439525400.0,79715.0,190735965900.0,1833445.0
11.0,0.61,0.32,1.25,2.91,2.31,0.32,0.8,0.65,1.68,22.0,16.0,24533881104.0,79715.0,161564582880.0,1753730.0
12.0,0.62,0.32,1.25,0.12,0.07,0.32,0.01,0.65,0.07,23.0,15.0,22813517490.0,79715.0,201581736510.0,1833445.0
13.0,0.63,0.32,1.25,0.12,0.07,0.32,0.01,0.65,0.07,23.0,15.0,33659288100.0,79715.0,275819166375.0,1833445.0
14.0,0.65,3.89,56.81,0.24,0.15,3.89,0.03,19.8,0.15,24.0,14.0,21641675608.0,79715.0,204025151498.0,1913160.0
15.0,0.65,0.78,0.42,0.24,0.15,0.78,0.03,0.48,0.15,25.0,13.0,24957738806.0,79715.0,210520147461.0,1992875.0
16.0,0.67,0.78,0.42,0.24,0.15,0.78,0.03,0.48,0.15,25.0,13.0,19609651919.0,79715.0,153149760855.0,1992875.0
17.0,0.69,0.32,0.79,0.24,0.15,0.32,0.03,0.04,0.15,26.0,12.0,16605248796.0,79715.0,149297642328.0,2072590.0
18.0,0.68,3.47,2.83,0.24,0.15,3.47,0.03,29.78,0.15,27.0,11.0,30442956126.0,79715.0,168121910858.0,2152305.0
19.0,0.7,3.47,2.83,0.24,0.15,3.47,0.03,29.78,0.15,27.0,11.0,17826956290.0,79715.0,163733737002.0,2152305.0
20.0,0.7,2.48,2.8,0.48,0.3,2.48,0.06,2.04,0.3,28.0,10.0,19322924650.0,79715.0,158572646160.0,2232020.0
21.0,0.71,2.48,2.8,0.48,0.3,2.48,0.06,2.04,0.3,28.0,10.0,15333675690.0,79715.0,134013832250.0,2232020.0
22.0,0.7,0.15,0.41,0.48,0.3,0.15,0.06,0.15,0.3,27.0,11.0,15221478063.0,79715.0,118206433246.0,2152305.0
23.0,0.71,0.15,0.41,0.48,0.3,0.15,0.06,0.15,0.3,27.0,11.0,16592782393.0,79715.0,140695824258.0,2152305.0
24.0,0.72,0.15,0.41,0.48,0.3,0.15,0.06,0.15,0.3,27.0,11.0,25369130105.0,79715.0,188965736674.0,2152305.0
25.0,0.73,0.15,0.41,0.48,0.3,0.15,0.06,0.15,0.3,27.0,11.0,17141304125.0,79715.0,168807563023.0,2152305.0
26.0,0.73,0.15,0.41,1.95,0.32,0.15,0.57,0.15,0.32,26.0,12.0,16455651960.0,79715.0,130448440992.0,2072590.0
27.0,0.73,0.15,0.41,1.95,0.32,0.15,0.57,0.15,0.32,26.0,12.0,37399209000.0,79715.0,194625483636.0,2072590.0
28.0,0.74,0.15,0.41,1.95,0.32,0.15,0.57,0.15,0.32,26.0,12.0,17951620320.0,79715.0,118181500440.0,2072590.0
29.0,0.74,0.15,0.41,1.95,0.32,0.15,0.57,0.15,0.32,26.0,12.0,17054039304.0,79715.0,155730306276.0,2072590.0
30.0,0.74,0.15,0.41,1.95,0.32,0.15,0.57,0.15,0.32,26.0,12.0,18849201336.0,79715.0,144809737248.0,2072590.0
31.0,0.75,0.15,0.41,1.95,0.32,0.15,0.57,0.15,0.32,26.0,12.0,33210497592.0,79715.0,177870638004.0,2072590.0
