round,accuracy,eta_t,eta_q,eta_z,eta_v,zeta_t,zeta_q,zeta_z,zeta_v,M,E,compT,transT,compL,transL
1.0,0.08,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,20.0,20.0,25431462120.0,79715.0,185250748580.0,1594300.0
2.0,0.2,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,20.0,20.0,31664663620.0,79715.0,266282368080.0,1594300.0
3.0,0.3,1000000000.0,1000000000.0,0.1,0.37,0.22,1000000000.0,0.1,1000000000.0,21.0,21.0,32986102338.0,79715.0,217289404290.0,1674015.0
4.0,0.31,1.53,0.62,0.1,0.37,0.22,0.62,0.1,0.74,22.0,22.0,9050608578.0,79715.0,132193737412.0,1753730.0
5.0,0.39,1.07,14.15,0.1,0.37,0.22,14.15,0.1,13.29,23.0,23.0,34980726818.0,79715.0,350093995449.0,1833445.0
6.0,0.46,0.04,0.93,0.1,0.37,0.22,0.93,0.1,0.91,24.0,24.0,37399209000.0,79715.0,273762209880.0,1913160.0
7.0,0.49,9.71,0.01,0.1,0.37,0.22,0.01,0.1,0.03,23.0,25.0,38022529150.0,79715.0,294207110800.0,1833445.0
8.0,0.51,9.71,0.01,5.82,16.36,0.22,41.95,0.1,16.36,22.0,26.0,40191683272.0,79715.0,234991696550.0,1753730.0
9.0,0.54,9.71,0.01,0.15,0.57,0.22,0.66,0.1,0.57,21.0,27.0,39717959958.0,79715.0,294855363756.0,1674015.0
10.0,0.58,9.71,0.01,1.12,1.32,0.22,1.04,0.1,1.32,20.0,28.0,42585232648.0,79715.0,308568407056.0,1594300.0
11.0,0.61,9.71,0.01,0.53,0.09,0.22,0.02,0.1,0.09,19.0,29.0,40490876944.0,79715.0,210407949834.0,1514585.0
12.0,0.6,9.71,0.01,5.59,0.2,0.22,5.89,0.1,0.2,18.0,30.0,45627034980.0,79715.0,226265214450.0,1434870.0
13.0,0.63,9.71,0.01,5.59,0.2,0.22,5.89,0.1,0.2,18.0,30.0,48244979610.0,79715.0,275632170330.0,1434870.0
14.0,0.65,9.71,0.01,6.59,228.35,0.22,49.35,0.1,228.35,17.0,31.0,47920853132.0,79715.0,242309475111.0,1355155.0
15.0,0.65,9.71,0.01,0.73,0.82,0.22,0.76,0.1,0.82,16.0,32.0,45477438144.0,79715.0,304778620544.0,1275440.0
16.0,0.66,9.71,0.01,0.73,0.82,0.22,0.76,0.1,0.82,16.0,32.0,50663461792.0,79715.0,321134541280.0,1275440.0
17.0,0.67,9.71,0.01,2.43,1.46,0.22,1.79,0.1,1.46,15.0,33.0,74873216418.0,79715.0,304429561260.0,1195725.0
18.0,0.68,9.71,0.01,2.43,1.46,0.22,1.79,0.1,1.46,15.0,33.0,51835303674.0,79715.0,239841127317.0,1195725.0
19.0,0.68,9.71,0.01,0.65,0.69,0.22,0.61,0.1,0.69,14.0,34.0,51710639644.0,79715.0,282713087234.0,1116010.0
20.0,0.7,9.71,0.01,0.65,0.69,0.22,0.61,0.1,0.69,14.0,34.0,41114197094.0,79715.0,173357800118.0,1116010.0
21.0,0.68,9.71,0.01,0.24,0.47,0.22,0.69,0.1,0.47,13.0,35.0,79410987110.0,79715.0,274884186150.0,1036295.0
22.0,0.7,9.71,0.01,0.24,0.47,0.22,0.69,0.1,0.47,13.0,35.0,13089723150.0,79715.0,139187389495.0,1036295.0
23.0,0.71,9.71,0.01,0.24,0.47,0.22,0.69,0.1,0.47,13.0,35.0,72866125535.0,79715.0,378729323140.0,1036295.0
24.0,0.71,9.71,0.01,0.24,0.47,0.22,0.69,0.1,0.47,13.0,35.0,53231540810.0,79715.0,250450036270.0,1036295.0
25.0,0.72,9.71,0.01,0.24,0.47,0.22,0.69,0.1,0.47,13.0,35.0,15271343675.0,79715.0,118680156560.0,1036295.0
26.0,0.73,9.71,0.01,8.15,4.75,0.22,4.57,0.1,4.75,12.0,36.0,54752441976.0,79715.0,171886764564.0,956580.0
27.0,0.73,9.71,0.01,8.15,4.75,0.22,4.57,0.1,4.75,12.0,36.0,46674212832.0,79715.0,195672661488.0,956580.0
28.0,0.72,9.71,0.01,1.17,1.16,0.22,1.04,0.1,1.16,11.0,37.0,58118370786.0,79715.0,207104353039.0,876865.0
29.0,0.72,9.71,0.01,1.17,1.16,0.22,1.04,0.1,1.16,11.0,37.0,57657113875.0,79715.0,238008566076.0,876865.0
30.0,0.73,9.71,0.01,1.17,1.16,0.22,1.04,0.1,1.16,11.0,37.0,53505801676.0,79715.0,152214780630.0,876865.0
31.0,0.74,9.71,0.01,1.17,1.16,0.22,1.04,0.1,1.16,11.0,37.0,53967058587.0,79715.0,205720582306.0,876865.0
32.0,0.71,9.71,0.01,1.17,1.16,0.22,1.04,0.1,1.16,11.0,37.0,55350829320.0,79715.0,184964021311.0,876865.0
33.0,0.74,9.71,0.01,1.17,1.16,0.22,1.04,0.1,1.16,11.0,37.0,57657113875.0,79715.0,263838953092.0,876865.0
34.0,0.74,9.71,0.01,1.17,1.16,0.22,1.04,0.1,1.16,11.0,37.0,53967058587.0,79715.0,239853593720.0,876865.0
35.0,0.75,9.71,0.01,1.17,1.16,0.22,1.04,0.1,1.16,11.0,37.0,57657113875.0,79715.0,275370375867.0,876865.0
36.0,0.75,9.71,0.01,1.48,1.29,0.22,1.65,0.1,1.29,10.0,38.0,55899351052.0,79715.0,171961562982.0,797150.0
37.0,0.75,9.71,0.01,1.48,1.29,0.22,1.65,0.1,1.29,10.0,38.0,43582544888.0,79715.0,158223586876.0,797150.0
38.0,0.76,9.71,0.01,1.48,1.29,0.22,1.65,0.1,1.29,10.0,38.0,14211699420.0,79715.0,124589231582.0,797150.0
39.0,0.75,9.71,0.01,1.48,1.29,0.22,1.65,0.1,1.29,10.0,38.0,52583287854.0,79715.0,181909752576.0,797150.0
40.0,0.75,9.71,0.01,1.48,1.29,0.22,1.65,0.1,1.29,10.0,38.0,58267967622.0,79715.0,259126652758.0,797150.0
41.0,0.76,9.71,0.01,1.48,1.29,0.22,1.65,0.1,1.29,10.0,38.0,86691366462.0,79715.0,279496755260.0,797150.0
42.0,0.76,9.71,0.01,1.48,1.29,0.22,1.65,0.1,1.29,10.0,38.0,58267967622.0,79715.0,294655901308.0,797150.0
43.0,0.75,9.71,0.01,0.44,0.41,0.22,0.57,0.1,0.41,9.0,39.0,49105161417.0,79715.0,134188361892.0,717435.0
44.0,0.77,9.71,0.01,0.44,0.41,0.22,0.57,0.1,0.41,9.0,39.0,57370386606.0,79715.0,188641610196.0,717435.0
45.0,0.78,9.71,0.01,0.44,0.41,0.22,0.57,0.1,0.41,9.0,39.0,60773714625.0,79715.0,162387365478.0,717435.0
46.0,0.74,9.71,0.01,2.76,2.96,0.22,2.11,0.1,2.96,8.0,40.0,58841422160.0,79715.0,95741975040.0,637720.0
47.0,0.76,9.71,0.01,2.76,2.96,0.22,2.11,0.1,2.96,8.0,40.0,14959683600.0,79715.0,76793042480.0,637720.0
48.0,0.76,9.71,0.01,2.76,2.96,0.22,2.11,0.1,2.96,8.0,40.0,52358892600.0,79715.0,120674781040.0,637720.0
49.0,0.75,9.71,0.01,2.76,2.96,0.22,2.11,0.1,2.96,8.0,40.0,102224504600.0,79715.0,266282368080.0,637720.0
50.0,0.69,9.71,0.01,2.76,2.96,0.22,2.11,0.1,2.96,8.0,40.0,112696283120.0,79715.0,189489325600.0,637720.0
51.0,0.74,9.71,0.01,2.76,2.96,0.22,2.11,0.1,2.96,8.0,40.0,17951620320.0,79715.0,109704346400.0,637720.0
52.0,0.77,9.71,0.01,2.76,2.96,0.22,2.11,0.1,2.96,8.0,40.0,66321263960.0,79715.0,209934226520.0,637720.0
53.0,0.77,9.71,0.01,2.76,2.96,0.22,2.11,0.1,2.96,8.0,40.0,62830671120.0,79715.0,189987981720.0,637720.0
54.0,0.77,9.71,0.01,2.76,2.96,0.22,2.11,0.1,2.96,8.0,40.0,49865612000.0,79715.0,120176124920.0,637720.0
55.0,0.75,9.71,0.01,2.76,2.96,0.22,2.11,0.1,2.96,8.0,40.0,62830671120.0,79715.0,128653278960.0,637720.0
56.0,0.76,9.71,0.01,2.76,2.96,0.22,2.11,0.1,2.96,8.0,40.0,52358892600.0,79715.0,173033673640.0,637720.0
57.0,0.77,9.71,0.01,2.76,2.96,0.22,2.11,0.1,2.96,8.0,40.0,61334702760.0,79715.0,189987981720.0,637720.0
58.0,0.78,9.71,0.01,2.76,2.96,0.22,2.11,0.1,2.96,8.0,40.0,63827983360.0,79715.0,192979918440.0,637720.0
59.0,0.78,9.71,0.01,2.76,2.96,0.22,2.11,0.1,2.96,8.0,40.0,54852173200.0,79715.0,191483950080.0,637720.0
60.0,0.79,9.71,0.01,2.76,2.96,0.22,2.11,0.1,2.96,8.0,40.0,14959683600.0,79715.0,93747350560.0,637720.0
61.0,0.79,9.71,0.01,1.84,2.08,0.22,2.84,0.1,2.08,7.0,41.0,15333675690.0,79715.0,93535421709.0,558005.0
62.0,0.8,9.71,0.01,1.84,2.08,0.22,2.84,0.1,2.08,7.0,41.0,54690109961.0,79715.0,174803902866.0,558005.0
63.0,0.78,9.71,0.01,1.84,2.08,0.22,2.84,0.1,2.08,7.0,41.0,92002054140.0,79715.0,218249317321.0,558005.0
64.0,0.79,9.71,0.01,1.84,2.08,0.22,2.84,0.1,2.08,7.0,41.0,66445927990.0,79715.0,158447982130.0,558005.0
65.0,0.79,9.71,0.01,1.84,2.08,0.22,2.84,0.1,2.08,7.0,41.0,39867556794.0,79715.0,122158282997.0,558005.0
66.0,0.78,9.71,0.01,1.84,2.08,0.22,2.84,0.1,2.08,7.0,41.0,48045517162.0,79715.0,116535935244.0,558005.0
67.0,0.79,9.71,0.01,1.84,2.08,0.22,2.84,0.1,2.08,7.0,41.0,61845825283.0,79715.0,193204313694.0,558005.0
68.0,0.78,9.71,0.01,1.84,2.08,0.22,2.84,0.1,2.08,7.0,41.0,47534394639.0,79715.0,120113792905.0,558005.0
69.0,0.77,9.71,0.01,1.84,2.08,0.22,2.84,0.1,2.08,7.0,41.0,59290212668.0,79715.0,131358488411.0,558005.0
70.0,0.79,9.71,0.01,1.84,2.08,0.22,2.84,0.1,2.08,7.0,41.0,56223477530.0,79715.0,167137065021.0,558005.0
71.0,0.8,9.71,0.01,1.84,2.08,0.22,2.84,0.1,2.08,7.0,41.0,56223477530.0,79715.0,182981863234.0,558005.0
72.0,0.79,9.71,0.01,0.41,0.5,0.22,0.38,0.1,0.5,6.0,42.0,55500426156.0,79715.0,132467998278.0,478290.0
73.0,0.79,9.71,0.01,0.41,0.5,0.22,0.38,0.1,0.5,6.0,42.0,51835303674.0,79715.0,150270021762.0,478290.0
74.0,0.78,9.71,0.01,0.41,0.5,0.22,0.38,0.1,0.5,6.0,42.0,59689137564.0,79715.0,109953674460.0,478290.0
75.0,0.79,9.71,0.01,0.41,0.5,0.22,0.38,0.1,0.5,6.0,42.0,15707667780.0,79715.0,75396805344.0,478290.0
76.0,0.79,9.71,0.01,0.41,0.5,0.22,0.38,0.1,0.5,6.0,42.0,62830671120.0,79715.0,115189563720.0,478290.0
77.0,0.8,9.71,0.01,0.41,0.5,0.22,0.38,0.1,0.5,6.0,42.0,15707667780.0,79715.0,79061927826.0,478290.0
78.0,0.8,9.71,0.01,0.41,0.5,0.22,0.38,0.1,0.5,6.0,42.0,54453248304.0,79715.0,109953674460.0,478290.0
