round,accuracy,eta_t,eta_q,eta_z,eta_v,zeta_t,zeta_q,zeta_z,zeta_v,M,E,compT,transT,compL,transL
1.0,0.09,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,20.0,20.0,31415335560.0,79715.0,221153989220.0,1594300.0
2.0,0.15,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,20.0,20.0,30418023320.0,79715.0,148599523760.0,1594300.0
3.0,0.24,1000000000.0,1000000000.0,0.05,0.56,0.51,1000000000.0,0.05,1000000000.0,21.0,21.0,30629952171.0,79715.0,228284771736.0,1674015.0
4.0,0.31,0.92,0.88,0.05,0.56,0.51,0.88,0.05,0.78,22.0,22.0,68565216500.0,79715.0,267404344350.0,1753730.0
5.0,0.39,3.98,0.53,0.05,0.56,0.51,0.53,0.05,0.78,23.0,21.0,32462513412.0,79715.0,238494755793.0,1833445.0
6.0,0.44,0.89,0.46,0.05,0.56,0.89,0.53,0.6,0.78,24.0,20.0,29919367200.0,79715.0,215419443840.0,1913160.0
7.0,0.49,0.26,4.57,0.05,0.56,0.26,0.53,1.35,0.78,23.0,21.0,32462513412.0,79715.0,296613126579.0,1833445.0
8.0,0.51,0.26,4.57,2.53,0.35,0.26,0.53,1.35,0.35,24.0,20.0,58841422160.0,79715.0,261794463000.0,1913160.0
9.0,0.54,18.0,11.46,2.53,0.35,18.0,0.53,3.52,0.35,25.0,19.0,29370845468.0,79715.0,231413838889.0,1992875.0
10.0,0.55,0.91,0.72,2.53,0.35,0.91,0.53,0.89,0.35,26.0,18.0,27376220988.0,79715.0,219234163158.0,2072590.0
11.0,0.59,0.32,1.2,2.53,0.35,0.32,0.53,0.83,0.35,25.0,19.0,29133983811.0,79715.0,263627024241.0,1992875.0
12.0,0.61,0.32,1.2,0.84,1.0,0.32,1.0,0.83,1.0,24.0,20.0,29420711080.0,79715.0,197467823520.0,1913160.0
13.0,0.61,0.32,1.2,0.14,0.38,0.32,0.47,0.83,0.38,23.0,21.0,29059185393.0,79715.0,150270021762.0,1833445.0
14.0,0.63,0.32,1.2,0.14,0.38,0.32,0.47,0.83,0.38,23.0,21.0,42148908543.0,79715.0,301849015839.0,1833445.0
15.0,0.64,0.32,1.2,18.27,3.76,0.32,3.71,0.83,3.76,22.0,22.0,32637043054.0,79715.0,301686952600.0,1753730.0
16.0,0.66,0.32,1.2,18.27,3.76,0.32,3.71,0.83,3.76,22.0,22.0,34831129982.0,79715.0,260547822700.0,1753730.0
17.0,0.66,0.32,1.2,0.36,0.77,0.32,0.69,0.83,0.77,21.0,23.0,35554181356.0,79715.0,276118360047.0,1674015.0
18.0,0.67,0.32,1.2,0.36,0.77,0.32,0.69,0.83,0.77,21.0,23.0,35267454087.0,79715.0,252319996720.0,1674015.0
19.0,0.69,0.32,1.2,0.36,0.77,0.32,0.69,0.83,0.77,21.0,23.0,36701090432.0,79715.0,264362542018.0,1674015.0
20.0,0.69,0.32,1.2,2.44,1.05,0.32,1.32,0.83,1.05,20.0,24.0,37997596344.0,79715.0,274958984568.0,1594300.0
21.0,0.69,0.32,1.2,2.44,1.05,0.32,1.32,0.83,1.05,20.0,24.0,54453248304.0,79715.0,289320280824.0,1594300.0
22.0,0.69,0.32,1.2,2.44,1.05,0.32,1.32,0.83,1.05,20.0,24.0,34407272280.0,79715.0,255511395888.0,1594300.0
23.0,0.71,0.32,1.2,2.44,1.05,0.32,1.32,0.83,1.05,20.0,24.0,35604046968.0,79715.0,230678321112.0,1594300.0
24.0,0.71,0.32,1.2,1.46,1.27,0.32,1.36,0.83,1.27,19.0,25.0,28672726900.0,79715.0,182009483800.0,1514585.0
25.0,0.7,0.32,1.2,1.46,1.27,0.32,1.36,0.83,1.27,19.0,25.0,35529248550.0,79715.0,246523119325.0,1514585.0
26.0,0.71,0.32,1.2,1.46,1.27,0.32,1.36,0.83,1.27,19.0,25.0,36152568700.0,79715.0,261794463000.0,1514585.0
27.0,0.71,0.32,1.2,1.46,1.27,0.32,1.36,0.83,1.27,19.0,25.0,38957509375.0,79715.0,312283395150.0,1514585.0
28.0,0.72,0.32,1.2,1.46,1.27,0.32,1.36,0.83,1.27,19.0,25.0,38645849300.0,79715.0,316646636200.0,1514585.0
29.0,0.73,0.32,1.2,2.26,2.14,0.32,2.21,0.83,2.14,18.0,26.0,81031619500.0,79715.0,294306842024.0,1434870.0
30.0,0.73,0.32,1.2,2.26,2.14,0.32,2.21,0.83,2.14,18.0,26.0,27550750630.0,79715.0,175676551076.0,1434870.0
31.0,0.73,0.32,1.2,2.26,2.14,0.32,2.21,0.83,2.14,18.0,26.0,38246924404.0,79715.0,150070559314.0,1434870.0
32.0,0.74,0.32,1.2,2.26,2.14,0.32,2.21,0.83,2.14,18.0,26.0,39219303838.0,79715.0,258652929444.0,1434870.0
33.0,0.74,0.32,1.2,0.5,0.29,0.32,0.16,0.83,0.29,19.0,25.0,34594268325.0,79715.0,190424305825.0,1514585.0
34.0,0.76,0.32,1.2,0.5,0.29,0.32,0.16,0.83,0.29,19.0,25.0,37087548925.0,79715.0,278624107050.0,1514585.0
35.0,0.75,4.25,8.3,0.5,0.29,4.25,0.16,2.15,0.29,20.0,24.0,37698402672.0,79715.0,344072722800.0,1594300.0
36.0,0.75,4.25,8.3,0.5,0.29,4.25,0.16,2.15,0.29,20.0,24.0,35005659624.0,79715.0,198066210864.0,1594300.0
37.0,0.75,4.25,8.3,0.5,0.29,4.25,0.16,2.15,0.29,20.0,24.0,37100015328.0,79715.0,286627537776.0,1594300.0
38.0,0.76,4.25,8.3,0.5,0.29,4.25,0.16,2.15,0.29,20.0,24.0,38895177360.0,79715.0,263589625032.0,1594300.0
39.0,0.77,4.25,8.3,0.5,0.29,4.25,0.16,2.15,0.29,20.0,24.0,37399209000.0,79715.0,195672661488.0,1594300.0
40.0,0.77,4.25,8.3,0.5,0.29,4.25,0.16,2.15,0.29,20.0,24.0,36501627984.0,79715.0,274061403552.0,1594300.0
41.0,0.77,1.11,1.54,0.5,0.29,1.11,0.16,1.95,0.29,21.0,23.0,36414363163.0,79715.0,269523632860.0,1674015.0
42.0,0.77,1.11,1.54,0.5,0.29,1.11,0.16,1.95,0.29,21.0,23.0,34407272280.0,79715.0,226514542510.0,1674015.0
43.0,0.77,1.11,1.54,0.5,0.29,1.11,0.16,1.95,0.29,21.0,23.0,35840908625.0,79715.0,289594541690.0,1674015.0
44.0,0.77,1.11,1.54,0.5,0.29,1.11,0.16,1.95,0.29,21.0,23.0,38134726777.0,79715.0,290454723497.0,1674015.0
45.0,0.77,1.11,1.54,0.5,0.29,1.11,0.16,1.95,0.29,21.0,23.0,35267454087.0,79715.0,315113268631.0,1674015.0
46.0,0.78,1.11,1.54,0.5,0.29,1.11,0.16,1.95,0.29,21.0,23.0,33833817742.0,79715.0,221353451668.0,1674015.0
47.0,0.79,0.49,0.57,0.5,0.29,0.49,0.16,0.61,0.29,22.0,22.0,34831129982.0,79715.0,292910604888.0,1753730.0
48.0,0.79,0.49,0.57,0.5,0.29,0.49,0.16,0.61,0.29,22.0,22.0,33459825652.0,79715.0,153311824094.0,1753730.0
49.0,0.79,0.49,0.57,0.5,0.29,0.49,0.16,0.61,0.29,22.0,22.0,64725564376.0,79715.0,282214431114.0,1753730.0
50.0,0.79,0.49,0.57,0.5,0.29,0.49,0.16,0.61,0.29,22.0,22.0,33734086518.0,79715.0,195822258324.0,1753730.0
51.0,0.8,0.81,1.11,0.5,0.29,0.81,0.16,1.33,0.29,23.0,21.0,32462513412.0,79715.0,186921246582.0,1833445.0
52.0,0.79,0.81,1.11,0.5,0.29,0.81,0.16,1.33,0.29,23.0,21.0,33247896801.0,79715.0,262056257463.0,1833445.0
53.0,0.8,0.81,1.11,0.5,0.29,0.81,0.16,1.33,0.29,23.0,21.0,38745580524.0,79715.0,303157988154.0,1833445.0
54.0,0.8,0.81,1.11,0.5,0.29,0.81,0.16,1.33,0.29,23.0,21.0,28012007541.0,79715.0,209435570400.0,1833445.0
55.0,0.8,1.4,0.46,0.5,0.29,1.4,0.16,0.27,0.29,24.0,20.0,55350829320.0,79715.0,269772960920.0,1913160.0
56.0,0.8,1.4,0.46,0.5,0.29,1.4,0.16,0.27,0.29,24.0,20.0,29420711080.0,79715.0,212178179060.0,1913160.0
57.0,0.8,1.4,0.46,0.5,0.29,1.4,0.16,0.27,0.29,24.0,20.0,29919367200.0,79715.0,225143238180.0,1913160.0
58.0,0.81,1.4,0.46,0.5,0.29,1.4,0.16,0.27,0.29,24.0,20.0,30667351380.0,79715.0,219408692800.0,1913160.0
59.0,0.81,1.4,0.46,0.5,0.29,1.4,0.16,0.27,0.29,24.0,20.0,30418023320.0,79715.0,256309245680.0,1913160.0
60.0,0.8,1.4,0.46,0.5,0.29,1.4,0.16,0.27,0.29,24.0,20.0,31913991680.0,79715.0,287225925120.0,1913160.0
61.0,0.81,1.4,0.46,0.5,0.29,1.4,0.16,0.27,0.29,24.0,20.0,26678102420.0,79715.0,170291064980.0,1913160.0
