round,accuracy,eta_t,eta_q,eta_z,eta_v,zeta_t,zeta_q,zeta_z,zeta_v,M,E,compT,transT,compL,transL
1.0,0.1,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,20.0,20.0,27426086600.0,79715.0,210183554580.0,1594300.0
2.0,0.17,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,20.0,20.0,31913991680.0,79715.0,155082053320.0,1594300.0
3.0,0.25,1000000000.0,1000000000.0,0.12,0.51,0.76,1000000000.0,0.12,1000000000.0,21.0,21.0,40316347302.0,79715.0,240327317034.0,1674015.0
4.0,0.33,0.2,0.41,0.12,0.51,0.76,0.41,0.12,0.28,22.0,22.0,34008347384.0,79715.0,244914953338.0,1753730.0
5.0,0.37,2.41,0.28,0.12,0.51,0.76,0.28,0.12,0.01,23.0,23.0,33547090473.0,79715.0,230241997007.0,1833445.0
6.0,0.43,3.02,16.07,0.12,0.51,0.76,16.07,0.12,1024.95,24.0,24.0,37100015328.0,79715.0,358434019056.0,1913160.0
7.0,0.47,0.31,0.5,0.12,0.51,0.76,0.5,0.12,0.39,25.0,25.0,38645849300.0,79715.0,284233988400.0,1992875.0
8.0,0.52,4.44,2.2,0.12,0.51,0.76,2.2,0.12,3.04,26.0,26.0,40515809750.0,79715.0,327367742780.0,2072590.0
9.0,0.56,0.76,0.9,0.12,0.51,0.76,0.9,0.12,0.77,27.0,27.0,37025216910.0,79715.0,334236730833.0,2152305.0
10.0,0.59,0.88,1.02,0.12,0.51,0.76,1.02,0.12,1.28,28.0,28.0,45377706920.0,79715.0,379427441708.0,2232020.0
11.0,0.6,2.21,0.92,0.12,0.51,0.76,0.92,0.12,0.99,29.0,29.0,74112765835.0,79715.0,454799314246.0,2311735.0
12.0,0.62,2.21,0.92,0.12,0.51,0.76,0.92,0.12,0.99,29.0,29.0,90381421750.0,79715.0,457329994055.0,2311735.0
13.0,0.64,5.81,3.21,0.12,0.51,0.76,3.21,0.12,3.12,30.0,30.0,46749011250.0,79715.0,473847978030.0,2391450.0
14.0,0.66,0.81,0.52,0.12,0.51,0.76,0.52,0.12,0.44,31.0,31.0,47534394639.0,79715.0,420466840384.0,2471165.0
15.0,0.66,0.19,0.74,0.12,0.51,0.76,0.74,0.12,1.03,32.0,32.0,48269912416.0,79715.0,567271202112.0,2550880.0
16.0,0.67,0.19,0.74,0.12,0.51,0.76,0.74,0.12,1.03,32.0,32.0,50264536896.0,79715.0,524187313344.0,2550880.0
17.0,0.69,9.74,9.92,0.12,0.51,0.76,9.92,0.12,9.07,33.0,33.0,52658086272.0,79715.0,459112689684.0,2630595.0
18.0,0.69,0.91,0.97,0.12,0.51,0.76,0.97,0.12,0.94,34.0,34.0,53406070452.0,79715.0,723101239612.0,2710310.0
19.0,0.71,0.91,0.97,0.12,0.51,0.76,0.97,0.12,0.94,34.0,34.0,53829928154.0,79715.0,547624150984.0,2710310.0
20.0,0.71,0.38,0.32,0.12,0.51,0.76,0.32,0.12,0.37,33.0,35.0,61958022910.0,79715.0,520098333160.0,2630595.0
21.0,0.71,0.38,0.32,0.12,0.51,0.76,0.32,0.12,0.37,33.0,35.0,53231540810.0,79715.0,417125844380.0,2630595.0
22.0,0.72,0.38,0.32,0.12,0.51,0.76,0.32,0.12,0.37,33.0,35.0,54976837230.0,79715.0,363457979465.0,2630595.0
23.0,0.73,0.38,0.32,1.79,4.83,0.76,5.34,0.12,4.83,32.0,36.0,55201232484.0,79715.0,574451850240.0,2550880.0
24.0,0.73,0.38,0.32,1.17,1.07,0.76,1.04,0.12,1.07,31.0,37.0,57657113875.0,79715.0,720944551893.0,2471165.0
25.0,0.73,0.38,0.32,1.17,1.07,0.76,1.04,0.12,1.07,31.0,37.0,57657113875.0,79715.0,659597382730.0,2471165.0
26.0,0.74,0.38,0.32,1.17,1.07,0.76,1.04,0.12,1.07,31.0,37.0,57195856964.0,79715.0,488932325660.0,2471165.0
