round,accuracy,eta_t,eta_q,eta_z,eta_v,zeta_t,zeta_q,zeta_z,zeta_v,M,E,compT,transT,compL,transL
1.0,0.11,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,20.0,20.0,30667351380.0,79715.0,256059917620.0,1594300.0
2.0,0.2,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,20.0,20.0,30667351380.0,79715.0,256059917620.0,1594300.0
3.0,0.34,1000000000.0,1000000000.0,0.24,0.24,0.24,1000000000.0,0.24,1000000000.0,21.0,21.0,31677130023.0,79715.0,237709372404.0,1674015.0
4.0,0.42,1.92,2.03,0.24,0.24,0.24,2.03,0.24,1.87,22.0,22.0,33734086518.0,79715.0,253965561916.0,1753730.0
5.0,0.45,1.85,1.5,0.72,0.72,0.72,1.5,0.72,1.88,23.0,23.0,48456908461.0,79715.0,246011996802.0,1833445.0
6.0,0.5,3.83,2.22,2.15,2.15,2.15,2.22,2.15,2.3,24.0,22.0,31539999590.0,79715.0,220231475398.0,1913160.0
7.0,0.53,0.77,0.48,2.15,2.15,0.77,2.22,0.65,2.3,23.0,23.0,35840908625.0,79715.0,276118360047.0,1833445.0
8.0,0.57,2.3,1.43,2.92,3.09,2.3,2.81,1.94,3.09,22.0,24.0,37997596344.0,79715.0,396132421728.0,1753730.0
9.0,0.59,2.3,1.43,0.49,1.15,2.3,1.05,1.94,1.15,23.0,23.0,31539999590.0,79715.0,210744542715.0,1833445.0
10.0,0.6,1.87,2.21,1.48,3.44,1.87,3.14,1.79,3.44,22.0,24.0,37100015328.0,79715.0,248031554088.0,1753730.0
11.0,0.62,1.87,2.21,1.06,0.25,1.87,0.33,1.79,0.25,23.0,23.0,53044544765.0,79715.0,259488178445.0,1833445.0
12.0,0.63,0.17,1.82,1.06,0.25,0.17,0.33,1.0,0.25,24.0,22.0,34556869116.0,79715.0,187045910612.0,1913160.0
13.0,0.65,0.17,1.82,1.06,0.25,0.17,0.33,1.0,0.25,24.0,22.0,34556869116.0,79715.0,236412866492.0,1913160.0
14.0,0.67,3.4,0.49,1.06,0.25,3.4,0.33,0.05,0.25,25.0,21.0,32986102338.0,79715.0,275669569539.0,1992875.0
15.0,0.67,1.21,1.2,1.06,0.25,1.21,0.33,0.59,0.25,26.0,20.0,31664663620.0,79715.0,237609641180.0,2072590.0
16.0,0.69,1.21,1.2,1.06,0.25,1.21,0.33,0.59,0.25,26.0,20.0,30667351380.0,79715.0,240601577900.0,2072590.0
17.0,0.7,1.64,2.26,3.17,0.74,1.64,0.98,41.4,0.74,27.0,19.0,30081430439.0,79715.0,311946802269.0,2152305.0
18.0,0.71,1.64,2.26,3.17,0.74,1.64,0.98,41.4,0.74,27.0,19.0,27949675526.0,79715.0,220281341010.0,2152305.0
19.0,0.72,2.12,2.27,9.5,2.22,2.12,2.95,3.55,2.22,26.0,18.0,28722592512.0,79715.0,251098289226.0,2072590.0
