round,accuracy,eta_t,eta_q,eta_z,eta_v,zeta_t,zeta_q,zeta_z,zeta_v,M,E,compT,transT,compL,transL
1.0,0.06,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,20.0,20.0,28174070780.0,79715.0,150344820180.0,1594300.0
2.0,0.17,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,20.0,20.0,30418023320.0,79715.0,205944977560.0,1594300.0
3.0,0.31,1000000000.0,1000000000.0,0.28,0.48,0.44,1000000000.0,0.28,1000000000.0,21.0,21.0,34033280190.0,79715.0,218598376605.0,1674015.0
4.0,0.4,0.15,0.23,0.28,0.48,0.44,0.23,0.28,0.18,20.0,20.0,30667351380.0,79715.0,215918099960.0,1594300.0
5.0,0.44,1.31,2.04,3.07,2.59,3.45,2.04,3.07,1.65,19.0,19.0,28186537183.0,79715.0,137379761060.0,1514585.0
6.0,0.46,11.79,18.32,1.58,3.97,4.21,18.32,1.58,14.81,20.0,20.0,56348141560.0,79715.0,292212486320.0,1594300.0
7.0,0.52,3.35,0.74,14.26,35.75,37.88,0.74,14.26,0.9,19.0,19.0,28423398840.0,79715.0,154196938707.0,1514585.0
8.0,0.55,3.35,0.74,1.16,1.78,1.21,0.74,1.16,0.9,20.0,18.0,27376220988.0,79715.0,203077704870.0,1594300.0
9.0,0.54,0.25,0.72,10.44,16.01,0.25,6.67,0.47,8.1,19.0,19.0,23686165700.0,79715.0,151354598823.0,1514585.0
10.0,0.58,0.25,0.72,10.44,16.01,0.25,6.67,0.47,8.1,19.0,19.0,27949675526.0,79715.0,216728416155.0,1514585.0
11.0,0.61,2.26,6.51,1.8,2.31,2.26,2.66,4.19,2.31,20.0,18.0,27825011496.0,79715.0,243917641098.0,1594300.0
12.0,0.63,0.93,0.95,1.8,2.31,0.93,2.66,0.75,2.31,19.0,19.0,30318292096.0,79715.0,254626281275.0,1514585.0
13.0,0.64,0.93,0.95,0.1,0.03,0.93,0.02,0.75,0.03,20.0,18.0,26703035226.0,79715.0,175252693374.0,1594300.0
