round,accuracy,eta_t,eta_q,eta_z,eta_v,zeta_t,zeta_q,zeta_z,zeta_v,M,E,compT,transT,compL,transL
1.0,0.11,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,20.0,20.0,42136442140.0,79715.0,265035727780.0,1594300.0
2.0,0.2,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,20.0,20.0,30916679440.0,79715.0,159071302280.0,1594300.0
3.0,0.32,1000000000.0,1000000000.0,0.31,0.14,0.16,1000000000.0,0.31,1000000000.0,21.0,21.0,34818663579.0,79715.0,270695474742.0,1674015.0
4.0,0.32,0.57,1.69,0.31,0.14,0.16,1.69,0.31,1.37,22.0,22.0,9599130310.0,79715.0,161539650074.0,1753730.0
5.0,0.41,0.57,1.69,0.31,0.14,0.16,1.69,0.31,1.37,22.0,22.0,34556869116.0,79715.0,219957214532.0,1753730.0
6.0,0.46,5.01,5.85,0.31,0.14,0.16,5.85,0.31,8.16,23.0,23.0,63653453718.0,79715.0,279272360006.0,1833445.0
7.0,0.5,4.4,0.11,0.31,0.14,0.16,0.11,0.31,0.04,24.0,22.0,36476695178.0,79715.0,238606953420.0,1913160.0
8.0,0.54,0.45,3.37,0.31,0.14,0.45,0.11,0.26,0.04,25.0,21.0,32986102338.0,79715.0,294780565338.0,1992875.0
9.0,0.57,0.22,1.01,0.31,0.14,0.22,0.11,7.49,0.04,26.0,22.0,34008347384.0,79715.0,328838778334.0,2072590.0
10.0,0.6,2.39,0.93,0.31,0.14,0.22,0.93,7.49,1.0,27.0,23.0,34693999549.0,79715.0,362996722554.0,2152305.0
11.0,0.63,1.48,1.87,0.31,0.14,0.22,1.87,7.49,1.33,28.0,24.0,37100015328.0,79715.0,371299346952.0,2232020.0
12.0,0.65,2.66,2.1,0.31,0.14,0.22,2.1,7.49,2.68,29.0,25.0,39892489600.0,79715.0,460633590850.0,2311735.0
13.0,0.66,0.5,0.34,0.31,0.14,0.22,0.34,7.49,0.42,30.0,26.0,41488189184.0,79715.0,421364421400.0,2391450.0
14.0,0.66,3.92,5.31,0.31,0.14,0.22,5.31,7.49,4.65,31.0,27.0,42410703006.0,79715.0,382706105697.0,2471165.0
15.0,0.68,3.92,5.31,0.31,0.14,0.22,5.31,7.49,4.65,31.0,27.0,39044774196.0,79715.0,367896018933.0,2471165.0
16.0,0.68,0.0,0.05,0.31,0.14,0.22,0.05,7.49,0.13,30.0,28.0,71557153220.0,79715.0,516956799604.0,2391450.0
17.0,0.7,0.0,0.05,0.31,0.14,0.22,0.05,7.49,0.13,30.0,28.0,43981469784.0,79715.0,526381400272.0,2391450.0
18.0,0.7,0.0,0.05,5.7,2.07,0.22,7.74,7.49,2.07,29.0,29.0,45552236562.0,79715.0,361887212687.0,2311735.0
19.0,0.71,0.0,0.05,5.7,2.07,0.22,7.74,7.49,2.07,29.0,29.0,39767825570.0,79715.0,389363164899.0,2311735.0
20.0,0.72,0.0,0.05,5.7,2.07,0.22,7.74,7.49,2.07,29.0,29.0,35429517326.0,79715.0,367310097992.0,2311735.0
21.0,0.73,0.0,0.05,0.6,6.96,0.22,5.76,7.49,6.96,28.0,30.0,47496995430.0,79715.0,404285449290.0,2232020.0
22.0,0.73,0.0,0.05,0.6,6.96,0.22,5.76,7.49,6.96,28.0,30.0,46749011250.0,79715.0,336966873090.0,2232020.0
23.0,0.72,0.0,0.05,0.09,0.03,0.22,0.05,7.49,0.03,29.0,29.0,60374789729.0,79715.0,407439449249.0,2311735.0
24.0,0.74,0.0,0.05,0.09,0.03,0.22,0.05,7.49,0.03,29.0,29.0,45190710875.0,79715.0,428046413408.0,2311735.0
25.0,0.75,0.0,0.05,0.09,0.03,0.22,0.05,7.49,0.03,29.0,29.0,46275287936.0,79715.0,454799314246.0,2311735.0
26.0,0.75,2.21,12.63,0.09,0.03,2.21,0.05,30.74,0.03,30.0,28.0,42934291932.0,79715.0,394436990920.0,2391450.0
27.0,0.75,2.21,12.63,0.09,0.03,2.21,0.05,30.74,0.03,30.0,28.0,42585232648.0,79715.0,325672311972.0,2391450.0
28.0,0.75,2.21,12.63,0.09,0.03,2.21,0.05,30.74,0.03,30.0,28.0,45028647636.0,79715.0,566523217932.0,2391450.0
29.0,0.75,2.21,12.63,0.09,0.03,2.21,0.05,30.74,0.03,30.0,28.0,77491161048.0,79715.0,472277211252.0,2391450.0
30.0,0.74,2.21,12.63,0.09,0.03,2.21,0.05,30.74,0.03,30.0,28.0,44679588352.0,79715.0,470880974116.0,2391450.0
31.0,0.76,2.21,12.63,0.09,0.03,2.21,0.05,30.74,0.03,30.0,28.0,55151366872.0,79715.0,465994144140.0,2391450.0
32.0,0.77,6.71,8.26,0.09,0.03,6.71,0.05,5.83,0.03,31.0,27.0,41737517244.0,79715.0,421414287012.0,2471165.0
33.0,0.77,1.35,1.31,0.09,0.03,1.35,0.05,1.3,0.03,32.0,26.0,81031619500.0,79715.0,400620326808.0,2550880.0
34.0,0.77,1.35,1.31,0.09,0.03,1.35,0.05,1.3,0.03,32.0,26.0,41488189184.0,79715.0,437894871778.0,2550880.0
35.0,0.78,1.35,1.31,0.09,0.03,1.35,0.05,1.3,0.03,32.0,26.0,38895177360.0,79715.0,319912833786.0,2550880.0
36.0,0.78,0.27,0.22,0.09,0.03,0.27,0.05,0.17,0.03,33.0,25.0,39580829525.0,79715.0,485566396850.0,2630595.0
37.0,0.78,0.27,0.22,0.09,0.03,0.27,0.05,0.17,0.03,33.0,25.0,77915018750.0,79715.0,465308491975.0,2630595.0
38.0,0.78,0.27,0.22,0.09,0.03,0.27,0.05,0.17,0.03,33.0,25.0,63890315375.0,79715.0,423234381850.0,2630595.0
39.0,0.78,0.27,0.22,0.09,0.03,0.27,0.05,0.17,0.03,33.0,25.0,39580829525.0,79715.0,378355331050.0,2630595.0
40.0,0.78,0.27,0.22,0.09,0.03,0.27,0.05,0.17,0.03,33.0,25.0,39269169450.0,79715.0,489617977825.0,2630595.0
41.0,0.78,0.27,0.22,0.09,0.03,0.27,0.05,0.17,0.03,33.0,25.0,36152568700.0,79715.0,385211852700.0,2630595.0
42.0,0.79,0.27,0.22,0.09,0.03,0.27,0.05,0.17,0.03,33.0,25.0,38645849300.0,79715.0,412949599375.0,2630595.0
43.0,0.79,1.92,2.82,0.09,0.03,1.92,0.05,3.7,0.03,34.0,24.0,54752441976.0,79715.0,498157463880.0,2710310.0
44.0,0.8,1.92,2.82,0.09,0.03,1.92,0.05,3.7,0.03,34.0,24.0,37100015328.0,79715.0,393738872352.0,2710310.0
45.0,0.8,1.92,2.82,0.09,0.03,1.92,0.05,3.7,0.03,34.0,24.0,37399209000.0,79715.0,284533182072.0,2710310.0
46.0,0.8,1.92,2.82,0.09,0.03,1.92,0.05,3.7,0.03,34.0,24.0,46375019160.0,79715.0,506834080368.0,2710310.0
47.0,0.8,0.59,0.43,0.09,0.03,0.59,0.05,0.44,0.03,35.0,23.0,42435635812.0,79715.0,388802176764.0,2790025.0
48.0,0.8,0.59,0.43,0.09,0.03,0.59,0.05,0.44,0.03,35.0,23.0,36701090432.0,79715.0,436112176149.0,2790025.0
49.0,0.8,0.59,0.43,0.09,0.03,0.59,0.05,0.44,0.03,35.0,23.0,36127635894.0,79715.0,499478902598.0,2790025.0
50.0,0.8,0.59,0.43,0.09,0.03,0.59,0.05,0.44,0.03,35.0,23.0,36127635894.0,79715.0,367010904320.0,2790025.0
51.0,0.81,0.59,0.43,0.09,0.03,0.59,0.05,0.44,0.03,35.0,23.0,35554181356.0,79715.0,430951085307.0,2790025.0
52.0,0.8,0.59,0.43,0.09,0.03,0.59,0.05,0.44,0.03,35.0,23.0,35840908625.0,79715.0,368157813396.0,2790025.0
53.0,0.81,0.59,0.43,0.09,0.03,0.59,0.05,0.44,0.03,35.0,23.0,44442726695.0,79715.0,495464720832.0,2790025.0
54.0,0.81,0.59,0.43,0.09,0.03,0.59,0.05,0.44,0.03,35.0,23.0,37274544970.0,79715.0,499192175329.0,2790025.0
