round,accuracy,eta_t,eta_q,eta_z,eta_v,zeta_t,zeta_q,zeta_z,zeta_v,M,E,compT,transT,compL,transL
1.0,0.09,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,20.0,20.0,31166007500.0,79715.0,215668771900.0,1594300.0
2.0,0.22,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,20.0,20.0,31415335560.0,79715.0,222400629520.0,1594300.0
3.0,0.33,1000000000.0,1000000000.0,0.26,0.28,0.28,1000000000.0,0.26,1000000000.0,21.0,21.0,34033280190.0,79715.0,264935996556.0,1674015.0
4.0,0.36,0.87,0.59,0.26,0.28,0.28,0.59,0.26,0.75,22.0,22.0,20021043218.0,79715.0,159345563146.0,1753730.0
5.0,0.43,5.81,16.86,0.26,0.28,0.28,16.86,0.26,14.87,23.0,23.0,34980726818.0,79715.0,239990724153.0,1833445.0
6.0,0.48,0.63,0.84,0.26,0.28,0.28,0.84,0.26,0.81,24.0,24.0,53854860960.0,79715.0,330908201232.0,1913160.0
7.0,0.52,1.69,0.17,0.26,0.28,0.28,0.17,0.26,0.21,23.0,25.0,38334189225.0,79715.0,278624107050.0,1833445.0
8.0,0.54,1.69,0.17,0.29,1.08,0.28,1.47,0.26,1.08,22.0,26.0,52184362958.0,79715.0,319264580830.0,1753730.0
9.0,0.58,1.69,0.17,12.51,4.64,0.28,4.41,0.26,4.64,21.0,27.0,42074110125.0,79715.0,387754998912.0,1674015.0
10.0,0.59,1.69,0.17,0.76,1.11,0.28,1.03,0.26,1.11,20.0,28.0,38396521240.0,79715.0,220954526772.0,1594300.0
11.0,0.6,1.69,0.17,0.76,1.11,0.28,1.03,0.26,1.11,20.0,28.0,43981469784.0,79715.0,199312851164.0,1594300.0
12.0,0.61,1.69,0.17,1.11,1.8,0.28,2.1,0.26,1.8,19.0,29.0,44467659501.0,79715.0,209684898460.0,1514585.0
13.0,0.62,1.69,0.17,1.11,1.8,0.28,2.1,0.26,1.8,19.0,29.0,42660031066.0,79715.0,229930336932.0,1514585.0
14.0,0.63,1.69,0.17,1.33,0.68,0.28,0.78,0.26,0.68,18.0,30.0,46749011250.0,79715.0,249078731940.0,1434870.0
15.0,0.64,1.69,0.17,0.65,1.16,0.28,0.95,0.26,1.16,17.0,31.0,37872932314.0,79715.0,208687586220.0,1355155.0
16.0,0.66,1.69,0.17,0.65,1.16,0.28,0.95,0.26,1.16,17.0,31.0,47920853132.0,79715.0,320760549190.0,1355155.0
17.0,0.67,1.69,0.17,0.05,0.21,0.28,0.15,0.26,0.21,16.0,32.0,56647335232.0,79715.0,243743111456.0,1275440.0
18.0,0.66,1.69,0.17,4.97,0.48,0.28,0.14,0.26,0.48,15.0,33.0,46898608086.0,79715.0,207752605995.0,1195725.0
19.0,0.68,1.69,0.17,4.97,0.48,0.28,0.14,0.26,0.48,15.0,33.0,51423912375.0,79715.0,227499388347.0,1195725.0
20.0,0.69,1.69,0.17,9.94,14.45,0.28,106.99,0.26,14.45,14.0,34.0,50015208836.0,79715.0,284408518042.0,1116010.0
21.0,0.68,1.69,0.17,0.75,1.06,0.28,0.94,0.26,1.06,13.0,35.0,52795216705.0,79715.0,246086795220.0,1036295.0
22.0,0.7,1.69,0.17,0.75,1.06,0.28,0.94,0.26,1.06,13.0,35.0,57158457755.0,79715.0,357785766100.0,1036295.0
23.0,0.69,1.69,0.17,0.75,1.06,0.28,0.94,0.26,1.06,13.0,35.0,50613596180.0,79715.0,249577388060.0,1036295.0
24.0,0.69,1.69,0.17,0.75,1.06,0.28,0.94,0.26,1.06,13.0,35.0,55413161335.0,79715.0,208999246295.0,1036295.0
25.0,0.69,1.69,0.17,0.75,1.06,0.28,0.94,0.26,1.06,13.0,35.0,67630236275.0,79715.0,240414581855.0,1036295.0
26.0,0.72,1.69,0.17,0.75,1.06,0.28,0.94,0.26,1.06,13.0,35.0,52795216705.0,79715.0,255249601425.0,1036295.0
27.0,0.73,1.69,0.17,3.21,1.58,0.28,2.01,0.26,1.58,12.0,36.0,42635098260.0,79715.0,232024692636.0,956580.0
28.0,0.72,1.69,0.17,1.02,0.99,0.28,0.91,0.26,0.99,11.0,37.0,13837707330.0,79715.0,117620512305.0,876865.0
29.0,0.74,1.69,0.17,1.02,0.99,0.28,0.91,0.26,0.99,11.0,37.0,59040884608.0,79715.0,214023206704.0,876865.0
30.0,0.72,1.69,0.17,0.18,0.4,0.28,0.55,0.26,0.4,10.0,38.0,52583287854.0,79715.0,165803159900.0,797150.0
31.0,0.74,1.69,0.17,0.18,0.4,0.28,0.55,0.26,0.4,10.0,38.0,59689137564.0,79715.0,262916439270.0,797150.0
32.0,0.74,1.69,0.17,0.18,0.4,0.28,0.55,0.26,0.4,10.0,38.0,111798702104.0,79715.0,356239932128.0,797150.0
