round,accuracy,eta_t,eta_q,eta_z,eta_v,zeta_t,zeta_q,zeta_z,zeta_v,M,E,compT,transT,compL,transL
1.0,0.08,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,20.0,20.0,33160631980.0,79715.0,202205056660.0,1594300.0
2.0,0.18,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,20.0,20.0,46125691100.0,79715.0,171537705280.0,1594300.0
3.0,0.23,1000000000.0,1000000000.0,0.35,0.24,0.06,1000000000.0,0.35,1000000000.0,21.0,21.0,28273802004.0,79715.0,162574361523.0,1674015.0
4.0,0.32,5.26,3.69,0.35,0.24,0.06,3.69,0.35,4.03,22.0,22.0,30717216992.0,79715.0,211455127686.0,1753730.0
5.0,0.41,1.7,0.85,0.35,0.24,0.06,0.85,0.35,0.77,23.0,23.0,35554181356.0,79715.0,215045451750.0,1833445.0
6.0,0.47,0.06,0.12,0.35,0.24,0.06,0.12,0.35,0.08,22.0,22.0,34831129982.0,79715.0,314028691570.0,1753730.0
7.0,0.53,0.3,0.61,15.01,9.01,15.51,0.61,15.01,0.4,21.0,21.0,44243264247.0,79715.0,308393877414.0,1674015.0
8.0,0.55,0.3,0.61,0.12,0.11,1.02,0.61,0.12,0.4,22.0,20.0,31166007500.0,79715.0,251322684480.0,1753730.0
9.0,0.57,1.85,13.85,0.12,0.11,1.85,0.61,11.35,0.4,23.0,19.0,28423398840.0,79715.0,192805388798.0,1833445.0
10.0,0.58,1.88,1.49,0.12,0.11,1.88,0.61,0.88,0.4,24.0,18.0,26254244718.0,79715.0,214746258078.0,1913160.0
11.0,0.61,0.78,0.56,0.12,0.11,0.78,0.61,0.58,0.4,25.0,17.0,27550750630.0,79715.0,236088740014.0,1992875.0
12.0,0.62,0.7,1.03,0.12,0.11,0.7,0.61,1.42,0.4,26.0,16.0,23337106416.0,79715.0,163758669808.0,2072590.0
13.0,0.62,0.7,1.03,0.12,0.11,0.7,0.61,1.42,0.4,26.0,16.0,25730655792.0,79715.0,292411948768.0,2072590.0
14.0,0.65,6.46,6.48,0.61,0.56,6.46,3.06,8.47,2.02,27.0,15.0,26553438390.0,79715.0,212427507120.0,2152305.0
15.0,0.66,0.98,0.97,0.61,0.56,0.98,3.06,1.0,2.02,26.0,14.0,20419968114.0,79715.0,149746432836.0,2072590.0
16.0,0.67,0.98,0.97,0.61,0.56,0.98,3.06,1.0,2.02,26.0,14.0,27575683436.0,79715.0,202628914362.0,2072590.0
17.0,0.68,4.88,4.84,0.44,0.65,0.62,15.29,0.44,10.09,27.0,15.0,23561501670.0,79715.0,170540393040.0,2152305.0
18.0,0.69,4.88,4.84,0.44,0.65,0.62,15.29,0.44,10.09,27.0,15.0,22813517490.0,79715.0,204012685095.0,2152305.0
19.0,0.68,0.17,0.12,0.44,0.65,0.62,0.12,0.44,0.06,26.0,14.0,21118086682.0,79715.0,185525009446.0,2072590.0
20.0,0.69,0.17,0.12,0.44,0.65,0.62,0.12,0.44,0.06,26.0,14.0,21467145966.0,79715.0,123741516178.0,2072590.0
21.0,0.71,0.17,0.12,0.44,0.65,0.62,0.12,0.44,0.06,26.0,14.0,21816205250.0,79715.0,175402290210.0,2072590.0
22.0,0.7,0.17,0.12,17.21,10.86,3.29,0.12,17.21,0.06,25.0,13.0,20419968114.0,79715.0,216516487304.0,1992875.0
23.0,0.7,0.17,0.12,17.21,10.86,3.29,0.12,17.21,0.06,25.0,13.0,20095841636.0,79715.0,213761412241.0,1992875.0
24.0,0.72,0.17,0.12,17.21,10.86,3.29,0.12,17.21,0.06,25.0,13.0,20744094592.0,79715.0,173407665730.0,1992875.0
25.0,0.73,0.17,0.12,1.42,0.08,0.04,0.12,1.42,0.06,24.0,12.0,18699604500.0,79715.0,141817800528.0,1913160.0
26.0,0.73,0.17,0.12,1.42,0.08,0.04,0.12,1.42,0.06,24.0,12.0,18250813992.0,79715.0,116685532080.0,1913160.0
27.0,0.73,0.17,0.12,1.42,0.08,0.04,0.12,1.42,0.06,24.0,12.0,18250813992.0,79715.0,102623429496.0,1913160.0
28.0,0.74,0.17,0.12,1.42,0.08,0.04,0.12,1.42,0.06,24.0,12.0,19148395008.0,79715.0,138526670136.0,1913160.0
29.0,0.74,0.17,0.12,0.38,30.45,49.86,0.12,0.38,0.06,23.0,11.0,16318521527.0,79715.0,115463824586.0,1833445.0
30.0,0.74,0.17,0.12,0.38,30.45,49.86,0.12,0.38,0.06,23.0,11.0,17004173692.0,79715.0,180052258529.0,1833445.0
31.0,0.75,0.17,0.12,0.38,30.45,49.86,0.12,0.38,0.06,23.0,11.0,17278434558.0,79715.0,137678954732.0,1833445.0
32.0,0.75,0.17,0.12,1.23,0.2,0.35,0.12,1.23,0.06,22.0,10.0,15333675690.0,79715.0,110701658640.0,1753730.0
33.0,0.75,0.17,0.12,1.23,0.2,0.35,0.12,1.23,0.06,22.0,10.0,15333675690.0,79715.0,71557153220.0,1753730.0
34.0,0.75,0.17,0.12,1.23,0.2,0.35,0.12,1.23,0.06,22.0,10.0,16330987930.0,79715.0,92251382200.0,1753730.0
35.0,0.76,0.17,0.12,1.23,0.2,0.35,0.12,1.23,0.06,22.0,10.0,15458339720.0,79715.0,114316915510.0,1753730.0
36.0,0.76,0.17,0.12,2.36,1.11,0.43,0.12,2.36,0.06,21.0,9.0,20756560995.0,79715.0,124875958851.0,1674015.0
37.0,0.76,0.17,0.12,2.36,1.11,0.43,0.12,2.36,0.06,21.0,9.0,14361296256.0,79715.0,109056093444.0,1674015.0
38.0,0.76,0.17,0.12,2.36,1.11,0.43,0.12,2.36,0.06,21.0,9.0,14024703375.0,79715.0,90655682616.0,1674015.0
39.0,0.76,0.17,0.12,2.36,1.11,0.43,0.12,2.36,0.06,21.0,9.0,14136901002.0,79715.0,132729792741.0,1674015.0
40.0,0.77,0.17,0.12,2.36,1.11,0.43,0.12,2.36,0.06,21.0,9.0,13127122359.0,79715.0,82128662964.0,1674015.0
41.0,0.77,0.17,0.12,2.36,1.11,0.43,0.12,2.36,0.06,21.0,9.0,14361296256.0,79715.0,94021611426.0,1674015.0
42.0,0.77,0.17,0.12,2.36,1.11,0.43,0.12,2.36,0.06,21.0,9.0,14136901002.0,79715.0,106812140904.0,1674015.0
43.0,0.77,0.17,0.12,2.36,1.11,0.43,0.12,2.36,0.06,21.0,9.0,23000513535.0,79715.0,98621714133.0,1674015.0
44.0,0.78,0.17,0.12,2.36,1.11,0.43,0.12,2.36,0.06,21.0,9.0,14136901002.0,79715.0,113095208016.0,1674015.0
45.0,0.78,0.17,0.12,2.88,6.6,11.34,0.12,2.88,0.06,20.0,8.0,9873391176.0,79715.0,71208093936.0,1594300.0
46.0,0.77,0.17,0.12,2.88,6.6,11.34,0.12,2.88,0.06,20.0,8.0,16056727064.0,79715.0,85369927744.0,1594300.0
47.0,0.77,0.17,0.12,2.88,6.6,11.34,0.12,2.88,0.06,20.0,8.0,11369359536.0,79715.0,79186591856.0,1594300.0
48.0,0.77,0.17,0.12,2.88,6.6,11.34,0.12,2.88,0.06,20.0,8.0,31515066784.0,79715.0,93148963216.0,1594300.0
49.0,0.78,0.17,0.12,2.88,6.6,11.34,0.12,2.88,0.06,20.0,8.0,11668553208.0,79715.0,90356488944.0,1594300.0
50.0,0.79,0.17,0.12,2.88,6.6,11.34,0.12,2.88,0.06,20.0,8.0,12067478104.0,79715.0,70410244144.0,1594300.0
51.0,0.78,0.17,0.12,0.6,0.27,0.19,0.12,0.6,0.06,19.0,7.0,14747754749.0,79715.0,70509975368.0,1514585.0
52.0,0.79,0.17,0.12,0.6,0.27,0.19,0.12,0.6,0.06,19.0,7.0,11344426730.0,79715.0,66844852886.0,1514585.0
53.0,0.79,0.17,0.12,0.6,0.27,0.19,0.12,0.6,0.06,19.0,7.0,10733572983.0,79715.0,47384797803.0,1514585.0
54.0,0.79,0.17,0.12,0.6,0.27,0.19,0.12,0.6,0.06,19.0,7.0,9337335847.0,79715.0,73215184819.0,1514585.0
55.0,0.78,0.17,0.12,0.6,0.27,0.19,0.12,0.6,0.06,19.0,7.0,11082632267.0,79715.0,56634868829.0,1514585.0
56.0,0.79,0.17,0.12,0.6,0.27,0.19,0.12,0.6,0.06,19.0,7.0,10995367446.0,79715.0,81505342814.0,1514585.0
57.0,0.8,0.17,0.12,0.6,0.27,0.19,0.12,0.6,0.06,19.0,7.0,10820837804.0,79715.0,72168006967.0,1514585.0
58.0,0.8,0.17,0.12,0.6,0.27,0.19,0.12,0.6,0.06,19.0,7.0,10995367446.0,79715.0,103147018422.0,1514585.0
59.0,0.8,0.17,0.12,0.22,1.51,1.12,0.12,0.22,0.06,18.0,6.0,7330244964.0,79715.0,45627034980.0,1434870.0
60.0,0.8,0.17,0.12,0.22,1.51,1.12,0.12,0.22,0.06,18.0,6.0,9200205414.0,79715.0,71357690772.0,1434870.0
61.0,0.79,0.17,0.12,0.22,1.51,1.12,0.12,0.22,0.06,18.0,6.0,8227825980.0,79715.0,36950418492.0,1434870.0
62.0,0.8,0.17,0.12,0.22,1.51,1.12,0.12,0.22,0.06,18.0,6.0,11070165864.0,79715.0,65149422078.0,1434870.0
63.0,0.81,0.17,0.12,0.22,1.51,1.12,0.12,0.22,0.06,18.0,6.0,9648995922.0,79715.0,54976837230.0,1434870.0
64.0,0.8,0.17,0.12,0.22,1.51,1.12,0.12,0.22,0.06,18.0,6.0,13837707330.0,79715.0,76518781614.0,1434870.0
65.0,0.81,0.17,0.12,0.22,1.51,1.12,0.12,0.22,0.06,18.0,6.0,8901011742.0,79715.0,56024015082.0,1434870.0
66.0,0.81,0.17,0.12,0.22,1.51,1.12,0.12,0.22,0.06,18.0,6.0,7554640218.0,79715.0,38221991598.0,1434870.0
