round,accuracy,eta_t,eta_q,eta_z,eta_v,zeta_t,zeta_q,zeta_z,zeta_v,M,E,compT,transT,compL,transL
1.0,0.12,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,20.0,20.0,31166007500.0,79715.0,253566637020.0,1594300.0
2.0,0.25,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,20.0,20.0,32412647800.0,79715.0,211180866820.0,1594300.0
3.0,0.32,1000000000.0,1000000000.0,0.19,0.02,0.02,1000000000.0,0.19,1000000000.0,21.0,19.0,29133983811.0,79715.0,198253206909.0,1674015.0
4.0,0.36,45.01,38.4,0.19,0.02,45.01,1000000000.0,3.44,1000000000.0,22.0,18.0,29171383020.0,79715.0,166052487960.0,1753730.0
5.0,0.41,1.58,1.38,0.19,0.02,1.58,1000000000.0,0.88,1000000000.0,23.0,17.0,39206837435.0,79715.0,210445349043.0,1833445.0
6.0,0.45,0.07,0.7,0.19,0.02,0.07,1000000000.0,0.3,1000000000.0,24.0,16.0,24134956208.0,79715.0,202055459824.0,1913160.0
7.0,0.49,5.57,0.92,0.19,0.02,5.57,1000000000.0,3.27,1000000000.0,25.0,15.0,23187509580.0,79715.0,200272764195.0,1992875.0
8.0,0.53,0.12,0.06,0.19,0.02,0.12,1000000000.0,0.03,1000000000.0,26.0,14.0,43632410500.0,79715.0,184652361236.0,2072590.0
9.0,0.56,40.3,2.65,0.19,0.02,40.3,1000000000.0,5.06,1000000000.0,27.0,13.0,24957738806.0,79715.0,186534788089.0,2152305.0
10.0,0.58,0.56,6.46,0.19,0.02,0.56,1000000000.0,7.07,1000000000.0,28.0,12.0,23636300088.0,79715.0,165154906944.0,2232020.0
11.0,0.6,2.74,5.45,0.19,0.02,2.74,1000000000.0,4.13,1000000000.0,29.0,11.0,17826956290.0,79715.0,172098693415.0,2311735.0
12.0,0.61,1.19,0.89,0.19,0.02,1.19,1000000000.0,0.96,1000000000.0,30.0,10.0,15583003750.0,79715.0,169543080800.0,2391450.0
