round,accuracy,eta_t,eta_q,eta_z,eta_v,zeta_t,zeta_q,zeta_z,zeta_v,M,E,compT,transT,compL,transL
1.0,0.14,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,20.0,20.0,44879050800.0,79715.0,189738653660.0,1594300.0
2.0,0.2,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,20.0,20.0,29670039140.0,79715.0,161813910940.0,1594300.0
3.0,0.29,1000000000.0,1000000000.0,0.9,1.23,0.48,1000000000.0,0.9,1000000000.0,21.0,19.0,27949675526.0,79715.0,156802416934.0,1674015.0
4.0,0.38,1.03,0.52,0.9,1.23,1.03,1000000000.0,0.66,1000000000.0,22.0,18.0,40391145720.0,79715.0,251995870242.0,1753730.0
5.0,0.43,0.93,0.02,0.9,1.23,0.93,1000000000.0,1.37,1000000000.0,21.0,17.0,25219533269.0,79715.0,148350195700.0,1674015.0
6.0,0.46,0.93,0.02,0.07,10.72,0.1,1000000000.0,0.07,1000000000.0,22.0,16.0,24932806000.0,79715.0,154982322096.0,1753730.0
7.0,0.5,24.01,1.85,0.07,10.72,24.01,1000000000.0,27.46,1000000000.0,23.0,15.0,22252529355.0,79715.0,163060551240.0,1833445.0
8.0,0.54,0.61,0.39,0.07,10.72,0.61,1000000000.0,0.27,1000000000.0,24.0,14.0,21641675608.0,79715.0,192680724768.0,1913160.0
9.0,0.56,0.18,0.19,0.07,10.72,0.18,1000000000.0,1.02,1000000000.0,25.0,13.0,18313146007.0,79715.0,160280543371.0,1992875.0
10.0,0.59,7.41,20.43,0.07,10.72,7.41,1000000000.0,3.85,1000000000.0,26.0,12.0,17054039304.0,79715.0,133889168220.0,2072590.0
11.0,0.6,0.52,0.25,0.07,10.72,0.52,1000000000.0,0.8,1000000000.0,27.0,11.0,17004173692.0,79715.0,199524780015.0,2152305.0
12.0,0.61,1.87,3.16,0.07,10.72,1.87,1000000000.0,3.11,1000000000.0,28.0,10.0,27675414660.0,79715.0,130273911350.0,2232020.0
13.0,0.62,1.87,3.16,0.07,10.72,1.87,1000000000.0,3.11,1000000000.0,28.0,10.0,15583003750.0,79715.0,133639840160.0,2232020.0
14.0,0.64,5.19,3.29,0.07,10.72,5.19,1000000000.0,0.52,1000000000.0,29.0,9.0,13463715240.0,79715.0,112534219881.0,2311735.0
15.0,0.63,1.26,1.22,0.07,10.72,1.26,1000000000.0,3.03,1000000000.0,30.0,8.0,22539256624.0,79715.0,115887682288.0,2391450.0
16.0,0.67,1.26,1.22,0.07,10.72,1.26,1000000000.0,3.03,1000000000.0,30.0,8.0,11369359536.0,79715.0,93148963216.0,2391450.0
17.0,0.68,0.45,0.58,0.07,10.72,0.45,1000000000.0,0.37,1000000000.0,31.0,7.0,15969462243.0,79715.0,121647160474.0,2471165.0
18.0,0.68,0.45,0.58,0.07,10.72,0.45,1000000000.0,0.37,1000000000.0,31.0,7.0,10297248878.0,79715.0,88486528494.0,2471165.0
19.0,0.7,0.14,0.88,0.07,10.72,0.14,1000000000.0,0.99,1000000000.0,30.0,6.0,8826213324.0,79715.0,71507287608.0,2391450.0
20.0,0.7,0.14,0.88,1.94,1.21,7.51,1000000000.0,1.94,1000000000.0,29.0,5.0,7604505830.0,79715.0,73551777700.0,2311735.0
21.0,0.71,0.14,0.88,1.94,1.21,7.51,1000000000.0,1.94,1000000000.0,29.0,5.0,8165493965.0,79715.0,76543714420.0,2311735.0
22.0,0.71,0.14,0.88,1.94,1.21,7.51,1000000000.0,1.94,1000000000.0,29.0,5.0,8103161950.0,79715.0,60212726490.0,2311735.0
23.0,0.72,0.14,0.88,1.94,1.21,7.51,1000000000.0,1.94,1000000000.0,29.0,5.0,7292845755.0,79715.0,46749011250.0,2311735.0
24.0,0.72,0.14,0.88,0.72,1.79,0.68,1000000000.0,0.72,1000000000.0,28.0,4.0,6183335888.0,79715.0,50364268120.0,2232020.0
