round,accuracy,eta_t,eta_q,eta_z,eta_v,zeta_t,zeta_q,zeta_z,zeta_v,M,E,compT,transT,compL,transL
1.0,0.13,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,20.0,20.0,35404584520.0,79715.0,189239997540.0,1594300.0
2.0,0.19,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,20.0,20.0,27426086600.0,79715.0,180762843500.0,1594300.0
3.0,0.28,1000000000.0,1000000000.0,1.3,1.41,0.87,1000000000.0,1.3,1000000000.0,21.0,21.0,44243264247.0,79715.0,248181150924.0,1674015.0
4.0,0.36,0.07,0.68,1.3,1.41,0.87,0.68,1.3,0.63,20.0,22.0,34282608250.0,79715.0,165653563064.0,1594300.0
5.0,0.46,0.07,0.68,1.4,0.01,0.87,0.08,1.3,0.01,19.0,21.0,43719675321.0,79715.0,259438312833.0,1514585.0
6.0,0.49,0.07,0.68,1.0,31.12,0.69,0.08,1.0,0.01,18.0,20.0,29420711080.0,79715.0,177521578720.0,1434870.0
7.0,0.52,0.07,0.68,4.76,14.39,10.17,0.08,4.76,0.01,17.0,19.0,29607707125.0,79715.0,220755064324.0,1355155.0
8.0,0.53,0.07,0.68,0.13,0.43,0.44,0.08,0.13,0.01,18.0,20.0,29420711080.0,79715.0,157575333920.0,1434870.0
9.0,0.57,6.48,6.38,0.13,0.43,0.44,6.38,0.13,5.64,19.0,21.0,31153541097.0,79715.0,187968424434.0,1514585.0
10.0,0.59,0.98,1.0,0.13,0.43,0.44,1.0,0.13,0.95,20.0,22.0,42236173364.0,79715.0,279197561588.0,1594300.0
11.0,0.61,0.67,0.34,0.13,0.43,0.44,0.34,0.13,0.41,19.0,23.0,33833817742.0,79715.0,194114361113.0,1514585.0
12.0,0.64,0.67,0.34,0.48,0.08,0.44,0.03,0.13,0.08,18.0,22.0,34831129982.0,79715.0,300864170002.0,1434870.0
13.0,0.64,0.67,0.34,0.22,8.7,1.19,0.03,0.22,0.08,17.0,23.0,8601818070.0,79715.0,126446725629.0,1355155.0
14.0,0.65,0.67,0.34,0.22,8.7,1.19,0.03,0.22,0.08,17.0,23.0,34980726818.0,79715.0,171462906862.0,1355155.0
15.0,0.67,0.67,0.34,17.13,7.37,1.19,9.41,0.22,7.37,16.0,24.0,36202434312.0,79715.0,188791207032.0,1275440.0
16.0,0.66,0.67,0.34,0.86,0.81,1.19,0.77,0.22,0.81,15.0,25.0,30231027275.0,79715.0,115002567675.0,1195725.0
17.0,0.68,0.67,0.34,0.86,0.81,1.19,0.77,0.22,0.81,15.0,25.0,41450789975.0,79715.0,165491499825.0,1195725.0
18.0,0.67,0.67,0.34,0.86,0.81,1.19,0.77,0.22,0.81,15.0,25.0,32100987725.0,79715.0,174841302075.0,1195725.0
19.0,0.68,0.67,0.34,0.86,0.81,1.19,0.77,0.22,0.81,15.0,25.0,10596442550.0,79715.0,108146046025.0,1195725.0
20.0,0.7,0.67,0.34,1.93,1.59,1.19,1.91,0.22,1.59,14.0,26.0,39219303838.0,79715.0,197717151580.0,1116010.0
