round,accuracy,eta_t,eta_q,eta_z,eta_v,zeta_t,zeta_q,zeta_z,zeta_v,M,E,compT,transT,compL,transL
1.0,0.1,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,20.0,20.0,24683477940.0,79715.0,166551144080.0,1594300.0
2.0,0.18,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,20.0,20.0,29670039140.0,79715.0,151092804360.0,1594300.0
3.0,0.27,1000000000.0,1000000000.0,0.28,0.41,0.69,1000000000.0,0.28,1000000000.0,21.0,21.0,30368157708.0,79715.0,235876811163.0,1674015.0
4.0,0.3,0.59,0.89,0.28,0.41,0.69,0.89,0.28,0.76,22.0,22.0,25506260538.0,79715.0,167299128260.0,1753730.0
5.0,0.4,6.44,7.54,2.76,4.07,6.91,7.54,2.76,9.85,23.0,23.0,36701090432.0,79715.0,274397996433.0,1833445.0
6.0,0.43,0.9,1.0,2.76,4.07,6.91,1.0,2.76,0.97,22.0,22.0,35379651714.0,79715.0,234767301296.0,1753730.0
7.0,0.48,9.01,10.02,1.31,0.77,1.26,10.02,1.31,9.68,23.0,23.0,52471090227.0,79715.0,225367633434.0,1833445.0
8.0,0.51,0.06,0.53,1.31,0.77,1.26,0.53,1.31,0.5,22.0,22.0,34556869116.0,79715.0,225716692718.0,1753730.0
9.0,0.54,0.06,0.53,0.98,1.1,1.22,0.53,0.98,0.5,21.0,21.0,34033280190.0,79715.0,161788978134.0,1674015.0
10.0,0.57,0.06,0.53,0.53,0.19,1.94,0.53,0.53,0.5,20.0,20.0,31664663620.0,79715.0,364018967600.0,1594300.0
11.0,0.59,0.06,0.53,3.84,2.77,2.1,0.53,3.84,0.5,19.0,19.0,28660260497.0,79715.0,177646242750.0,1514585.0
12.0,0.62,0.65,5.29,0.01,4.62,3.66,5.29,0.01,4.96,20.0,20.0,30667351380.0,79715.0,231127111620.0,1594300.0
13.0,0.63,0.95,0.93,0.01,4.62,3.66,0.93,0.01,0.92,19.0,19.0,29370845468.0,79715.0,169119223098.0,1514585.0
14.0,0.65,9.53,9.3,1.63,1.59,1.67,9.3,1.63,9.22,20.0,20.0,30418023320.0,79715.0,179765531260.0,1594300.0
15.0,0.66,0.14,0.19,1.63,1.59,1.67,0.19,1.63,0.11,19.0,19.0,29607707125.0,79715.0,202042993421.0,1514585.0
16.0,0.65,0.14,0.19,1.63,1.59,1.67,0.19,1.63,0.11,19.0,19.0,55899351052.0,79715.0,241125166826.0,1514585.0
17.0,0.66,0.14,0.19,1.63,1.59,1.67,0.19,1.63,0.11,19.0,19.0,28897122154.0,79715.0,159407895161.0,1514585.0
18.0,0.68,0.14,0.19,1.63,1.59,1.67,0.19,1.63,0.11,19.0,19.0,29844568782.0,79715.0,181672890919.0,1514585.0
19.0,0.68,1.36,1.86,13.34,7.84,10.71,1.86,13.34,1.1,18.0,18.0,26478639972.0,79715.0,162910954404.0,1434870.0
20.0,0.69,1.36,1.86,13.34,7.84,10.71,1.86,13.34,1.1,18.0,18.0,24234687432.0,79715.0,161564582880.0,1434870.0
21.0,0.68,1.36,1.86,13.34,7.84,10.71,1.86,13.34,1.1,18.0,18.0,52957279944.0,79715.0,149896029672.0,1434870.0
22.0,0.7,1.36,1.86,13.34,7.84,10.71,1.86,13.34,1.1,18.0,18.0,25356663702.0,79715.0,110178069714.0,1434870.0
23.0,0.72,1.36,1.86,0.47,1.54,0.93,1.86,0.47,1.1,19.0,19.0,28423398840.0,79715.0,152538907108.0,1514585.0
24.0,0.71,2.3,1.75,0.47,1.54,0.93,1.75,0.47,1.87,20.0,20.0,40141817660.0,79715.0,167049800200.0,1594300.0
25.0,0.72,2.3,1.75,0.47,1.54,0.93,1.75,0.47,1.87,20.0,20.0,31166007500.0,79715.0,219159364740.0,1594300.0
26.0,0.73,2.3,1.75,0.47,1.54,0.93,1.75,0.47,1.87,20.0,20.0,31913991680.0,79715.0,184502764400.0,1594300.0
27.0,0.73,2.0,1.9,4.7,15.41,9.33,1.9,4.7,2.2,19.0,19.0,30792015410.0,79715.0,179541136006.0,1514585.0
28.0,0.73,2.0,1.9,4.7,15.41,9.33,1.9,4.7,2.2,19.0,19.0,29370845468.0,79715.0,162487096702.0,1514585.0
29.0,0.73,2.0,1.9,4.7,15.41,9.33,1.9,4.7,2.2,19.0,19.0,7105849710.0,79715.0,96165832742.0,1514585.0
30.0,0.74,2.0,1.9,4.7,15.41,9.33,1.9,4.7,2.2,19.0,19.0,24396750671.0,79715.0,161302788417.0,1514585.0
31.0,0.74,2.0,1.9,0.0,0.26,0.19,1.9,0.0,2.2,20.0,20.0,31415335560.0,79715.0,254563949260.0,1594300.0
32.0,0.75,2.0,1.9,0.0,0.26,0.19,1.9,0.0,2.2,20.0,20.0,30916679440.0,79715.0,265534383900.0,1594300.0
33.0,0.76,2.0,1.9,0.0,0.26,0.19,1.9,0.0,2.2,20.0,20.0,46125691100.0,79715.0,192481262320.0,1594300.0
