round,accuracy,eta_t,eta_q,eta_z,eta_v,zeta_t,zeta_q,zeta_z,zeta_v,M,E,compT,transT,compL,transL
1.0,0.07,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,20.0,20.0,29171383020.0,79715.0,153586084960.0,1594300.0
2.0,0.16,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,20.0,20.0,31166007500.0,79715.0,195473199040.0,1594300.0
3.0,0.21,1000000000.0,1000000000.0,0.07,0.27,0.22,1000000000.0,0.07,1000000000.0,21.0,21.0,82727050308.0,79715.0,259176518370.0,1674015.0
4.0,0.31,18.29,3.51,0.07,0.27,0.22,3.51,0.07,3.83,22.0,22.0,34282608250.0,79715.0,275357909464.0,1753730.0
5.0,0.37,1.0,1.08,0.07,0.27,0.22,1.08,0.07,1.01,23.0,23.0,33547090473.0,79715.0,198988724686.0,1833445.0
6.0,0.43,0.14,0.48,0.07,0.27,0.22,0.48,0.07,0.58,22.0,24.0,38296790016.0,79715.0,274958984568.0,1753730.0
7.0,0.49,0.14,0.48,2.87,0.22,0.22,0.35,0.07,0.22,23.0,23.0,36701090432.0,79715.0,357262177174.0,1833445.0
8.0,0.52,0.72,1.03,2.87,0.22,0.72,0.35,0.33,0.22,24.0,22.0,34008347384.0,79715.0,256982431442.0,1913160.0
9.0,0.55,3.77,5.89,2.87,0.22,3.77,0.35,3.45,0.22,25.0,21.0,30106363245.0,79715.0,260223696222.0,1992875.0
10.0,0.56,0.07,0.35,2.87,0.22,0.07,0.35,0.65,0.22,24.0,22.0,30168695260.0,79715.0,188417214942.0,1913160.0
11.0,0.6,0.07,0.35,1.66,3.75,0.07,5.14,0.65,3.75,23.0,23.0,35840908625.0,79715.0,260921814790.0,1833445.0
12.0,0.61,0.07,0.35,1.89,1.44,0.07,1.31,0.65,1.44,22.0,24.0,38296790016.0,79715.0,246535585728.0,1753730.0
13.0,0.62,0.07,0.35,1.89,1.44,0.07,1.31,0.65,1.44,22.0,24.0,27525817824.0,79715.0,173233136088.0,1753730.0
14.0,0.64,0.07,0.35,3.05,1.82,0.07,2.09,0.65,1.82,21.0,25.0,38957509375.0,79715.0,252756320825.0,1674015.0
15.0,0.63,0.07,0.35,0.78,0.86,0.07,0.82,0.65,0.86,20.0,26.0,39543430316.0,79715.0,232074558248.0,1594300.0
16.0,0.66,0.07,0.35,0.78,0.86,0.07,0.82,0.65,0.86,20.0,26.0,40515809750.0,79715.0,328340122214.0,1594300.0
17.0,0.63,0.07,0.35,2.45,1.3,0.07,1.51,0.65,1.3,19.0,27.0,69001540605.0,79715.0,279372091230.0,1514585.0
18.0,0.65,0.07,0.35,2.45,1.3,0.07,1.51,0.65,1.3,19.0,27.0,40391145720.0,79715.0,242346874320.0,1514585.0
19.0,0.67,0.07,0.35,2.45,1.3,0.07,1.51,0.65,1.3,19.0,27.0,44766853173.0,79715.0,311685007806.0,1514585.0
20.0,0.69,0.07,0.35,0.74,0.69,0.07,0.79,0.65,0.69,18.0,28.0,43632410500.0,79715.0,212926163240.0,1434870.0
21.0,0.69,0.07,0.35,2.26,2.31,0.07,2.04,0.65,2.31,17.0,29.0,44829185188.0,79715.0,258129340518.0,1355155.0
22.0,0.69,0.07,0.35,2.26,2.31,0.07,2.04,0.65,2.31,17.0,29.0,57121058546.0,79715.0,270421213876.0,1355155.0
23.0,0.7,0.07,0.35,2.26,2.31,0.07,2.04,0.65,2.31,17.0,29.0,46636813623.0,79715.0,307296833950.0,1355155.0
24.0,0.71,0.07,0.35,1.38,1.22,0.07,1.41,0.65,1.22,16.0,30.0,46375019160.0,79715.0,266282368080.0,1275440.0
25.0,0.71,0.07,0.35,1.38,1.22,0.07,1.41,0.65,1.22,16.0,30.0,41139129900.0,79715.0,195597863070.0,1275440.0
26.0,0.71,0.07,0.35,1.38,1.22,0.07,1.41,0.65,1.22,16.0,30.0,47123003340.0,79715.0,265534383900.0,1275440.0
27.0,0.72,0.07,0.35,0.06,0.03,0.07,0.11,0.65,0.03,17.0,29.0,80258702514.0,79715.0,323927015552.0,1355155.0
