round,accuracy,eta_t,eta_q,eta_z,eta_v,zeta_t,zeta_q,zeta_z,zeta_v,M,E,compT,transT,compL,transL
1.0,0.09,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,20.0,20.0,27426086600.0,79715.0,179266875140.0,1594300.0
2.0,0.17,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,20.0,20.0,30916679440.0,79715.0,225891222360.0,1594300.0
3.0,0.25,1000000000.0,1000000000.0,0.35,0.07,0.21,1000000000.0,0.35,1000000000.0,21.0,21.0,32462513412.0,79715.0,221478115698.0,1674015.0
4.0,0.24,0.26,0.07,0.35,0.07,0.21,0.07,0.35,0.66,20.0,22.0,9050608578.0,79715.0,125885737494.0,1594300.0
5.0,0.34,0.26,0.07,0.35,0.07,0.21,0.07,0.35,0.66,20.0,22.0,34556869116.0,79715.0,277277735526.0,1594300.0
6.0,0.4,0.26,0.07,27.99,17.82,0.21,183.87,0.35,17.82,19.0,23.0,31826726859.0,79715.0,172323088669.0,1514585.0
7.0,0.46,0.26,0.07,0.86,0.64,0.21,0.52,0.35,0.64,18.0,24.0,35304853296.0,79715.0,188791207032.0,1434870.0
8.0,0.49,0.26,0.07,0.17,0.14,0.21,0.01,0.35,0.14,17.0,23.0,46163090309.0,79715.0,254327087603.0,1355155.0
9.0,0.53,0.26,0.07,13.46,8.65,11.22,0.01,13.46,0.14,16.0,22.0,33459825652.0,79715.0,206244171232.0,1275440.0
10.0,0.57,0.26,0.07,0.46,0.36,0.62,0.01,0.46,0.14,15.0,21.0,32462513412.0,79715.0,143725160187.0,1195725.0
11.0,0.57,0.26,0.07,0.58,0.67,0.27,0.01,0.58,0.14,14.0,20.0,29670039140.0,79715.0,157575333920.0,1116010.0
12.0,0.55,0.26,0.07,0.58,0.67,0.27,0.01,0.58,0.14,14.0,20.0,30418023320.0,79715.0,127406638660.0,1116010.0
13.0,0.59,0.26,0.07,0.58,0.67,0.27,0.01,0.58,0.14,14.0,20.0,31166007500.0,79715.0,186996045000.0,1116010.0
14.0,0.62,2.34,0.61,12.1,26.31,19.41,0.07,12.1,1.29,13.0,19.0,28897122154.0,79715.0,109430085534.0,1036295.0
15.0,0.63,2.34,0.61,1.05,1.01,1.0,0.07,1.05,1.29,12.0,18.0,27151825734.0,79715.0,149222843910.0,956580.0
16.0,0.62,2.34,0.61,1.05,1.01,1.0,0.07,1.05,1.29,12.0,18.0,7405043382.0,79715.0,58567161294.0,956580.0
17.0,0.63,2.34,0.61,1.05,1.01,1.0,0.07,1.05,1.29,12.0,18.0,27825011496.0,79715.0,100753469046.0,956580.0
18.0,0.66,2.34,0.61,1.05,1.01,1.0,0.07,1.05,1.29,12.0,18.0,26703035226.0,79715.0,143612962560.0,956580.0
19.0,0.66,21.05,5.5,0.72,0.9,0.71,0.63,0.72,11.61,13.0,19.0,28423398840.0,79715.0,135721729461.0,1036295.0
20.0,0.67,21.05,5.5,0.72,0.9,0.71,0.63,0.72,11.61,13.0,19.0,39555896719.0,79715.0,145669919055.0,1036295.0
21.0,0.67,21.05,5.5,0.72,0.9,0.71,0.63,0.72,11.61,13.0,19.0,30792015410.0,79715.0,142590717514.0,1036295.0
22.0,0.67,3.82,1.79,6.47,8.14,6.35,1.79,6.47,2.14,12.0,18.0,27376220988.0,79715.0,90880077870.0,956580.0
23.0,0.68,3.82,1.79,6.47,8.14,6.35,1.79,6.47,2.14,12.0,18.0,27151825734.0,79715.0,135310338162.0,956580.0
24.0,0.7,3.82,1.79,6.47,8.14,6.35,1.79,6.47,2.14,12.0,18.0,27825011496.0,79715.0,83923824996.0,956580.0
25.0,0.71,3.82,1.79,1.11,1.09,0.97,1.79,1.11,2.14,11.0,19.0,27712813869.0,79715.0,127905294780.0,876865.0
26.0,0.71,3.82,1.79,1.11,1.09,0.97,1.79,1.11,2.14,11.0,19.0,29133983811.0,79715.0,106587745650.0,876865.0
27.0,0.72,3.82,1.79,1.11,1.09,0.97,1.79,1.11,2.14,11.0,19.0,26054782270.0,79715.0,86691366462.0,876865.0
28.0,0.71,3.82,1.79,0.34,0.36,0.97,0.5,1.11,0.36,12.0,18.0,24683477940.0,79715.0,83475034488.0,956580.0
29.0,0.72,3.82,1.79,0.34,0.36,0.97,0.5,1.11,0.36,12.0,18.0,28722592512.0,79715.0,140022638496.0,956580.0
30.0,0.72,3.82,1.79,0.34,0.36,0.97,0.5,1.11,0.36,12.0,18.0,26478639972.0,79715.0,121622227668.0,956580.0
31.0,0.73,3.82,1.79,0.34,0.36,0.97,0.5,1.11,0.36,12.0,18.0,27825011496.0,79715.0,116685532080.0,956580.0
32.0,0.75,1.14,1.24,0.34,0.36,1.14,0.5,1.45,0.36,13.0,17.0,26067248673.0,79715.0,116560868050.0,1036295.0
33.0,0.74,2.25,2.12,0.34,0.36,2.25,0.5,1.87,0.36,14.0,16.0,30717216992.0,79715.0,211031269984.0,1116010.0
34.0,0.75,2.25,2.12,0.34,0.36,2.25,0.5,1.87,0.36,14.0,16.0,24733343552.0,79715.0,148798986208.0,1116010.0
35.0,0.75,2.25,2.12,0.34,0.36,2.25,0.5,1.87,0.36,14.0,16.0,24932806000.0,79715.0,104119397856.0,1116010.0
36.0,0.76,2.25,2.12,0.34,0.36,2.25,0.5,1.87,0.36,14.0,16.0,24932806000.0,79715.0,108507571712.0,1116010.0
37.0,0.76,2.25,2.12,0.34,0.36,2.25,0.5,1.87,0.36,14.0,16.0,6382798336.0,79715.0,68016694768.0,1116010.0
38.0,0.76,2.25,2.12,0.34,0.36,2.25,0.5,1.87,0.36,14.0,16.0,23536568864.0,79715.0,138227476464.0,1116010.0
39.0,0.75,2.25,2.12,0.34,0.36,2.25,0.5,1.87,0.36,14.0,16.0,23536568864.0,79715.0,104717785200.0,1116010.0
40.0,0.76,2.25,2.12,0.34,0.36,2.25,0.5,1.87,0.36,14.0,16.0,22738719072.0,79715.0,91353801184.0,1116010.0
41.0,0.77,2.71,3.29,3.06,3.24,2.71,4.53,3.5,3.24,13.0,17.0,6357865530.0,79715.0,72691595893.0,1036295.0
42.0,0.76,2.71,3.29,1.01,0.96,2.71,0.96,3.5,0.96,14.0,16.0,24733343552.0,79715.0,142017262976.0,1116010.0
43.0,0.76,2.71,3.29,1.01,0.96,2.71,0.96,3.5,0.96,14.0,16.0,23536568864.0,79715.0,131445753232.0,1116010.0
44.0,0.77,2.71,3.29,1.01,0.96,2.71,0.96,3.5,0.96,14.0,16.0,24733343552.0,79715.0,182308677472.0,1116010.0
45.0,0.77,2.71,3.29,1.01,0.96,2.71,0.96,3.5,0.96,14.0,16.0,25331730896.0,79715.0,82776915920.0,1116010.0
46.0,0.78,2.71,3.29,1.01,0.96,2.71,0.96,3.5,0.96,14.0,16.0,25531193344.0,79715.0,115289294944.0,1116010.0
47.0,0.78,0.57,0.47,9.12,8.68,0.57,8.66,0.54,8.68,13.0,17.0,25431462120.0,79715.0,84559611549.0,1036295.0
48.0,0.78,0.57,0.47,9.12,8.68,0.57,8.66,0.54,8.68,13.0,17.0,26703035226.0,79715.0,99818488821.0,1036295.0
49.0,0.78,0.57,0.47,9.12,8.68,0.57,8.66,0.54,8.68,13.0,17.0,6357865530.0,79715.0,69088805426.0,1036295.0
50.0,0.79,0.57,0.47,9.12,8.68,0.57,8.66,0.54,8.68,13.0,17.0,30093896842.0,79715.0,93672552142.0,1036295.0
51.0,0.79,0.57,0.47,9.12,8.68,0.57,8.66,0.54,8.68,13.0,17.0,26491106375.0,79715.0,140084970511.0,1036295.0
52.0,0.79,0.57,0.47,9.12,8.68,0.57,8.66,0.54,8.68,13.0,17.0,24371817865.0,79715.0,102149706182.0,1036295.0
53.0,0.79,0.57,0.47,9.12,8.68,0.57,8.66,0.54,8.68,13.0,17.0,24159889014.0,79715.0,113381935285.0,1036295.0
54.0,0.79,0.57,0.47,9.12,8.68,0.57,8.66,0.54,8.68,13.0,17.0,39206837435.0,79715.0,144111618680.0,1036295.0
55.0,0.78,0.57,0.47,9.12,8.68,0.57,8.66,0.54,8.68,13.0,17.0,32637043054.0,79715.0,135634464640.0,1036295.0
56.0,0.79,0.57,0.47,9.12,8.68,0.57,8.66,0.54,8.68,13.0,17.0,24159889014.0,79715.0,122494875878.0,1036295.0
57.0,0.79,0.57,0.47,9.12,8.68,0.57,8.66,0.54,8.68,13.0,17.0,26067248673.0,79715.0,105964425500.0,1036295.0
58.0,0.79,0.57,0.47,9.12,8.68,0.57,8.66,0.54,8.68,13.0,17.0,26491106375.0,79715.0,151529128465.0,1036295.0
