round,accuracy,eta_t,eta_q,eta_z,eta_v,zeta_t,zeta_q,zeta_z,zeta_v,M,E,compT,transT,compL,transL
1.0,0.14,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,20.0,20.0,32163319740.0,79715.0,288223237360.0,1594300.0
2.0,0.23,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,20.0,20.0,31664663620.0,79715.0,208188930100.0,1594300.0
3.0,0.33,1000000000.0,1000000000.0,0.1,0.52,0.49,1000000000.0,0.1,1000000000.0,21.0,21.0,59165548638.0,79715.0,366250453737.0,1674015.0
4.0,0.39,2.13,0.26,0.1,0.52,0.49,0.26,0.1,0.13,20.0,20.0,30667351380.0,79715.0,187744029180.0,1594300.0
5.0,0.43,2.13,0.26,0.64,8.98,0.56,0.26,0.64,0.13,19.0,19.0,29607707125.0,79715.0,188305017315.0,1514585.0
6.0,0.48,10.63,1.31,2.88,2.8,2.79,1.31,2.88,0.64,18.0,18.0,27825011496.0,79715.0,177047855406.0,1434870.0
7.0,0.51,10.63,1.31,0.77,0.81,0.8,1.31,0.77,0.64,17.0,19.0,30555153753.0,79715.0,201095546793.0,1355155.0
8.0,0.56,10.63,1.31,1.12,0.66,0.8,0.93,0.77,0.66,16.0,20.0,31664663620.0,79715.0,167049800200.0,1275440.0
9.0,0.57,10.63,1.31,0.7,0.67,0.8,0.41,0.77,0.67,15.0,19.0,30318292096.0,79715.0,159644756818.0,1195725.0
10.0,0.59,53.14,6.55,5.95,10.06,21.12,2.07,5.95,3.33,14.0,18.0,28946987766.0,79715.0,154832725260.0,1116010.0
11.0,0.61,53.14,6.55,0.73,0.77,0.74,2.07,0.73,3.33,15.0,19.0,28660260497.0,79715.0,152775768765.0,1195725.0
12.0,0.64,0.31,0.36,0.73,0.77,0.74,0.36,0.73,0.4,14.0,20.0,30667351380.0,79715.0,168545768560.0,1116010.0
13.0,0.59,0.31,0.36,1.28,1.37,0.74,1.48,0.73,1.37,13.0,21.0,31938924486.0,79715.0,115189563720.0,1036295.0
14.0,0.63,0.31,0.36,1.28,1.37,0.74,1.48,0.73,1.37,13.0,21.0,29059185393.0,79715.0,99743690403.0,1036295.0
15.0,0.63,0.31,0.36,1.28,1.37,0.74,1.48,0.73,1.37,13.0,21.0,29582774319.0,79715.0,103408812885.0,1036295.0
16.0,0.64,0.31,0.36,1.28,1.37,0.74,1.48,0.73,1.37,13.0,21.0,31938924486.0,79715.0,132206203815.0,1036295.0
17.0,0.67,0.31,0.36,1.28,1.37,0.74,1.48,0.73,1.37,13.0,21.0,7853833890.0,79715.0,91366267587.0,1036295.0
