round,accuracy,eta_t,eta_q,eta_z,eta_v,zeta_t,zeta_q,zeta_z,zeta_v,M,E,compT,transT,compL,transL
1.0,0.11,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,20.0,20.0,32163319740.0,79715.0,253067980900.0,1594300.0
2.0,0.12,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,20.0,20.0,8227825980.0,79715.0,131894543740.0,1594300.0
3.0,0.26,4000000000.0,4000000000.0,4.64,9.82,1.77,4000000000.0,4.64,4000000000.0,21.0,21.0,32462513412.0,79715.0,258914723907.0,1674015.0
4.0,0.32,1.12,1.02,4.64,9.82,1.77,1.02,4.64,1.02,20.0,20.0,31166007500.0,79715.0,166551144080.0,1594300.0
5.0,0.39,1.12,1.02,0.06,0.08,0.4,1.02,0.06,1.02,21.0,21.0,32200718949.0,79715.0,235353222237.0,1674015.0
6.0,0.43,0.14,0.07,0.06,0.08,0.4,0.07,0.06,0.18,20.0,20.0,29171383020.0,79715.0,247832091640.0,1594300.0
7.0,0.48,0.14,0.07,1.63,4.61,4.65,0.07,1.63,0.18,19.0,19.0,31028877067.0,79715.0,199674376851.0,1514585.0
8.0,0.51,0.14,0.07,0.58,0.2,0.25,0.07,0.58,0.18,18.0,18.0,27825011496.0,79715.0,186023665566.0,1434870.0
9.0,0.55,0.14,0.07,0.24,1.34,0.37,0.07,0.24,0.18,17.0,17.0,25431462120.0,79715.0,120163658517.0,1355155.0
10.0,0.55,0.14,0.07,5.11,0.52,0.19,0.07,5.11,0.18,16.0,16.0,20345169696.0,79715.0,121073705936.0,1275440.0
11.0,0.6,0.14,0.07,5.11,0.52,0.19,0.07,5.11,0.18,16.0,16.0,25930118240.0,79715.0,212028582224.0,1275440.0
12.0,0.6,0.14,0.07,2.58,10.99,89.54,0.07,2.58,0.18,15.0,15.0,21878537265.0,79715.0,102473832660.0,1195725.0
13.0,0.6,0.14,0.07,2.58,10.99,89.54,0.07,2.58,0.18,15.0,15.0,22813517490.0,79715.0,139125057480.0,1195725.0
14.0,0.61,0.14,0.07,2.58,10.99,89.54,0.07,2.58,0.18,15.0,15.0,23374505625.0,79715.0,116498536035.0,1195725.0
15.0,0.61,0.14,0.07,2.58,10.99,89.54,0.07,2.58,0.18,15.0,15.0,34033280190.0,79715.0,136320116805.0,1195725.0
16.0,0.63,0.56,0.28,9.28,22.15,29.24,0.28,9.28,0.71,14.0,14.0,22339794176.0,79715.0,143637895366.0,1116010.0
17.0,0.65,0.56,0.28,0.98,0.98,0.97,0.28,0.98,0.71,13.0,13.0,17502829812.0,79715.0,92213982991.0,1036295.0
18.0,0.65,0.56,0.28,0.07,0.0,0.03,0.28,0.07,0.71,14.0,12.0,18849201336.0,79715.0,144360946740.0,1116010.0
19.0,0.66,0.56,0.28,0.07,0.0,0.03,0.28,0.07,0.71,14.0,12.0,18250813992.0,79715.0,78239145228.0,1116010.0
20.0,0.68,9.24,36.42,0.3,0.02,9.24,1.1,4.96,2.84,15.0,11.0,15769999795.0,79715.0,59377477489.0,1195725.0
21.0,0.68,0.96,0.89,0.3,0.02,0.96,1.1,1.1,2.84,16.0,10.0,4487905080.0,79715.0,45627034980.0,1275440.0
22.0,0.69,0.96,0.89,0.3,0.02,0.96,1.1,1.1,2.84,16.0,10.0,15583003750.0,79715.0,125038022090.0,1275440.0
23.0,0.7,0.51,1.47,1.2,0.07,0.51,4.42,0.96,11.37,15.0,11.0,21118086682.0,79715.0,97636868296.0,1195725.0
24.0,0.7,0.51,1.47,0.75,0.95,0.51,0.95,0.96,0.95,14.0,12.0,18998798172.0,79715.0,81979066128.0,1116010.0
25.0,0.71,0.51,1.47,0.75,0.95,0.51,0.95,0.96,0.95,14.0,12.0,17353232976.0,79715.0,70310512920.0,1116010.0
26.0,0.71,0.51,1.47,0.75,0.95,0.51,0.95,0.96,0.95,14.0,12.0,19297991844.0,79715.0,94096409844.0,1116010.0
27.0,0.71,0.51,1.47,0.75,0.95,0.51,0.95,0.96,0.95,14.0,12.0,18550007664.0,79715.0,90506085780.0,1116010.0
28.0,0.72,2.03,5.88,2.12,1.7,2.03,2.05,3.86,1.7,13.0,11.0,25094869239.0,79715.0,102573563884.0,1036295.0
29.0,0.72,2.03,5.88,2.12,1.7,2.03,2.05,3.86,1.7,13.0,11.0,4113912990.0,79715.0,51698173241.0,1036295.0
30.0,0.72,2.03,5.88,2.12,1.7,2.03,2.05,3.86,1.7,13.0,11.0,16729912826.0,79715.0,99282433492.0,1036295.0
31.0,0.73,2.03,5.88,0.13,0.22,0.35,2.05,0.13,1.7,14.0,12.0,17502829812.0,79715.0,56846797680.0,1116010.0
32.0,0.73,2.03,5.88,0.13,0.22,0.35,2.05,0.13,1.7,14.0,12.0,18550007664.0,79715.0,113244804852.0,1116010.0
33.0,0.74,2.03,5.88,0.13,0.22,0.35,2.05,0.13,1.7,14.0,12.0,18849201336.0,79715.0,106064156724.0,1116010.0
34.0,0.73,0.53,2.82,0.13,0.22,0.35,2.82,0.13,1.34,13.0,13.0,20906157831.0,79715.0,100803334658.0,1036295.0
35.0,0.74,0.53,2.82,0.13,0.22,0.35,2.82,0.13,1.34,13.0,13.0,17178703334.0,79715.0,81679872456.0,1036295.0
36.0,0.75,0.53,2.82,0.13,0.22,0.35,2.82,0.13,1.34,13.0,13.0,4861897170.0,79715.0,49753414373.0,1036295.0
37.0,0.75,0.53,2.82,0.49,0.8,0.35,0.84,0.13,0.8,12.0,14.0,21990734892.0,79715.0,92151650976.0,956580.0
38.0,0.73,0.53,2.82,0.49,0.8,0.35,0.84,0.13,0.8,12.0,14.0,20769027398.0,79715.0,103670607348.0,956580.0
39.0,0.74,0.53,2.82,0.49,0.8,0.35,0.84,0.13,0.8,12.0,14.0,20245438472.0,79715.0,57245722576.0,956580.0
40.0,0.74,0.53,2.82,0.49,0.8,0.35,0.84,0.13,0.8,12.0,14.0,32287983770.0,79715.0,113095208016.0,956580.0
41.0,0.75,0.53,2.82,0.49,0.8,0.35,0.84,0.13,0.8,12.0,14.0,20943557040.0,79715.0,124614164388.0,956580.0
42.0,0.75,0.53,2.82,0.49,0.8,0.35,0.84,0.13,0.8,12.0,14.0,16580315990.0,79715.0,72604331072.0,956580.0
43.0,0.76,0.53,2.82,0.49,0.8,0.35,0.84,0.13,0.8,12.0,14.0,5235889260.0,79715.0,46075825488.0,956580.0
44.0,0.75,2.12,11.26,11.63,5.31,1.39,4.91,0.53,5.31,11.0,15.0,23187509580.0,79715.0,72554465460.0,876865.0
45.0,0.76,2.12,11.26,11.63,5.31,1.39,4.91,0.53,5.31,11.0,15.0,24870473985.0,79715.0,105091777290.0,876865.0
46.0,0.77,2.12,11.26,11.63,5.31,1.39,4.91,0.53,5.31,11.0,15.0,23187509580.0,79715.0,84522212340.0,876865.0
47.0,0.76,2.12,11.26,11.63,5.31,1.39,4.91,0.53,5.31,11.0,15.0,21317549130.0,79715.0,61334702760.0,876865.0
48.0,0.76,2.12,11.26,11.63,5.31,1.39,4.91,0.53,5.31,11.0,15.0,12341738970.0,79715.0,57033793725.0,876865.0
49.0,0.76,2.12,11.26,11.63,5.31,1.39,4.91,0.53,5.31,11.0,15.0,23561501670.0,79715.0,73302449640.0,876865.0
50.0,0.77,2.12,11.26,11.63,5.31,1.39,4.91,0.53,5.31,11.0,15.0,23187509580.0,79715.0,93872014590.0,876865.0
51.0,0.77,2.12,11.26,11.63,5.31,1.39,4.91,0.53,5.31,11.0,15.0,22252529355.0,79715.0,63204663210.0,876865.0
52.0,0.77,2.12,11.26,11.63,5.31,1.39,4.91,0.53,5.31,11.0,15.0,5609881350.0,79715.0,49740947970.0,876865.0
53.0,0.76,2.12,11.26,0.13,0.33,1.39,0.49,0.53,0.33,12.0,14.0,20594497756.0,79715.0,60387256132.0,956580.0
54.0,0.77,2.12,11.26,0.13,0.33,1.39,0.49,0.53,0.33,12.0,14.0,29146450214.0,79715.0,84821406012.0,956580.0
55.0,0.78,2.12,11.26,0.13,0.33,1.39,0.49,0.53,0.33,12.0,14.0,19721849546.0,79715.0,65448615750.0,956580.0
56.0,0.79,2.12,11.26,0.13,0.33,1.39,0.49,0.53,0.33,12.0,14.0,22339794176.0,79715.0,89882765630.0,956580.0
57.0,0.79,2.97,3.27,0.13,0.33,2.97,0.49,9.29,0.33,13.0,13.0,16206323900.0,79715.0,59639271952.0,1036295.0
58.0,0.79,2.97,3.27,0.13,0.33,2.97,0.49,9.29,0.33,13.0,13.0,18961398963.0,79715.0,86865896104.0,1036295.0
59.0,0.79,2.97,3.27,0.13,0.33,2.97,0.49,9.29,0.33,13.0,13.0,19123462202.0,79715.0,108582370130.0,1036295.0
60.0,0.79,2.97,3.27,0.13,0.33,2.97,0.49,9.29,0.33,13.0,13.0,19123462202.0,79715.0,80545429783.0,1036295.0
61.0,0.8,2.97,3.27,0.13,0.33,2.97,0.49,9.29,0.33,13.0,13.0,20419968114.0,79715.0,87190022582.0,1036295.0
62.0,0.79,2.97,3.27,0.13,0.33,2.97,0.49,9.29,0.33,13.0,13.0,26092181479.0,79715.0,110365065759.0,1036295.0
63.0,0.8,2.97,3.27,0.13,0.33,2.97,0.49,9.29,0.33,13.0,13.0,15558070944.0,79715.0,89945097645.0,1036295.0
64.0,0.76,0.72,0.77,0.54,1.31,0.72,1.97,1.01,1.31,12.0,12.0,30667351380.0,79715.0,74948014836.0,956580.0
65.0,0.78,0.72,0.77,0.54,1.31,0.72,1.97,1.01,1.31,12.0,12.0,19447588680.0,79715.0,91553263632.0,956580.0
66.0,0.78,0.72,0.77,0.54,1.31,0.72,1.97,1.01,1.31,12.0,12.0,6432663948.0,79715.0,40989533064.0,956580.0
67.0,0.79,0.72,0.77,0.54,1.31,0.72,1.97,1.01,1.31,12.0,12.0,26927430480.0,79715.0,70310512920.0,956580.0
68.0,0.8,0.72,0.77,0.54,1.31,0.72,1.97,1.01,1.31,12.0,12.0,17652426648.0,79715.0,58791556548.0,956580.0
69.0,0.8,0.72,0.77,0.54,1.31,0.72,1.97,1.01,1.31,12.0,12.0,16605248796.0,79715.0,53705264124.0,956580.0
70.0,0.8,0.72,0.77,0.54,1.31,0.72,1.97,1.01,1.31,12.0,12.0,18998798172.0,79715.0,75546402180.0,956580.0
71.0,0.8,0.72,0.77,0.54,1.31,0.72,1.97,1.01,1.31,12.0,12.0,18101217156.0,79715.0,64925026824.0,956580.0
72.0,0.8,0.72,0.77,0.54,1.31,0.72,1.97,1.01,1.31,12.0,12.0,18250813992.0,79715.0,102623429496.0,956580.0
73.0,0.8,0.72,0.77,0.54,1.31,0.72,1.97,1.01,1.31,12.0,12.0,12865327896.0,79715.0,51311714748.0,956580.0
74.0,0.8,0.72,0.77,0.54,1.31,0.72,1.97,1.01,1.31,12.0,12.0,13762908912.0,79715.0,69712125576.0,956580.0
75.0,0.8,0.72,0.77,0.54,1.31,0.72,1.97,1.01,1.31,12.0,12.0,16904442468.0,79715.0,63129864792.0,956580.0
76.0,0.8,0.72,0.77,0.54,1.31,0.72,1.97,1.01,1.31,12.0,12.0,4487905080.0,79715.0,42784695096.0,956580.0
77.0,0.82,0.72,0.77,0.54,1.31,0.72,1.97,1.01,1.31,12.0,12.0,17802023484.0,79715.0,69712125576.0,956580.0
78.0,0.81,0.72,0.77,0.16,0.13,0.07,1.97,0.16,1.31,11.0,13.0,14747754749.0,79715.0,54291185065.0,876865.0
79.0,0.8,0.72,0.77,0.16,0.13,0.07,1.97,0.16,1.31,11.0,13.0,19933778397.0,79715.0,80059240066.0,876865.0
80.0,0.8,0.72,0.77,0.16,0.13,0.07,1.97,0.16,1.31,11.0,13.0,19933778397.0,79715.0,62232283776.0,876865.0
