round,accuracy,eta_t,eta_q,eta_z,eta_v,zeta_t,zeta_q,zeta_z,zeta_v,M,E,compT,transT,compL,transL
1.0,0.09,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,20.0,20.0,39393833480.0,79715.0,216416756080.0,1594300.0
2.0,0.22,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,20.0,20.0,29919367200.0,79715.0,244840154920.0,1594300.0
3.0,0.3,1000000000.0,1000000000.0,0.19,0.28,0.45,1000000000.0,0.19,1000000000.0,21.0,21.0,31153541097.0,79715.0,235876811163.0,1674015.0
4.0,0.37,1.04,2.03,0.19,0.28,0.45,2.03,0.19,2.26,22.0,22.0,32911303920.0,79715.0,252319996720.0,1753730.0
5.0,0.42,0.0,0.12,0.19,0.28,0.45,0.12,0.19,0.01,23.0,23.0,36701090432.0,79715.0,268376723784.0,1833445.0
6.0,0.44,357.93,9.86,0.19,0.28,0.45,9.86,0.19,94.68,24.0,24.0,27825011496.0,79715.0,197168629848.0,1913160.0
7.0,0.49,2.57,4.96,0.19,0.28,0.45,4.96,0.19,4.91,25.0,25.0,50177272075.0,79715.0,349994264225.0,1992875.0
8.0,0.53,0.48,0.92,0.19,0.28,0.45,0.92,0.19,0.87,26.0,26.0,41164062706.0,79715.0,382145117562.0,2072590.0
9.0,0.55,0.63,0.02,0.19,0.28,0.45,0.02,0.19,0.0,25.0,27.0,42747295887.0,79715.0,305626335948.0,1992875.0
10.0,0.58,0.63,0.02,24.12,340.22,0.45,52.61,0.19,340.22,24.0,28.0,41188995512.0,79715.0,262841640852.0,1913160.0
11.0,0.59,0.63,0.02,0.99,0.79,0.45,0.74,0.19,0.79,23.0,29.0,41936979692.0,79715.0,251983403839.0,1833445.0
12.0,0.6,0.63,0.02,0.99,0.79,0.45,0.74,0.19,0.79,23.0,29.0,46275287936.0,79715.0,283074612921.0,1833445.0
13.0,0.62,0.63,0.02,1.36,1.52,0.45,1.77,0.19,1.52,22.0,30.0,46001027070.0,79715.0,409895330640.0,1753730.0
14.0,0.63,0.63,0.02,0.05,0.66,0.45,0.6,0.19,0.66,21.0,31.0,45988560667.0,79715.0,279023031946.0,1674015.0
15.0,0.64,0.63,0.02,0.05,0.66,0.45,0.6,0.19,0.66,21.0,31.0,45602102174.0,79715.0,265883443184.0,1674015.0
16.0,0.64,0.63,0.02,9.92,1.43,0.45,1.76,0.19,1.43,20.0,32.0,53057011168.0,79715.0,477912025408.0,1594300.0
17.0,0.67,0.63,0.02,9.92,1.43,0.45,1.76,0.19,1.43,20.0,32.0,50663461792.0,79715.0,226190416032.0,1594300.0
18.0,0.66,0.63,0.02,0.44,0.72,0.45,0.62,0.19,0.72,19.0,33.0,45664434189.0,79715.0,219682953666.0,1514585.0
19.0,0.67,0.63,0.02,0.44,0.72,0.45,0.62,0.19,0.72,19.0,33.0,102847824750.0,79715.0,345568691160.0,1514585.0
20.0,0.68,0.63,0.02,0.44,0.72,0.45,0.62,0.19,0.72,19.0,33.0,39082173405.0,79715.0,244777822905.0,1514585.0
21.0,0.69,0.63,0.02,9.19,3.19,0.45,4.01,0.19,3.19,18.0,34.0,52982212750.0,79715.0,345867884832.0,1434870.0
22.0,0.68,0.63,0.02,9.19,3.19,0.45,4.01,0.19,3.19,18.0,34.0,48319778028.0,79715.0,199636977642.0,1434870.0
23.0,0.69,0.63,0.02,9.19,3.19,0.45,4.01,0.19,3.19,18.0,34.0,33060900756.0,79715.0,231850162994.0,1434870.0
24.0,0.71,0.63,0.02,0.32,0.25,0.45,0.34,0.19,0.25,17.0,35.0,51049920285.0,79715.0,385710508820.0,1355155.0
25.0,0.69,0.63,0.02,4.12,5.51,0.45,4.05,0.19,5.51,16.0,36.0,48469374864.0,79715.0,235166226192.0,1275440.0
26.0,0.71,0.63,0.02,4.12,5.51,0.45,4.05,0.19,5.51,16.0,36.0,56996394516.0,79715.0,289469877660.0,1275440.0
