round,accuracy,eta_t,eta_q,eta_z,eta_v,zeta_t,zeta_q,zeta_z,zeta_v,M,E,compT,transT,compL,transL
1.0,0.12,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,20.0,20.0,31415335560.0,79715.0,188741341420.0,1594300.0
2.0,0.23,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,20.0,20.0,30916679440.0,79715.0,206443633680.0,1594300.0
3.0,0.34,1000000000.0,1000000000.0,0.27,0.16,0.15,1000000000.0,0.27,1000000000.0,21.0,21.0,34033280190.0,79715.0,179852796081.0,1674015.0
4.0,0.41,0.74,0.04,0.27,0.16,0.15,0.04,0.27,0.31,20.0,20.0,31664663620.0,79715.0,223896597880.0,1594300.0
5.0,0.49,0.74,0.04,5.33,9.54,4.25,0.04,5.33,0.31,19.0,19.0,29607707125.0,79715.0,213886076271.0,1514585.0
6.0,0.51,0.74,0.04,0.35,0.57,0.66,0.04,0.35,0.31,18.0,20.0,30168695260.0,79715.0,228633831020.0,1434870.0
7.0,0.55,4.42,0.26,20.41,16.89,3.95,26.15,2.1,16.89,17.0,21.0,28012007541.0,79715.0,163621539375.0,1355155.0
8.0,0.57,4.42,0.26,0.87,0.77,3.95,0.73,2.1,0.77,16.0,20.0,31415335560.0,79715.0,165803159900.0,1275440.0
9.0,0.57,26.54,1.59,1.04,1.44,1.79,4.38,1.04,4.64,15.0,21.0,33771485727.0,79715.0,152364377466.0,1195725.0
10.0,0.6,26.54,1.59,1.04,1.44,1.79,4.38,1.04,4.64,15.0,21.0,33509691264.0,79715.0,123043397610.0,1195725.0
11.0,0.61,26.54,1.59,0.49,0.38,1.79,0.3,1.04,0.38,16.0,20.0,29919367200.0,79715.0,150095492120.0,1275440.0
12.0,0.6,26.54,1.59,0.49,0.38,1.79,0.3,1.04,0.38,16.0,20.0,27426086600.0,79715.0,157326005860.0,1275440.0
13.0,0.63,26.54,1.59,0.49,0.38,1.79,0.3,1.04,0.38,16.0,20.0,31415335560.0,79715.0,132642527920.0,1275440.0
14.0,0.66,3.49,3.23,2.94,2.29,3.49,1.8,1.86,2.29,15.0,21.0,65448615750.0,79715.0,224096060328.0,1195725.0
15.0,0.67,3.49,3.23,1.11,1.46,3.49,1.53,1.86,1.46,16.0,22.0,32088521322.0,79715.0,146729563310.0,1275440.0
16.0,0.67,0.19,0.52,1.11,1.46,3.49,0.52,1.86,0.53,15.0,23.0,33547090473.0,79715.0,212178179060.0,1195725.0
17.0,0.67,0.19,0.52,1.11,1.46,3.49,0.52,1.86,0.53,15.0,23.0,30393090514.0,79715.0,150818543494.0,1195725.0
18.0,0.68,0.19,0.52,1.11,1.46,3.49,0.52,1.86,0.53,15.0,23.0,35267454087.0,79715.0,203002906452.0,1195725.0
19.0,0.68,1.13,3.13,8.69,3.01,20.91,3.49,11.18,3.01,14.0,22.0,33185564786.0,79715.0,157151476218.0,1116010.0
20.0,0.68,1.13,3.13,8.69,3.01,20.91,3.49,11.18,3.01,14.0,22.0,33459825652.0,79715.0,183754780220.0,1116010.0
21.0,0.68,1.13,3.13,8.69,3.01,20.91,3.49,11.18,3.01,14.0,22.0,33185564786.0,79715.0,160716867476.0,1116010.0
22.0,0.69,1.13,3.13,8.69,3.01,20.91,3.49,11.18,3.01,14.0,22.0,34008347384.0,79715.0,137404693866.0,1116010.0
23.0,0.71,1.13,3.13,8.69,3.01,20.91,3.49,11.18,3.01,14.0,22.0,40590608168.0,79715.0,186223128014.0,1116010.0
24.0,0.72,1.13,3.13,0.47,0.48,0.32,3.49,0.47,3.01,15.0,23.0,51610908420.0,79715.0,284433450848.0,1195725.0
25.0,0.73,1.13,3.13,0.47,0.48,0.32,3.49,0.47,3.01,15.0,23.0,53044544765.0,79715.0,156553088874.0,1195725.0
26.0,0.73,0.83,0.54,0.47,0.48,0.32,0.54,0.47,0.29,16.0,24.0,35304853296.0,79715.0,191783143752.0,1275440.0
27.0,0.73,0.83,0.54,0.47,0.48,0.32,0.54,0.47,0.29,16.0,24.0,28423398840.0,79715.0,143612962560.0,1275440.0
28.0,0.73,0.83,0.54,0.47,0.48,0.32,0.54,0.47,0.29,16.0,24.0,37698402672.0,79715.0,194475886800.0,1275440.0
29.0,0.74,0.83,0.54,0.47,0.48,0.32,0.54,0.47,0.29,16.0,24.0,37399209000.0,79715.0,221403317280.0,1275440.0
30.0,0.74,0.83,0.54,0.47,0.48,0.32,0.54,0.47,0.29,16.0,24.0,38296790016.0,79715.0,221403317280.0,1275440.0
31.0,0.74,5.4,8.53,2.83,2.85,1.9,8.53,2.83,14.71,17.0,25.0,37087548925.0,79715.0,223460273775.0,1355155.0
32.0,0.75,5.4,8.53,2.83,2.85,1.9,8.53,2.83,14.71,17.0,25.0,33659288100.0,79715.0,176399602450.0,1355155.0
33.0,0.74,5.4,8.53,2.83,2.85,1.9,8.53,2.83,14.71,17.0,25.0,35217588475.0,79715.0,154895057275.0,1355155.0
34.0,0.75,5.4,8.53,2.83,2.85,1.9,8.53,2.83,14.71,17.0,25.0,38957509375.0,79715.0,263352763375.0,1355155.0
35.0,0.75,5.4,8.53,2.83,2.85,1.9,8.53,2.83,14.71,17.0,25.0,37087548925.0,79715.0,199150787925.0,1355155.0
36.0,0.76,0.24,0.22,2.83,2.85,1.9,0.22,2.83,0.13,16.0,24.0,36800821656.0,79715.0,171437974056.0,1275440.0
37.0,0.77,0.24,0.22,2.83,2.85,1.9,0.22,2.83,0.13,16.0,24.0,36800821656.0,79715.0,177122653824.0,1275440.0
38.0,0.75,0.24,0.22,4.62,4.98,3.36,0.22,4.62,0.13,15.0,23.0,33260363204.0,79715.0,216192360826.0,1195725.0
39.0,0.77,0.24,0.22,4.62,4.98,3.36,0.22,4.62,0.13,15.0,23.0,34407272280.0,79715.0,153685816184.0,1195725.0
40.0,0.77,0.24,0.22,4.62,4.98,3.36,0.22,4.62,0.13,15.0,23.0,35554181356.0,79715.0,166875270558.0,1195725.0
41.0,0.77,0.24,0.22,4.62,4.98,3.36,0.22,4.62,0.13,15.0,23.0,35554181356.0,79715.0,242284542305.0,1195725.0
42.0,0.77,0.24,0.22,4.62,4.98,3.36,0.22,4.62,0.13,15.0,23.0,34407272280.0,79715.0,176337270435.0,1195725.0
43.0,0.78,0.24,0.22,4.62,4.98,3.36,0.22,4.62,0.13,15.0,23.0,36414363163.0,79715.0,125013089284.0,1195725.0
44.0,0.78,1.46,1.32,1.84,1.9,2.25,1.32,1.84,0.8,14.0,24.0,32911303920.0,79715.0,154982322096.0,1116010.0
45.0,0.78,1.46,1.32,1.84,1.9,2.25,1.32,1.84,0.8,14.0,24.0,25431462120.0,79715.0,113394401688.0,1116010.0
46.0,0.77,1.46,1.32,1.84,1.9,2.25,1.32,1.84,0.8,14.0,24.0,37698402672.0,79715.0,163359744912.0,1116010.0
47.0,0.78,1.46,1.32,1.84,1.9,2.25,1.32,1.84,0.8,14.0,24.0,36202434312.0,79715.0,206144440008.0,1116010.0
48.0,0.78,1.46,1.32,1.84,1.9,2.25,1.32,1.84,0.8,14.0,24.0,37399209000.0,79715.0,131944409352.0,1116010.0
49.0,0.79,1.46,1.32,1.84,1.9,2.25,1.32,1.84,0.8,14.0,24.0,33808884936.0,79715.0,161265389208.0,1116010.0
50.0,0.79,1.46,1.32,0.43,0.37,2.25,0.28,1.84,0.37,15.0,23.0,34120545011.0,79715.0,184365633967.0,1195725.0
51.0,0.79,1.46,1.32,0.43,0.37,2.25,0.28,1.84,0.37,15.0,23.0,36127635894.0,79715.0,212464906329.0,1195725.0
52.0,0.79,1.46,1.32,0.43,0.37,2.25,0.28,1.84,0.37,15.0,23.0,33260363204.0,79715.0,203576360990.0,1195725.0
53.0,0.79,1.46,1.32,0.43,0.37,2.25,0.28,1.84,0.37,15.0,23.0,36127635894.0,79715.0,134475089161.0,1195725.0
54.0,0.79,1.46,1.32,0.43,0.37,2.25,0.28,1.84,0.37,15.0,23.0,32400181397.0,79715.0,154832725260.0,1195725.0
55.0,0.79,1.46,1.32,0.43,0.37,2.25,0.28,1.84,0.37,15.0,23.0,35554181356.0,79715.0,161427452447.0,1195725.0
56.0,0.79,1.46,1.32,0.43,0.37,2.25,0.28,1.84,0.37,15.0,23.0,34693999549.0,79715.0,206156906411.0,1195725.0
57.0,0.79,1.46,1.32,0.43,0.37,2.25,0.28,1.84,0.37,15.0,23.0,35554181356.0,79715.0,170889452324.0,1195725.0
58.0,0.78,1.46,1.32,0.43,0.37,2.25,0.28,1.84,0.37,15.0,23.0,90605817004.0,79715.0,269236905591.0,1195725.0
59.0,0.79,1.46,1.32,0.43,0.37,2.25,0.28,1.84,0.37,15.0,23.0,51610908420.0,79715.0,234256178773.0,1195725.0
60.0,0.79,1.46,1.32,0.43,0.37,2.25,0.28,1.84,0.37,15.0,23.0,32113454128.0,79715.0,156553088874.0,1195725.0
61.0,0.8,1.46,1.32,0.43,0.37,2.25,0.28,1.84,0.37,15.0,23.0,46163090309.0,79715.0,148237998073.0,1195725.0
62.0,0.8,1.46,1.32,0.43,0.37,2.25,0.28,1.84,0.37,15.0,23.0,36414363163.0,79715.0,190960361154.0,1195725.0
63.0,0.8,1.46,1.32,0.43,0.37,2.25,0.28,1.84,0.37,15.0,23.0,53044544765.0,79715.0,227661451586.0,1195725.0
64.0,0.8,10.59,9.1,2.61,2.2,10.59,1.65,6.5,2.2,16.0,22.0,9050608578.0,79715.0,123965911432.0,1275440.0
65.0,0.8,10.59,9.1,2.61,2.2,10.59,1.65,6.5,2.2,16.0,22.0,33459825652.0,79715.0,159894084878.0,1275440.0
66.0,0.81,10.59,9.1,2.61,2.2,10.59,1.65,6.5,2.2,16.0,22.0,32088521322.0,79715.0,103944868214.0,1275440.0
67.0,0.8,10.59,9.1,2.61,2.2,10.59,1.65,6.5,2.2,16.0,22.0,26877564868.0,79715.0,136033389536.0,1275440.0
68.0,0.8,10.59,9.1,2.61,2.2,10.59,1.65,6.5,2.2,16.0,22.0,32088521322.0,79715.0,171138780384.0,1275440.0
69.0,0.8,10.59,9.1,2.61,2.2,10.59,1.65,6.5,2.2,16.0,22.0,34556869116.0,79715.0,167847649992.0,1275440.0
70.0,0.8,10.59,9.1,2.61,2.2,10.59,1.65,6.5,2.2,16.0,22.0,8227825980.0,79715.0,100379476956.0,1275440.0
71.0,0.81,10.59,9.1,2.61,2.2,10.59,1.65,6.5,2.2,16.0,22.0,30168695260.0,79715.0,146729563310.0,1275440.0
72.0,0.81,1.01,0.87,2.61,2.2,1.01,1.65,0.95,2.2,15.0,23.0,15769999795.0,79715.0,101214725957.0,1195725.0
73.0,0.81,1.01,0.87,2.61,2.2,1.01,1.65,0.95,2.2,15.0,23.0,34980726818.0,79715.0,141356543617.0,1195725.0
