round,accuracy,eta_t,eta_q,eta_z,eta_v,zeta_t,zeta_q,zeta_z,zeta_v,M,E,compT,transT,compL,transL
1.0,0.13,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,20.0,20.0,29919367200.0,79715.0,290965846020.0,1594300.0
2.0,0.21,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,20.0,20.0,30916679440.0,79715.0,210432882640.0,1594300.0
3.0,0.29,1000000000.0,1000000000.0,0.18,0.64,0.69,1000000000.0,0.18,1000000000.0,21.0,21.0,48431975655.0,79715.0,252369862332.0,1674015.0
4.0,0.37,1.17,0.15,0.18,0.64,0.69,0.15,0.18,0.03,22.0,22.0,35105390848.0,79715.0,228733562244.0,1753730.0
5.0,0.41,0.69,1.2,0.18,0.64,0.69,1.2,0.18,11.78,23.0,23.0,52471090227.0,79715.0,311385814134.0,1833445.0
6.0,0.42,5.68,11.01,0.18,0.64,0.69,11.01,0.18,7.52,24.0,24.0,94545200352.0,79715.0,346167078504.0,1913160.0
7.0,0.49,5.68,11.01,0.18,0.64,0.69,11.01,0.18,7.52,24.0,24.0,37698402672.0,79715.0,241748486976.0,1913160.0
8.0,0.52,0.8,0.43,0.18,0.64,0.69,0.43,0.18,0.52,23.0,25.0,33970948175.0,79715.0,194164226725.0,1833445.0
9.0,0.55,0.8,0.43,2.06,0.69,0.69,1.16,0.18,0.69,22.0,26.0,37922797926.0,79715.0,299492865672.0,1753730.0
10.0,0.56,0.8,0.43,1.77,0.61,0.69,0.19,0.18,0.61,21.0,27.0,41737517244.0,79715.0,266244968871.0,1674015.0
11.0,0.59,0.8,0.43,1.77,0.61,0.69,0.19,0.18,0.61,21.0,27.0,43083888768.0,79715.0,228883159080.0,1674015.0
12.0,0.6,0.8,0.43,1.24,8.17,0.69,23.48,0.18,8.17,20.0,28.0,42934291932.0,79715.0,237360313120.0,1594300.0
13.0,0.6,0.8,0.43,1.24,8.17,0.69,23.48,0.18,8.17,20.0,28.0,41188995512.0,79715.0,367559426052.0,1594300.0
