round,accuracy,eta_t,eta_q,eta_z,eta_v,zeta_t,zeta_q,zeta_z,zeta_v,M,E,compT,transT,compL,transL
1.0,0.1,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,20.0,20.0,36900552880.0,79715.0,206942289800.0,1594300.0
2.0,0.22,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,20.0,20.0,30418023320.0,79715.0,199462448000.0,1594300.0
3.0,0.28,1000000000.0,1000000000.0,0.18,0.14,0.29,1000000000.0,0.18,1000000000.0,21.0,21.0,33247896801.0,79715.0,163359744912.0,1674015.0
4.0,0.36,2.86,5.98,1.23,1.01,2.06,5.98,1.23,6.58,22.0,22.0,34008347384.0,79715.0,308543474250.0,1753730.0
5.0,0.4,0.5,0.57,1.23,1.01,2.06,0.57,1.23,0.48,21.0,21.0,59165548638.0,79715.0,257867546055.0,1674015.0
6.0,0.47,3.49,4.02,2.12,2.24,5.94,4.02,2.12,3.38,22.0,20.0,27176758540.0,79715.0,166301816020.0,1753730.0
7.0,0.48,0.99,0.67,2.12,2.24,0.99,4.02,1.57,3.38,21.0,19.0,26054782270.0,79715.0,199674376851.0,1674015.0
8.0,0.51,6.92,4.67,3.78,9.33,1.65,28.12,3.78,23.69,20.0,20.0,29171383020.0,79715.0,209186242340.0,1594300.0
9.0,0.5,6.92,4.67,0.55,0.65,1.65,0.61,3.78,0.65,21.0,19.0,8053296338.0,79715.0,135248006147.0,1674015.0
10.0,0.55,6.92,4.67,0.55,0.65,1.65,0.61,3.78,0.65,21.0,19.0,28423398840.0,79715.0,213412352957.0,1674015.0
11.0,0.57,0.43,0.12,0.55,0.65,0.43,0.61,0.09,0.65,22.0,18.0,26703035226.0,79715.0,192306732678.0,1753730.0
12.0,0.6,1.5,1.43,0.55,0.65,1.5,0.61,3.03,0.65,23.0,17.0,25007604418.0,79715.0,217227072275.0,1833445.0
13.0,0.6,0.66,1.77,0.55,0.65,0.66,0.61,0.55,0.65,24.0,16.0,30717216992.0,79715.0,220605467488.0,1913160.0
14.0,0.62,0.66,1.77,0.55,0.65,0.66,0.61,0.55,0.65,24.0,16.0,25730655792.0,79715.0,249926447344.0,1913160.0
15.0,0.62,5.14,5.58,3.85,4.52,5.14,4.25,13.63,4.52,25.0,15.0,28797390930.0,79715.0,236923989015.0,1992875.0
16.0,0.63,5.14,5.58,3.85,4.52,5.14,4.25,13.63,4.52,25.0,15.0,23561501670.0,79715.0,220094344965.0,1992875.0
17.0,0.64,1.27,1.6,26.96,31.67,1.27,29.72,1.43,31.67,24.0,16.0,25132268448.0,79715.0,193877499456.0,1913160.0
18.0,0.66,1.27,1.6,1.4,1.22,1.27,1.24,1.43,1.22,23.0,15.0,23935493760.0,79715.0,180638179470.0,1833445.0
19.0,0.67,1.27,1.6,0.19,0.22,0.22,1.24,0.19,1.22,24.0,16.0,30916679440.0,79715.0,197068898624.0,1913160.0
