round,accuracy,eta_t,eta_q,eta_z,eta_v,zeta_t,zeta_q,zeta_z,zeta_v,M,E,compT,transT,compL,transL
1.0,0.09,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,20.0,20.0,29919367200.0,79715.0,220156676980.0,1594300.0
2.0,0.19,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,20.0,20.0,30418023320.0,79715.0,179017547080.0,1594300.0
3.0,0.31,1000000000.0,1000000000.0,0.28,0.11,0.1,1000000000.0,0.28,1000000000.0,21.0,21.0,32200718949.0,79715.0,243992439516.0,1674015.0
4.0,0.38,0.61,0.93,0.28,0.11,0.1,0.93,0.28,0.58,20.0,20.0,39393833480.0,79715.0,226639206540.0,1594300.0
5.0,0.44,0.61,0.93,2.67,6.05,12.72,0.93,2.67,0.58,19.0,19.0,25107335642.0,79715.0,154670662021.0,1514585.0
6.0,0.47,0.61,0.93,0.44,0.63,0.4,0.93,0.44,0.58,18.0,18.0,27600616242.0,79715.0,130598037828.0,1434870.0
7.0,0.5,0.61,0.93,5.06,5.92,5.59,0.93,5.06,0.58,17.0,17.0,35392118117.0,79715.0,172933942416.0,1355155.0
8.0,0.53,0.61,0.93,0.01,0.58,0.06,0.93,0.01,0.58,16.0,18.0,28049406750.0,79715.0,148998448656.0,1275440.0
9.0,0.56,0.61,0.93,8.12,0.33,0.06,0.62,0.01,0.33,15.0,19.0,30318292096.0,79715.0,181909752576.0,1195725.0
10.0,0.56,0.61,0.93,9.63,0.35,0.06,0.65,0.01,0.35,14.0,20.0,30667351380.0,79715.0,164805847660.0,1116010.0
11.0,0.59,0.61,0.93,9.63,0.35,0.06,0.65,0.01,0.35,14.0,20.0,31166007500.0,79715.0,142116994200.0,1116010.0
12.0,0.61,0.61,0.93,3.42,27.29,0.06,12.47,0.01,27.29,13.0,21.0,32200718949.0,79715.0,188230218897.0,1036295.0
13.0,0.62,0.61,0.93,0.5,0.8,0.06,0.68,0.01,0.8,12.0,22.0,60885912252.0,79715.0,190062780138.0,956580.0
14.0,0.6,0.61,0.93,1.53,0.47,0.06,0.75,0.01,0.47,11.0,23.0,27239090555.0,79715.0,106089089530.0,876865.0
15.0,0.63,0.61,0.93,1.53,0.47,0.06,0.75,0.01,0.47,11.0,23.0,37274544970.0,79715.0,119851998442.0,876865.0
16.0,0.65,0.61,0.93,1.53,0.47,0.06,0.75,0.01,0.47,11.0,23.0,35554181356.0,79715.0,171176179593.0,876865.0
17.0,0.65,0.61,0.93,0.3,0.75,0.06,0.96,0.01,0.75,12.0,24.0,38296790016.0,79715.0,159171033504.0,956580.0
18.0,0.67,0.61,0.93,0.3,0.75,0.06,0.96,0.01,0.75,12.0,24.0,29320979856.0,79715.0,102324235824.0,956580.0
19.0,0.68,0.02,0.09,0.3,0.75,0.06,0.09,0.01,0.42,11.0,25.0,40515809750.0,79715.0,167049800200.0,876865.0
20.0,0.67,0.02,0.09,0.3,0.75,0.06,0.09,0.01,0.42,11.0,25.0,37710869075.0,79715.0,143363634500.0,876865.0
21.0,0.68,0.02,0.09,0.3,0.75,0.06,0.09,0.01,0.42,11.0,25.0,38645849300.0,79715.0,187307705075.0,876865.0
22.0,0.68,0.02,0.09,0.3,0.75,0.06,0.09,0.01,0.42,11.0,25.0,29607707125.0,79715.0,110639326625.0,876865.0
23.0,0.68,0.02,0.09,0.3,0.75,0.06,0.09,0.01,0.42,11.0,25.0,33659288100.0,79715.0,149596836000.0,876865.0
24.0,0.7,0.02,0.09,0.3,0.75,0.06,0.09,0.01,0.42,11.0,25.0,38957509375.0,79715.0,182944464025.0,876865.0
25.0,0.7,0.02,0.09,43.22,14.1,0.06,49.54,0.01,14.1,10.0,26.0,39543430316.0,79715.0,102423967048.0,797150.0
26.0,0.69,0.02,0.09,43.22,14.1,0.06,49.54,0.01,14.1,10.0,26.0,38895177360.0,79715.0,94969058054.0,797150.0
27.0,0.7,0.02,0.09,43.22,14.1,0.06,49.54,0.01,14.1,10.0,26.0,40839936228.0,79715.0,102748093526.0,797150.0
28.0,0.7,0.02,0.09,43.22,14.1,0.06,49.54,0.01,14.1,10.0,26.0,46025959876.0,79715.0,134836614848.0,797150.0
29.0,0.72,0.02,0.09,43.22,14.1,0.06,49.54,0.01,14.1,10.0,26.0,37922797926.0,79715.0,101127461136.0,797150.0
30.0,0.71,0.02,0.09,0.38,1.34,0.06,1.55,0.01,1.34,9.0,27.0,54191453841.0,79715.0,189165199122.0,717435.0
31.0,0.71,0.02,0.09,0.38,1.34,0.06,1.55,0.01,1.34,9.0,27.0,38371588434.0,79715.0,84484813131.0,717435.0
